project_id,project_title,product_name,project_kind,final_object_type,build_mode,runtime_target,operational_end_state,full_build_definition,minimum_operational_release,required_modules_to_build,source_application_count,passage_contract_count,source_status,source_actions_before_claim,test_suite,acceptance_tests,readiness_score,promotion_stage,current_status,launch_or_review_path,first_full_build,next_implementation_steps,public_claim_now,blocking_gates,claim_boundary,contract_href,flagship
mb-redteamlab-proper-handoff-package-2026-04-14,Earliest pack; high-standard 3-column delta map,Earliest pack; high-standard 3-column delta map,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Earliest pack; high-standard 3-column delta map: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,7,3,7 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",79,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `mb-redteamlab-proper-handoff-package-2026-04-14`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-redteamlab-proper-handoff-package-2026-04-14/index.html,no
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),master-bundle artifact / archive router,manuscript or editorial governance system,manuscript and publication system,static and data-backed chapter dossier system,"A reader or editor can inspect chapter argument, source state, revision status, and public-facing presentation logic.","A manuscript system with chapter or section structure, source-governed argument logic, revision state, passage targets, reader-facing output, and publication-readiness checks.","A chapter or manuscript release slice for Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov): outline, argument state, source/passages used, revision rules, public title logic, and next reader-facing output.",item registry | authority classifier | route selector | promotion decision,7,1,7 source-application rows; 1 active passage contracts; 0 unlocated source candidates.,"Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Inspect outline, source/passages, argument movement, revision status, public title logic, and continuity with the declared book or publication role.",79,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the manuscript/project contract for `mb-rfp-handoff-ch01-02-done`, select one chapter or section, and produce a source-bound release slice.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-rfp-handoff-ch01-02-done/index.html,no
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,Red Team Lab - consolidated counter-deception lab across five authority roles,archive / packet router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Red Team Lab - consolidated counter-deception lab across five authority roles: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,7,2,7 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",79,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `red-team-lab`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/red-team-lab/index.html,no
mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),Briefing Forge Room (code-ready),master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Briefing Forge Room (code-ready): inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `mb-briefingforgeroom-handoff-pass4-done`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-briefingforgeroom-handoff-pass4-done/index.html,no
mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)","CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203): inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,1,6 source-application rows; 1 active passage contracts; 0 unlocated source candidates.,"Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `mb-ci-ct-do-handoff-v1-1`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-ci-ct-do-handoff-v1-1/index.html,no
mb-comparative-rhetoric-final,Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total),Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total),master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total): inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Open the source packet contract for `mb-comparative-rhetoric-final`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-comparative-rhetoric-final/index.html,no
mb-fractal-keep-handoff-v1,Fractal Keep,Fractal Keep,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Fractal Keep: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,4,6 source-application rows; 4 active passage contracts; 0 unlocated source candidates.,"Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Open the source packet contract for `mb-fractal-keep-handoff-v1`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-fractal-keep-handoff-v1/index.html,no
mb-infragard-handoff,InfraGard preparatory note (minimal),InfraGard preparatory note (minimal),master-bundle artifact / archive router,retrieval or evidence-evaluation platform,software or application build,local-first web application or desktop module with persistent project state,"A reviewer can inspect what the project is, what it produces, what is built now, and what must be built next.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of InfraGard preparatory note (minimal): one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | retrieval replay test: clean and contaminated fixtures produce inspectable traces | promotion test: item cannot advance without identity, authority, route, and next action","Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Create or open the local runtime slice for `mb-infragard-handoff`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-infragard-handoff/index.html,no
mb-insinuationengineroom-handoff-done,Insinuation Engine,Insinuation Engine,master-bundle artifact / archive router,source governance or packet-routing system,software or application build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Insinuation Engine: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-insinuationengineroom-handoff-done`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-insinuationengineroom-handoff-done/index.html,no
mb-internal-operating-support-001,Internal Operating Support Packet 001,Internal Operating Support Packet 001,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Internal Operating Support Packet 001: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Open the source packet contract for `mb-internal-operating-support-001`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-internal-operating-support-001/index.html,no
mb-internal-operating-support-002,Internal Operating Support Packet 002,Internal Operating Support Packet 002,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Internal Operating Support Packet 002: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Open the source packet contract for `mb-internal-operating-support-002`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-internal-operating-support-002/index.html,no
mb-internal-operating-support-005,Internal Operating Support Packet 005,Internal Operating Support Packet 005,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Internal Operating Support Packet 005: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Open the source packet contract for `mb-internal-operating-support-005`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-internal-operating-support-005/index.html,no
mb-internal-operating-support-006,Internal Operating Support Packet 006,Internal Operating Support Packet 006,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Internal Operating Support Packet 006: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Open the source packet contract for `mb-internal-operating-support-006`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-internal-operating-support-006/index.html,no
mb-internal-operating-support-009,Internal Operating Support Packet 009,Internal Operating Support Packet 009,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Internal Operating Support Packet 009: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Open the source packet contract for `mb-internal-operating-support-009`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-internal-operating-support-009/index.html,no
mb-internal-operating-support-010,Internal Operating Support Packet 010,Internal Operating Support Packet 010,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Internal Operating Support Packet 010: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Open the source packet contract for `mb-internal-operating-support-010`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-internal-operating-support-010/index.html,no
mb-internal-operating-support-013,Internal Operating Support Packet 013,Internal Operating Support Packet 013,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Internal Operating Support Packet 013: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Open the source packet contract for `mb-internal-operating-support-013`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-internal-operating-support-013/index.html,no
mb-internal-operating-support-014,Internal Operating Support Packet 014,Internal Operating Support Packet 014,master-bundle artifact / archive router,source governance or packet-routing system,source governance build,"packet registry, routing table, and promotion decision board","A reviewer can see source identity, authority, route, output impact, and next build decision.","A source or packet system with inventory, provenance, authority status, routing logic, claim ceiling, promotion rule, and reconciliation tests.","A promotion-ready source packet for Internal Operating Support Packet 014: inventory, authority classification, routing rule, claim ceiling, and reconciliation report.",item registry | authority classifier | route selector | promotion decision,6,3,6 source-application rows; 3 active passage contracts; 0 unlocated source candidates.,"Complete 3 close-read contract(s), update 9 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.","claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | promotion test: item cannot advance without identity, authority, route, and next action","Reconcile register against files; verify authority classification, routing decision, duplicate/supersession handling, and citation boundary.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Open the source packet contract for `mb-internal-operating-support-014`, reconcile source inventory, and render the promotion decision.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-internal-operating-support-014/index.html,no
