capture_id,fixture_id,project_id,product_name,object_family,capture_type,capture_status,fully_operational_after_capture,blocking_items_remaining,claim_boundary_after_capture,capture_hash,capture_href
NOCAP-AE13A88DDCDD,NOF-DBD31625D5FE,mb-internal-operating-support-015,Internal Operating Support Packet 015,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",6031e655882009739142df5680d2b94521db5fa3d0ef85914e248b8aed71f9f7,capture_packets/mb-internal-operating-support-015/index.html
NOCAP-AE7807DAFE1F,NOF-31283186934C,mb-internal-operating-support-016,Internal Operating Support Packet 016,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",4e404fcccc04db4cac62d9257b5a1f79e35cfaf31cccc375c69fb560cce8d61b,capture_packets/mb-internal-operating-support-016/index.html
NOCAP-40CCBFA2E867,NOF-D994F58E0066,mb-internal-operating-support-019,Internal Operating Support Packet 019,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",e2b78edfb531346903ab0d5ae582ffb5b8410ebb3513c136d81188708fdf4088,capture_packets/mb-internal-operating-support-019/index.html
NOCAP-B4856C7D34E7,NOF-5733465C93C1,mb-internal-operating-support-020,Internal Operating Support Packet 020,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",5c0c79d864e2bf15f072931d502427f5183d7dce7b2b6b13c015227ee29eab37,capture_packets/mb-internal-operating-support-020/index.html
NOCAP-54C775B7A54E,NOF-738E4D9197CD,mb-internal-operating-support-023,Internal Operating Support Packet 023,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",18deb4239226eb3d275ad6ea77c8e96fc606f085e9373094d7053bd1af192c61,capture_packets/mb-internal-operating-support-023/index.html
NOCAP-A62BB2CF21A9,NOF-2AC387720614,mb-internal-operating-support-024,Internal Operating Support Packet 024,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",ecaab1963a84c048de8b28fad68dc98de7baba802d05bbc982f533ebea242dca,capture_packets/mb-internal-operating-support-024/index.html
NOCAP-7124FBE16002,NOF-6BCB4E4AB461,mb-internal-operating-support-027,Internal Operating Support Packet 027,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",68f2a515cef19382afea803eb77f5ccd24381e1b6364605900d44b19e19d452f,capture_packets/mb-internal-operating-support-027/index.html
NOCAP-D5EDCB19666C,NOF-F50972B8D2A7,mb-internal-operating-support-028,Internal Operating Support Packet 028,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",4e3b8a20e2d2d09070da99b9c5718d1b4e2217bc11150f1748e7d55f31740c44,capture_packets/mb-internal-operating-support-028/index.html
NOCAP-847E8C323D34,NOF-A1B0C87F66ED,mb-internal-operating-support-031,Internal Operating Support Packet 031,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",945634aa30023a243cb92de18661191bee86af1fa8378711a055e84bcde82fae,capture_packets/mb-internal-operating-support-031/index.html
NOCAP-7CA54DC215C6,NOF-9EBD34E65119,mb-internal-operating-support-032,Internal Operating Support Packet 032,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",0fce56e34da2737346c814db14299f96f81d7a0cd1882f54cb9e273ae1be5c17,capture_packets/mb-internal-operating-support-032/index.html
NOCAP-C18C774473B7,NOF-66ADC384B8D3,mb-internal-operating-support-035,Internal Operating Support Packet 035,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",556499d2acbcbe05ee4aa505b5fa0c4beedb2c1d00e0d4ba4bfff5b874352f55,capture_packets/mb-internal-operating-support-035/index.html
NOCAP-757A2584AE8C,NOF-E7FA9D487C2E,mb-internal-operating-support-036,Internal Operating Support Packet 036,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",2e1897f3a131ff110e46d1d3049afcaf91400ad2f6c511111ca90bd918506e7f,capture_packets/mb-internal-operating-support-036/index.html
NOCAP-C785847F30EC,NOF-7AE41E9EFD53,mb-sophisticated-expression-lexicon-handoff,"50-entry curated arsenal (of planned 1,000)",source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",c2b95a96d19f987b5f47248d2b79ef44cda50a006950666608d791e9ffb12d7e,capture_packets/mb-sophisticated-expression-lexicon-handoff/index.html
NOCAP-3EFFE53DF5D9,NOF-32F51C938371,mb-ic-analyst-portfolio-handoff-pass1,IC analyst portfolio build kit; skill taxonomy S01-S26,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",a256b8b6f6a6cf5390b2a224df9e068465817bae4b62a8ddcc2ab7b7ec9faec9,capture_packets/mb-ic-analyst-portfolio-handoff-pass1/index.html
NOCAP-3E9009BBF5EE,NOF-46D1E8ACE053,mb-individual-democratic-dialectic-final-handoff-done,IDDD Bibliographic Inventory,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",5a9c7b008b9094fd57e764decf7f8ae218550851687e8ca86a989000b7d745b8,capture_packets/mb-individual-democratic-dialectic-final-handoff-done/index.html
NOCAP-AC69AAF85ACA,NOF-67095A73B91E,mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",7f6f2b8eb8b570cc06ef3e2fb9be14fdd532683983337ec79eeb86d089c59e0e,capture_packets/mb-ukraine-handoff-packet/index.html
NOCAP-16E9B5A11C7C,NOF-71275A8E2587,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",87a3a485df215a8e662b7968212e5455448bc04084898903feca1992acb60058,capture_packets/mb-briefingforgeroom-handoff-pass4-done/index.html
NOCAP-D00C7E8798B9,NOF-293A81D956B4,mb-comparative-genocide-systems-lab-handoff-v1-0,Comparative Genocide Systems Lab,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",f3737c4a5d626995051d6ba1bb197063a8f94605933883da759ef07ce1e9d084,capture_packets/mb-comparative-genocide-systems-lab-handoff-v1-0/index.html
NOCAP-6D010633284F,NOF-56276E4A0755,mb-comparative-rhetoric-final,Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total),source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",ba0c8a71dfc582376d5c79b743dad1548497710985e7f877b0c4c6d26330d855,capture_packets/mb-comparative-rhetoric-final/index.html
NOCAP-DA5C8BD66D0F,NOF-FCB6F61C7481,mb-fractal-keep-handoff-v1,Fractal Keep,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",c1b96ade9ecaa8433e243e7401c3f4173f7ffebe3f7447f98edd4f5590501eac,capture_packets/mb-fractal-keep-handoff-v1/index.html
NOCAP-D5214E7BF3BF,NOF-1BE141E372B5,mb-internal-operating-support-001,Internal Operating Support Packet 001,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",1df086cab085a63cf09580cdd414d3c65ca449f7a90a6eb4c76504f526f5256f,capture_packets/mb-internal-operating-support-001/index.html
NOCAP-61868423AB9D,NOF-957D81AF9514,mb-internal-operating-support-002,Internal Operating Support Packet 002,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",282a336cfea08957b5cdd2fc9bd76901962adfce110dffba0add88c25a5f5d99,capture_packets/mb-internal-operating-support-002/index.html
NOCAP-1EFC42863051,NOF-ABEFDD24093A,mb-internal-operating-support-005,Internal Operating Support Packet 005,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",9f62f562ae662ba02df7bdd0942ee2ffeae7271c252af2a4d6131e147510c2e5,capture_packets/mb-internal-operating-support-005/index.html
NOCAP-1827FCA2B17C,NOF-15EDC9ADFBDF,mb-internal-operating-support-006,Internal Operating Support Packet 006,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",178947331c24234a55e412b87a2c633441399abb3a002101a9a3202e16c9952e,capture_packets/mb-internal-operating-support-006/index.html
NOCAP-5FFEBDE74C06,NOF-A2CC8E566660,mb-internal-operating-support-009,Internal Operating Support Packet 009,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",538aefdeb557e90e5368aa01231746c3687053c600a082b9ba2b85f15272dc4c,capture_packets/mb-internal-operating-support-009/index.html
NOCAP-EFDCCE1C067D,NOF-B864DD92F03A,mb-internal-operating-support-010,Internal Operating Support Packet 010,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",296691dd5df5ae203dd61648fd570609e1eb0dd982bc9bb80b1c9d3468faa5cc,capture_packets/mb-internal-operating-support-010/index.html
NOCAP-3A01B6F5A3E9,NOF-C7D494CE5B65,mb-internal-operating-support-013,Internal Operating Support Packet 013,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",a3fe46a4b3b9e31308bb50a96ace3e563d62c55f965496a8c6558a22f09001a6,capture_packets/mb-internal-operating-support-013/index.html
NOCAP-284939C24991,NOF-5CBEDD08174C,mb-internal-operating-support-014,Internal Operating Support Packet 014,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",d2f349d3bbc8fc34bc5fc9630dfe96b039e78d9557ee4a88f2e36a34bbe70bc9,capture_packets/mb-internal-operating-support-014/index.html
NOCAP-691CEBF47C88,NOF-3CE1E690653E,mb-internal-operating-support-017,Internal Operating Support Packet 017,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",4ef632a1c7cff387cf6d11865328e1627a9af500d495bfd21e6a502a219bfe73,capture_packets/mb-internal-operating-support-017/index.html
NOCAP-3938BE9FCE5C,NOF-9CF227775883,mb-internal-operating-support-018,Internal Operating Support Packet 018,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",e9bc641cb62836ecf68ecf84a2fa34992e0622cd000a762b43c401fde7711376,capture_packets/mb-internal-operating-support-018/index.html
NOCAP-EE348E5E5E33,NOF-E79E5ED0BFC7,mb-internal-operating-support-021,Internal Operating Support Packet 021,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",e1a291f54325780bf0f48b7a53d14d91f811d49d692abeadb8d7e2a548d3c00c,capture_packets/mb-internal-operating-support-021/index.html
NOCAP-7ED5931529FA,NOF-E08D5838F8C6,mb-internal-operating-support-022,Internal Operating Support Packet 022,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",21ccaf60c8b183797c08fc24e09a59160c0d1c1e8e09b8d3b0d6970a0c76bd7f,capture_packets/mb-internal-operating-support-022/index.html
NOCAP-272394092868,NOF-392478563DEC,mb-internal-operating-support-025,Internal Operating Support Packet 025,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",5758f201817963139786adb237d7c6f1809e6ac9a3ffbc9bb584ebd3d5e46803,capture_packets/mb-internal-operating-support-025/index.html
NOCAP-388FAB06EF84,NOF-C24E3D008E83,mb-internal-operating-support-026,Internal Operating Support Packet 026,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",e3e4fcea0ebb654ff737c45fb5cccdadfe5e80661c8804918012265362be1483,capture_packets/mb-internal-operating-support-026/index.html
NOCAP-82CB1BF2FB39,NOF-6ECA4FD6288B,mb-internal-operating-support-029,Internal Operating Support Packet 029,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",171bd371e5626accdde74eb61f730fbadf3301590c7cd929ea7a7b774d827a1f,capture_packets/mb-internal-operating-support-029/index.html
NOCAP-102A16E8FB43,NOF-99A4CB09B06F,mb-internal-operating-support-030,Internal Operating Support Packet 030,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",002ddb8fa170ee1ed5d3667e1a29deaeaaf78dd8d343eb5b56616e7b36428562,capture_packets/mb-internal-operating-support-030/index.html
NOCAP-737234256579,NOF-FE562DD32C3C,mb-internal-operating-support-033,Internal Operating Support Packet 033,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",1245b9d20f336154f607e99b6a6185b33fe42590989fb3290c174e08290fde9b,capture_packets/mb-internal-operating-support-033/index.html
NOCAP-065C43582A4C,NOF-41092B378A8E,mb-internal-operating-support-034,Internal Operating Support Packet 034,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",06f8b0408f984b0f108d309d7ca63dba4864ffd80feb9f4fb27e195cde0d0188,capture_packets/mb-internal-operating-support-034/index.html
NOCAP-CD2FF7C8C296,NOF-EBBEB109814D,mb-redteamlab-proper-handoff-package-2026-04-14,Earliest pack; high-standard 3-column delta map,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",b1b04f803ee00a9033879d9b577082ceb6d68be28e2ddee80495ed801b626f5f,capture_packets/mb-redteamlab-proper-handoff-package-2026-04-14/index.html
NOCAP-07A200D80B25,NOF-0810176EB7B6,mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),manuscript/publication,deterministic_package_capture,package_capture_completed_editorial_review_pending,no,"The package can capture argument and revision structure, but manuscript quality still requires close editorial execution.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",04df44558e15b4b54bdd6e960c21a160b2e9d0e3186d21bd3b052b66748dae2e,capture_packets/mb-rfp-handoff-ch01-02-done/index.html
NOCAP-F2AC69E4EF29,NOF-A89B4D74E34D,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",39877dc8277b13a8126f2d14227523e98357758c1ef02c1cbba08c6cc454b9e9,capture_packets/mb-wargaming-handoff-pass1/index.html
NOCAP-3E18E473902C,NOF-D1A0C091C69E,native-applied-history-lab,Applied History Lab,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",cbec02793c1c3c39edba0070b869de7ae6c800e2e345a825a6ae8a5d9bc39216,capture_packets/native-applied-history-lab/index.html
NOCAP-9529CE34DEB6,NOF-1A1391EE95C1,native-emt,Emergency Triage Simulator,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",7a0599d5380b7e02bc99cc4d1c3e0a348bb6443f4044d4437c33faede5047928,capture_packets/native-emt/index.html
NOCAP-4A6E18FBEADF,NOF-057AF5C755FA,native-habitat,Volunteer Build-Day Coordination,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",f68ed0369627dea73f62da0aa886b4ec7249db9de36bbaf4a7157e2719e6d4d9,capture_packets/native-habitat/index.html
NOCAP-DA2655C24D8F,NOF-4C1B73B876DE,native-master-bundle-pages,Master Bundle Pages,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",eabda87debf08ffc63fe121a76ae26f6051ce71804329a7039a343a3937a198e,capture_packets/native-master-bundle-pages/index.html
NOCAP-3848C13906C1,NOF-1C90BCDE8039,native-pharm,Vaccine Distribution Planner,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",e6c79b9fd5ebd2911086af15cde36025f27ab060aa9a055f0c9ad0f3387b0996,capture_packets/native-pharm/index.html
NOCAP-9919DCE5CCFD,NOF-DD44C5F3BAB5,native-respite,Recovery Respite Facility Operations,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",9ff01948c312bda6eeadb2ce61c688789945f8a7cee7f00ae7c18d585536edab,capture_packets/native-respite/index.html
NOCAP-E53F5243A63F,NOF-E97EFF37D855,native-uscri,Refugee Resettlement Resource Allocation,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",ac6fb876b515520fe22585568d8dfb270c33c1d7267fac9ac23bf77cceea2f93,capture_packets/native-uscri/index.html
NOCAP-7D3BCA544F47,NOF-7FF80F1D65FB,red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,source/archive governance,deterministic_package_capture,package_capture_completed_source_verification_pending,no,"The package can capture identity, authority, route, and claim-ceiling logic, but source quotations and external validation still require human review.","May claim a package-level first capture exists. May not claim production deployment, external validation, or full operational standing.",5660808b6e673d74cf5d2020c8d9e1238502058203de198d636425fcb14676d0,capture_packets/red-team-lab/index.html
