implementation_id,project_id,engine_id,instrument_id,instrument_name,operation_type,operation_description,falsifier,implementation_sha256
native-aisatvis-instrument-03-implementation,native-aisatvis,native-aisatvis-room-engine,native-aisatvis-instrument-03,claim boundary,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",25319879f8d29048f4edc79279576fb2a0d254ca340edfb55f442a9178405f28
native-aisatvis-instrument-04-implementation,native-aisatvis,native-aisatvis-room-engine,native-aisatvis-instrument-04,close-read queue,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",90c1036bc12d4b6efed6ca5bafdb257d6e013ee50d641f4793251cdf9196568e
native-amfp-instrument-01-implementation,native-amfp,native-amfp-room-engine,native-amfp-instrument-01,input fixture,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",cd32707f9af86622fb128b6a7a84201f162962d914ff3b6ca242c409954e92b0
native-amfp-instrument-02-implementation,native-amfp,native-amfp-room-engine,native-amfp-instrument-02,operation trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",d016452fd4396a2b9d601cdf3944f72502814eed3f1c60a9c7a9b042c5f392a4
native-amfp-instrument-03-implementation,native-amfp,native-amfp-room-engine,native-amfp-instrument-03,output artifact,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",6de3c8b889bd73f2742eef39f09a35e2fc85bdbe432c006ab03ea76c3cd4ff5e
native-amfp-instrument-04-implementation,native-amfp,native-amfp-room-engine,native-amfp-instrument-04,review gate,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",ab327eafe2d23f875d5b3f802fe2c005aa09f9183fc6cd9b98d7f8f264cc3aa1
native-capstone-defense-instrument-01-implementation,native-capstone-defense,native-capstone-defense-room-engine,native-capstone-defense-instrument-01,source registry,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",356e3d75fc4cbaf1b9cd1d98610858ee14980b789cfd036c8ef02b00f42d4c98
native-capstone-defense-instrument-02-implementation,native-capstone-defense,native-capstone-defense-room-engine,native-capstone-defense-instrument-02,output mapping,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",bad0c2cab569e857803d1ed94880b267080a9a6dc84e6b3ca2f385e09cfee980
native-capstone-defense-instrument-03-implementation,native-capstone-defense,native-capstone-defense-room-engine,native-capstone-defense-instrument-03,claim boundary,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",75c041e3f36d0efc86820682dc5cd631df7905e4edd4a8253231ee3f61680c46
native-capstone-defense-instrument-04-implementation,native-capstone-defense,native-capstone-defense-room-engine,native-capstone-defense-instrument-04,close-read queue,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0f2c00789ff8511a2947ca24a09b2fbef0521bae544307cbd05927d4720fd1a4
native-capstone-defense-noland-instrument-01-implementation,native-capstone-defense-noland,native-capstone-defense-noland-room-engine,native-capstone-defense-noland-instrument-01,source registry,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",8d654a2f06041bb15d8e87dedd163d9bb612be328407caec99544e9621a840a9
native-capstone-defense-noland-instrument-02-implementation,native-capstone-defense-noland,native-capstone-defense-noland-room-engine,native-capstone-defense-noland-instrument-02,output mapping,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",89c1ee60dda107ff50f1954a838aa22973da601de58ed1fdeeee79d1dcb6cd45
native-capstone-defense-noland-instrument-03-implementation,native-capstone-defense-noland,native-capstone-defense-noland-room-engine,native-capstone-defense-noland-instrument-03,claim boundary,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",7ce78fdc4b4d876149809c26c35d4f8807cf910754403332012ed49a9089e64d
native-capstone-defense-noland-instrument-04-implementation,native-capstone-defense-noland,native-capstone-defense-noland-room-engine,native-capstone-defense-noland-instrument-04,close-read queue,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",6d02e813ad3b4031bec53b7572035ee1292be170e95ad2d93401bd5c16116fc0
native-trilogy-showcase-instrument-01-implementation,native-trilogy-showcase,native-trilogy-showcase-room-engine,native-trilogy-showcase-instrument-01,chapter registry,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",4213c3b5ed61abe0a141ff7560351b261ef9655893688637eb29587f2e7a5c3e
native-trilogy-showcase-instrument-02-implementation,native-trilogy-showcase,native-trilogy-showcase-room-engine,native-trilogy-showcase-instrument-02,argument backbone,scenario_replay,"Run a fixture or scenario through the room logic and preserve input, operation, output, and failure surface.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",d5dd3ee71a193f210f253d32e5ec786c9477ea405f95d6571232b003c0d5cebc
native-trilogy-showcase-instrument-03-implementation,native-trilogy-showcase,native-trilogy-showcase-room-engine,native-trilogy-showcase-instrument-03,visual/title gate,scenario_replay,"Run a fixture or scenario through the room logic and preserve input, operation, output, and failure surface.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",59c3d8588bc8853f5dd05ec7bb067b3d30cf712e73a9fc1a5a02679ef2b41be6
native-trilogy-showcase-instrument-04-implementation,native-trilogy-showcase,native-trilogy-showcase-room-engine,native-trilogy-showcase-instrument-04,handoff,scenario_replay,"Run a fixture or scenario through the room logic and preserve input, operation, output, and failure surface.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",99a60cbce10e108c0aecd9ec4cd9dbab8f481528284e6b90cb62a36be5d5edec
native-trilogy-showcase-atlas-instrument-01-implementation,native-trilogy-showcase-atlas,native-trilogy-showcase-atlas-room-engine,native-trilogy-showcase-atlas-instrument-01,chapter registry,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",9fe96432ee2d98af1429130175656d2ae8d8a171dbbebdae832f21a8e30a3ac8
native-trilogy-showcase-atlas-instrument-02-implementation,native-trilogy-showcase-atlas,native-trilogy-showcase-atlas-room-engine,native-trilogy-showcase-atlas-instrument-02,argument backbone,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",61348c2dc317a36ebc40dac8b48928d014a8eb025dcf6ee1ae3b47b52db7004b
native-trilogy-showcase-atlas-instrument-03-implementation,native-trilogy-showcase-atlas,native-trilogy-showcase-atlas-room-engine,native-trilogy-showcase-atlas-instrument-03,visual/title gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0953549e378c3aa22b76c06edfbb1eccd4bddda644ec4bcf43af087a14f05b7f
native-trilogy-showcase-atlas-instrument-04-implementation,native-trilogy-showcase-atlas,native-trilogy-showcase-atlas-room-engine,native-trilogy-showcase-atlas-instrument-04,handoff,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",36af0af54361b9d265181b1607d0d67ec91f834794101b0db8f5ffe6fd6b3c9d
reflexive-control-chamber-instrument-01-implementation,reflexive-control-chamber,reflexive-control-chamber-room-engine,reflexive-control-chamber-instrument-01,source registry,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",22bb852b3bb43ab959fc1fcccbb834fb66d443729fef657095f34d9bed24a8e8
reflexive-control-chamber-instrument-02-implementation,reflexive-control-chamber,reflexive-control-chamber-room-engine,reflexive-control-chamber-instrument-02,output mapping,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",fc0feb05c9043eba50f462a59cd604e945cc7f0485c04e6b82ce9cc583b156ce
reflexive-control-chamber-instrument-03-implementation,reflexive-control-chamber,reflexive-control-chamber-room-engine,reflexive-control-chamber-instrument-03,claim boundary,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",b884a2d07127d227a2fbca585e3a03ba6da527d72b272f889de78e872aa95668
reflexive-control-chamber-instrument-04-implementation,reflexive-control-chamber,reflexive-control-chamber-room-engine,reflexive-control-chamber-instrument-04,close-read queue,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",388db5343a02fb5ac430e3bf2e3f13a44d5dd62b49e7997e0a8935bcbf30dd27
row11-instrument-01-implementation,row11,row11-room-engine,row11-instrument-01,fixture registry,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",207d353cd343dbc6875f6e28b18a1f4962fe8cf69e699633f3284eac294b86bc
row11-instrument-02-implementation,row11,row11-room-engine,row11-instrument-02,retrieval trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",bfa2ec16f55bc4b6a4c8d5df477601ce5d4420e7a1191e7d9513ca565c4f1c22
row11-instrument-03-implementation,row11,row11-room-engine,row11-instrument-03,answer comparator,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",f55fb0b6b13b1d7c47f68e7e1069c4cb1d6fb85f01e6393d8904fe130a3b0c3d
row11-instrument-04-implementation,row11,row11-room-engine,row11-instrument-04,defense decision,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",f3667bf2962b1189d610b244c6b37e3ff57c3d6cf2cc0e466154d88b2a9853f7
row14-instrument-01-implementation,row14,row14-room-engine,row14-instrument-01,fixture registry,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",f0034eb5ddda6ea61c5f093a1fb89253e87a69696ca350d0cf4475486f354ad8
row14-instrument-02-implementation,row14,row14-room-engine,row14-instrument-02,retrieval trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",bf96ff1902c16ea2f722f1e528be1dba00c77b3030c909b62c6b817883446fdf
row14-instrument-03-implementation,row14,row14-room-engine,row14-instrument-03,answer comparator,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",b854d8e933d11579a447d8e3a31d3b742f15bb24ca6e1de98ed16b4c3eb4eac2
row14-instrument-04-implementation,row14,row14-room-engine,row14-instrument-04,defense decision,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",de03863670d4d92bb3e30aa934409546b923ef9911c47b098fe6d4624a8621f6
row2-instrument-01-implementation,row2,row2-room-engine,row2-instrument-01,input fixture,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",a2537e1f3489e9299ccdca49ec91b973e6ce13e8e7aed98d544e47e46d1afdd8
row2-instrument-02-implementation,row2,row2-room-engine,row2-instrument-02,operation trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c0f5ae9b614c9573a7221b04d358cc73751924f0e775f1a073ef09b089e6347e
row2-instrument-03-implementation,row2,row2-room-engine,row2-instrument-03,output artifact,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",2beb4f382ee7893eeb3645c882703d7266ae409694cc2ff9cb75e234604d611f
row2-instrument-04-implementation,row2,row2-room-engine,row2-instrument-04,review gate,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",18711a7eddc8d59f4a0d51b04f581a6e9e671fe079d8ba25ab7f53bb3637fb94
structured-analysis-toolkit-instrument-01-implementation,structured-analysis-toolkit,structured-analysis-toolkit-room-engine,structured-analysis-toolkit-instrument-01,fixture registry,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",e0df35883bcf12ee0812890343c0bdef811bb35d18da5816e215c107ae2c238d
structured-analysis-toolkit-instrument-02-implementation,structured-analysis-toolkit,structured-analysis-toolkit-room-engine,structured-analysis-toolkit-instrument-02,retrieval trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",00e7aafa1f19e502172e8913d2e3a6daca4c2d4d1deb8440d8eab03d7ee6ca73
structured-analysis-toolkit-instrument-03-implementation,structured-analysis-toolkit,structured-analysis-toolkit-room-engine,structured-analysis-toolkit-instrument-03,answer comparator,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",6df119134fbdf2fe6ae876ec657fc62ffe93322fff7cb444dc20a87d8c631f09
structured-analysis-toolkit-instrument-04-implementation,structured-analysis-toolkit,structured-analysis-toolkit-room-engine,structured-analysis-toolkit-instrument-04,defense decision,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",d3e0caf1b8332371abbfcbbcdadb0c9c5bafa9f2223c14173b0656247c4f5ad2
mb-ci-handoff-package-instrument-01-implementation,mb-ci-handoff-package,mb-ci-handoff-package-room-engine,mb-ci-handoff-package-instrument-01,item registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",5ff3e451a8373d19b3a16246ee1655fc2df1da02237ac4ef1085d8d76670eb27
mb-ci-handoff-package-instrument-02-implementation,mb-ci-handoff-package,mb-ci-handoff-package-room-engine,mb-ci-handoff-package-instrument-02,authority classifier,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",81b8d016f9dbc28a12be5a83daf0adce610608fdc998af0535545e32284f73e3
mb-ci-handoff-package-instrument-03-implementation,mb-ci-handoff-package,mb-ci-handoff-package-room-engine,mb-ci-handoff-package-instrument-03,route selector,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",dbdd0ba094d403a8026e3b821e100b24b9ad87d8c3e623dafbe4180db2e672cc
mb-ci-handoff-package-instrument-04-implementation,mb-ci-handoff-package,mb-ci-handoff-package-room-engine,mb-ci-handoff-package-instrument-04,promotion decision,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",1cf40eac083d6eb49e7ab4806c467742b0fcaaacbd8f900227256120c2efdb8c
mb-cognitive-firewalls-foundry-handoff-v1-instrument-01-implementation,mb-cognitive-firewalls-foundry-handoff-v1,mb-cognitive-firewalls-foundry-handoff-v1-room-engine,mb-cognitive-firewalls-foundry-handoff-v1-instrument-01,item registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",27d467164cd13f8f8a349329753946567ac4289622647cfd5c8a4f80d6051af5
mb-cognitive-firewalls-foundry-handoff-v1-instrument-02-implementation,mb-cognitive-firewalls-foundry-handoff-v1,mb-cognitive-firewalls-foundry-handoff-v1-room-engine,mb-cognitive-firewalls-foundry-handoff-v1-instrument-02,authority classifier,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",291e85cc1b7efb45da7a5d49ab8e07a28551f39ec7514670cae83979e5078468
mb-cognitive-firewalls-foundry-handoff-v1-instrument-03-implementation,mb-cognitive-firewalls-foundry-handoff-v1,mb-cognitive-firewalls-foundry-handoff-v1-room-engine,mb-cognitive-firewalls-foundry-handoff-v1-instrument-03,route selector,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",4c68d1cc3bd02fd95871d9eed6433b08efce2bdc565e88184cd589421f1fc981
mb-cognitive-firewalls-foundry-handoff-v1-instrument-04-implementation,mb-cognitive-firewalls-foundry-handoff-v1,mb-cognitive-firewalls-foundry-handoff-v1-room-engine,mb-cognitive-firewalls-foundry-handoff-v1-instrument-04,promotion decision,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0064b284c276788d70a22fa04d2c8deeeed9fdd30ca823c3d5b7ee9a0004584e
mb-dialectic-engine-room-pass1-handoff-instrument-01-implementation,mb-dialectic-engine-room-pass1-handoff,mb-dialectic-engine-room-pass1-handoff-room-engine,mb-dialectic-engine-room-pass1-handoff-instrument-01,item registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",5dd91a50fdc9e4863f51b4d3942c86f7db39bc1a830418ab09757047ed10398b
mb-dialectic-engine-room-pass1-handoff-instrument-02-implementation,mb-dialectic-engine-room-pass1-handoff,mb-dialectic-engine-room-pass1-handoff-room-engine,mb-dialectic-engine-room-pass1-handoff-instrument-02,authority classifier,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",3640e44486d81e3ef4d31b0bcfcf7b20017372132ae2863965414f232a7f0819
mb-dialectic-engine-room-pass1-handoff-instrument-03-implementation,mb-dialectic-engine-room-pass1-handoff,mb-dialectic-engine-room-pass1-handoff-room-engine,mb-dialectic-engine-room-pass1-handoff-instrument-03,route selector,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c8c1508035d2ee691e30b62603f691710ccfbc09fec84a6a64a8843e294f43a8
mb-dialectic-engine-room-pass1-handoff-instrument-04-implementation,mb-dialectic-engine-room-pass1-handoff,mb-dialectic-engine-room-pass1-handoff-room-engine,mb-dialectic-engine-room-pass1-handoff-instrument-04,promotion decision,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",899af6c2c57878c99044e1d396d9cea4782f02cfa13506a4698a98ccad61333f
mb-georgetown-technique-registry-master-50-bundle-instrument-01-implementation,mb-georgetown-technique-registry-master-50-bundle,mb-georgetown-technique-registry-master-50-bundle-room-engine,mb-georgetown-technique-registry-master-50-bundle-instrument-01,item registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",3edc123f27a36088626ffcb071457c84380084822766e287485d82cc5073e13e
mb-georgetown-technique-registry-master-50-bundle-instrument-02-implementation,mb-georgetown-technique-registry-master-50-bundle,mb-georgetown-technique-registry-master-50-bundle-room-engine,mb-georgetown-technique-registry-master-50-bundle-instrument-02,authority classifier,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",16a186b6f24e5dec09be1d49ff98f8f1ee04104adfcfb7654c246c4641702d3d
mb-georgetown-technique-registry-master-50-bundle-instrument-03-implementation,mb-georgetown-technique-registry-master-50-bundle,mb-georgetown-technique-registry-master-50-bundle-room-engine,mb-georgetown-technique-registry-master-50-bundle-instrument-03,route selector,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",fa763e0371d23104066dc703e13a348cd785175821a33b755bfffb4b37d7e28c
mb-georgetown-technique-registry-master-50-bundle-instrument-04-implementation,mb-georgetown-technique-registry-master-50-bundle,mb-georgetown-technique-registry-master-50-bundle-room-engine,mb-georgetown-technique-registry-master-50-bundle-instrument-04,promotion decision,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",2314adb7321e797a6f6fa18beb7876eada24f1c95902abad5eea7fceaeff3b09
mb-narrative-furnace-handoff-pack-2026-04-14-instrument-01-implementation,mb-narrative-furnace-handoff-pack-2026-04-14,mb-narrative-furnace-handoff-pack-2026-04-14-room-engine,mb-narrative-furnace-handoff-pack-2026-04-14-instrument-01,item registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",88aab6491006421d1f7f24eaf21fb7c2954e59c9beaa8bee4b204d6cc4480c33
mb-narrative-furnace-handoff-pack-2026-04-14-instrument-02-implementation,mb-narrative-furnace-handoff-pack-2026-04-14,mb-narrative-furnace-handoff-pack-2026-04-14-room-engine,mb-narrative-furnace-handoff-pack-2026-04-14-instrument-02,authority classifier,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",866a10f2102faedb61ed2fc65736c7fcf3e0f37aca563def5d4c4c441db805a9
mb-narrative-furnace-handoff-pack-2026-04-14-instrument-03-implementation,mb-narrative-furnace-handoff-pack-2026-04-14,mb-narrative-furnace-handoff-pack-2026-04-14-room-engine,mb-narrative-furnace-handoff-pack-2026-04-14-instrument-03,route selector,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",5d673bfa658c305933ff362c79c85f7aa38f525e6f03ab37b4b57270e67dc557
mb-narrative-furnace-handoff-pack-2026-04-14-instrument-04-implementation,mb-narrative-furnace-handoff-pack-2026-04-14,mb-narrative-furnace-handoff-pack-2026-04-14-room-engine,mb-narrative-furnace-handoff-pack-2026-04-14-instrument-04,promotion decision,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",39837bcae5b37dd1e3a88a07278fe2b222263625ca352c649803ea3d9730ca44
native-russia-security-desk-instrument-01-implementation,native-russia-security-desk,native-russia-security-desk-room-engine,native-russia-security-desk-instrument-01,state model,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",65ba25dae5623a67ddb8cbd203be790ad0b37e643e6cf9ae0d71fc697edfadb7
native-russia-security-desk-instrument-02-implementation,native-russia-security-desk,native-russia-security-desk-room-engine,native-russia-security-desk-instrument-02,instrument action,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",8153e165ac08342bd8ba46527027aeb61d0c85e73b05bff41961473d4a429a4a
native-russia-security-desk-instrument-03-implementation,native-russia-security-desk,native-russia-security-desk-room-engine,native-russia-security-desk-instrument-03,before/after trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",7824fe1c36cb65bc3d83ca7887b22473f3b1f60fadf2a871db931bedab56bcaa
native-russia-security-desk-instrument-04-implementation,native-russia-security-desk,native-russia-security-desk-room-engine,native-russia-security-desk-instrument-04,export gate,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",83381b1e2244162912823c3cd3ba28a1049f4b4632e96700d5bbfef576cf1bca
bias-atlas-instrument-01-implementation,bias-atlas,bias-atlas-room-engine,bias-atlas-instrument-01,source registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0e38538d47db49c000210d7e5c8a5337d14d6702e3dc73c2e47595a9bc6cde16
bias-atlas-instrument-02-implementation,bias-atlas,bias-atlas-room-engine,bias-atlas-instrument-02,output mapping,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",1aeeca059df23d9ed0104e041b4cf50049366d9ce1a8dc66bde97ef440858027
