project_id,product_name,project_class,final_object_type,owner_lane,closure_lane,production_state,production_complete,public_proof_surface_operational,harness_executes,regression_case_count,residual_required_slots,residual_present_slots,residual_missing_slots,residual_missing_files,blocking_gate_count,blocking_gates,blocking_gate_names,exclusion_reason,next_production_action
native-east-asia,East Asian War and Strategic Tradition,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-emt,Emergency Triage Simulator,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-etanalysis,Emerging Technology Analysis,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-fwanalysis,Foreign Warning Analysis,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-habitat,Volunteer Build-Day Coordination,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-hsanalysis,Homeland Security Analysis,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-icanalysis,Intelligence Community Analysis,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-london,Colonial Archive Explorer,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-master-bundle-pages,Master Bundle Pages,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-mideast,Ottoman Palestine and Early Zionism,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-mongol,Mongol Empire Military Systems,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-peace,Track II Diplomacy and Peacebuilding,portfolio_project,portfolio room or research surface,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-pharm,Vaccine Distribution Planner,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-psanalysis,Political Strategy Analysis,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-respite,Recovery Respite Facility Operations,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-russia,Russia,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-russia-history-room,Russia Historical Context Room,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-russia-security-desk,Russia Security Desk,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
native-trilogy-showcase,Book Trilogy Showcase,manuscript_or_publication,manuscript or editorial governance system,active_non_overlap,manuscript_editorial_completion,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-trilogy-showcase-atlas,Book Trilogy Atlas,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,manuscript_editorial_completion,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-uscri,Refugee Resettlement Resource Allocation,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-war-theory,War Theory and Strategic Culture,portfolio_project,portfolio room or research surface,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-wargaming,Alliance Crisis Wargaming,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-western,Western Political Thought and the Ideal State,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,portfolio_project,research project or professional workbench,active_non_overlap,publication_readiness_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,software_or_instrument,retrieval or evidence-evaluation platform,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
russia-desk,Russia Source-To-Judgment Desk,portfolio_project,regional analytic workstation,active_non_overlap,runtime_deployment_validation,proof_surface_operational_evidence_incomplete,no,yes,yes,3,4,3,1,hosted_deployment_smoke.json,2,G8; G10,Deployment or reproducibility smoke; No unresolved blocking gaps,,"Supply the 1 required residual evidence files for the runtime_deployment_validation lane, then rerun the validator."
trilogy,Book Trilogy Manuscript Governance System,manuscript_or_publication,manuscript governance and chapter-upgrade system,active_non_overlap,manuscript_editorial_completion,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
wargaming,Wargaming - theater-level alliance-crisis wargame workbench,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
algorithmic-active-measures,Algorithmic Active Measures - data poisoning as counterintelligence tradecraft in AI-mediated intelligence analysis,external_owner_track,analytic method or human-AI evaluation module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,CI / CT family,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
analytical-methods,Structured Analytic Technique Studio,external_owner_track,method-composition and evaluation software,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
capstone-orig,Qualitative Capstone - qualitative analysis of analyst response to AI-introduced corruption,external_owner_track,analytic method or human-AI evaluation module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
isc-proposals,Counterintelligence Surveillance Framework - Beyond Surveillance Maximalism: a Smart Surveillance Scaling (S3) proposal,external_owner_track,research project or professional workbench,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,CI / CT family,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-ar-sat-room-handoff-v0-1,AR-SAT Room,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,SAT Studio,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-capstone-handoff-package,Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-ci-career-conversation-handoff-done,Conversation capture with structured JSON handoff,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-ci-handoff-package,32 interdisciplinary frameworks attributed to specific thinkers,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),external_owner_track,analytic method or human-AI evaluation module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-cia-russian-ci-handoff-packet,Credential stack + 90-day plan + Competency Tracker CSV,external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,explicitly excluded by user ownership boundary,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]",external_owner_track,source governance or packet-routing system,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,Capstone family,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-chamber-handoff,Chamber of Refractions,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-chamber-of-record-handoff,Chamber of Record,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-codex-prism-handoff-v1,Codex Prism,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-house-of-light-and-doom-handoff-v1,House of Light and Doom,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-os-annealed-refraction-chamber-handoff-done,Annealed Refraction Chamber,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-os-glass-station-handoff,Glass Station,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-os-handoff-2026,Doctrine Forge Codex,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-os-prism-foundry-handoff,Prism Foundry,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
