project_id,product_name,production_state,closure_lane,gate_id,gate_name,required_evidence,status,next_action
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-room-handoff-v1,Room template v1,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track_hold,external_owner_track,G9,Review or signoff evidence,"A clearly labeled reviewer, owner, advisor, expert, venue, or Codex technical review note records approval, limits, or remaining defects after inspecting the project result.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track_hold,external_owner_track,G10,No unresolved blocking gaps,The production ledger has no missing blocking gate and no residual evidence slot required for promotion.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,external_owner_track_hold,external_owner_track,G2,Reachable build surface,"A page, workbench, instrument, manuscript packet, or hosted route is reachable from the package.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,external_owner_track_hold,external_owner_track,G3,Instrument or workflow executes,"The project can run a representative action, render a result, or expose a completed manuscript/packet workflow.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,external_owner_track_hold,external_owner_track,G4,Non-sample validation,"Evidence includes a non-sample run, live case, external review, or manuscript readiness proof, not only a template/demo.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,external_owner_track_hold,external_owner_track,G5,Source and claim traceability,"Material claims, methods, and source uses are traceable to project files, sources, or reviewer records.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,external_owner_track_hold,external_owner_track,G6,Regression and falsifier checks,"The project has a regression suite, falsifier case, or equivalent challenge condition that prevents easy self-confirmation.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,external_owner_track_hold,external_owner_track,G7,Desktop and mobile evidence,Rendered output is captured on desktop and mobile or the non-web manuscript/software equivalent is documented.,external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,external_owner_track_hold,external_owner_track,G8,Deployment or reproducibility smoke,"The route, packet, script, or local runtime can be opened and its required artifacts can be fetched or reproduced.",external_hold,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
