project_id,project_name,project_kind,runtime_target,instrument_id,instrument_name,purpose,input_contract,operation,output_contract,acceptance_condition,runtime_status,full_underlying_system_complete
native-aiknowledge-prod,AI Knowledge Production,AI assurance / analysis room,"packet registry, routing table, and promotion decision board",native-aiknowledge-prod-instrument-04,close-read queue,Turn the `close-read queue` module into a concrete input-operation-output step for AI Knowledge Production.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the close-read queue step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The close-read queue instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-aiprompt-eng,AI Prompt Engineering,AI assurance / analysis room,"packet registry, routing table, and promotion decision board",native-aiprompt-eng-instrument-01,source registry,Turn the `source registry` module into a concrete input-operation-output step for AI Prompt Engineering.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the source registry step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The source registry instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-aiprompt-eng,AI Prompt Engineering,AI assurance / analysis room,"packet registry, routing table, and promotion decision board",native-aiprompt-eng-instrument-02,output mapping,Turn the `output mapping` module into a concrete input-operation-output step for AI Prompt Engineering.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the output mapping step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The output mapping instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-aiprompt-eng,AI Prompt Engineering,AI assurance / analysis room,"packet registry, routing table, and promotion decision board",native-aiprompt-eng-instrument-03,claim boundary,Turn the `claim boundary` module into a concrete input-operation-output step for AI Prompt Engineering.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the claim boundary step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The claim boundary instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-aiprompt-eng,AI Prompt Engineering,AI assurance / analysis room,"packet registry, routing table, and promotion decision board",native-aiprompt-eng-instrument-04,close-read queue,Turn the `close-read queue` module into a concrete input-operation-output step for AI Prompt Engineering.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the close-read queue step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The close-read queue instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-analyst-assurance-desk,Analyst Assurance Desk,analysis method / workstation,structured public page plus project-specific data packet and proof runner,native-analyst-assurance-desk-instrument-01,baseline answer,Turn the `baseline answer` module into a concrete input-operation-output step for Analyst Assurance Desk.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the baseline answer step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The baseline answer instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-analyst-assurance-desk,Analyst Assurance Desk,analysis method / workstation,structured public page plus project-specific data packet and proof runner,native-analyst-assurance-desk-instrument-02,structured review,Turn the `structured review` module into a concrete input-operation-output step for Analyst Assurance Desk.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the structured review step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The structured review instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-analyst-assurance-desk,Analyst Assurance Desk,analysis method / workstation,structured public page plus project-specific data packet and proof runner,native-analyst-assurance-desk-instrument-03,human delta,Turn the `human delta` module into a concrete input-operation-output step for Analyst Assurance Desk.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the human delta step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The human delta instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-analyst-assurance-desk,Analyst Assurance Desk,analysis method / workstation,structured public page plus project-specific data packet and proof runner,native-analyst-assurance-desk-instrument-04,confidence gate,Turn the `confidence gate` module into a concrete input-operation-output step for Analyst Assurance Desk.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the confidence gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The confidence gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-russia,Russia,research workflow software,local-first web application or desktop module with persistent project state,native-russia-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Russia.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-russia,Russia,research workflow software,local-first web application or desktop module with persistent project state,native-russia-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Russia.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-russia,Russia,research workflow software,local-first web application or desktop module with persistent project state,native-russia-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Russia.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-russia,Russia,research workflow software,local-first web application or desktop module with persistent project state,native-russia-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Russia.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-russia-history-room,Russia Historical Context Room,research workflow software,local-first web application or desktop module with persistent project state,native-russia-history-room-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Russia Historical Context Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-russia-history-room,Russia Historical Context Room,research workflow software,local-first web application or desktop module with persistent project state,native-russia-history-room-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Russia Historical Context Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-russia-history-room,Russia Historical Context Room,research workflow software,local-first web application or desktop module with persistent project state,native-russia-history-room-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Russia Historical Context Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-russia-history-room,Russia Historical Context Room,research workflow software,local-first web application or desktop module with persistent project state,native-russia-history-room-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Russia Historical Context Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,research study,"packet registry, routing table, and promotion decision board",row1-instrument-01,source registry,Turn the `source registry` module into a concrete input-operation-output step for Quantitative Capstone - quantitative arm of the AI-corruption capstone study.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the source registry step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The source registry instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,research study,"packet registry, routing table, and promotion decision board",row1-instrument-02,output mapping,Turn the `output mapping` module into a concrete input-operation-output step for Quantitative Capstone - quantitative arm of the AI-corruption capstone study.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the output mapping step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The output mapping instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,research study,"packet registry, routing table, and promotion decision board",row1-instrument-03,claim boundary,Turn the `claim boundary` module into a concrete input-operation-output step for Quantitative Capstone - quantitative arm of the AI-corruption capstone study.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the claim boundary step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The claim boundary instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,research study,"packet registry, routing table, and promotion decision board",row1-instrument-04,close-read queue,Turn the `close-read queue` module into a concrete input-operation-output step for Quantitative Capstone - quantitative arm of the AI-corruption capstone study.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the close-read queue step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The close-read queue instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",research workflow software,local-first web application or desktop module with persistent project state,cognitive-warfare-instrument-01,state model,"Turn the `state model` module into a concrete input-operation-output step for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments.","Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",research workflow software,local-first web application or desktop module with persistent project state,cognitive-warfare-instrument-02,instrument action,"Turn the `instrument action` module into a concrete input-operation-output step for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments.","Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",research workflow software,local-first web application or desktop module with persistent project state,cognitive-warfare-instrument-03,before/after trace,"Turn the `before/after trace` module into a concrete input-operation-output step for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments.","Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",research workflow software,local-first web application or desktop module with persistent project state,cognitive-warfare-instrument-04,export gate,"Turn the `export gate` module into a concrete input-operation-output step for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments.","Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,research workflow software,local-first web application or desktop module with persistent project state,ir-lexicon-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for IR Lexicon - coined-term lexicon for modern foreign-affairs discourse.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,research workflow software,local-first web application or desktop module with persistent project state,ir-lexicon-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for IR Lexicon - coined-term lexicon for modern foreign-affairs discourse.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,research workflow software,local-first web application or desktop module with persistent project state,ir-lexicon-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for IR Lexicon - coined-term lexicon for modern foreign-affairs discourse.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,research workflow software,local-first web application or desktop module with persistent project state,ir-lexicon-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for IR Lexicon - coined-term lexicon for modern foreign-affairs discourse.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-mashup-room-handoff-v1-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Mashup Intelligence Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-mashup-room-handoff-v1-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Mashup Intelligence Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-mashup-room-handoff-v1-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Mashup Intelligence Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-murano-mashup-room-handoff-v1-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Mashup Intelligence Room.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-africa,Colonial Encounter in Africa,research workflow software,local-first web application or desktop module with persistent project state,native-africa-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Colonial Encounter in Africa.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-africa,Colonial Encounter in Africa,research workflow software,local-first web application or desktop module with persistent project state,native-africa-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Colonial Encounter in Africa.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-africa,Colonial Encounter in Africa,research workflow software,local-first web application or desktop module with persistent project state,native-africa-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Colonial Encounter in Africa.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-africa,Colonial Encounter in Africa,research workflow software,local-first web application or desktop module with persistent project state,native-africa-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Colonial Encounter in Africa.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-east-asia,East Asian War and Strategic Tradition,research workflow software,local-first web application or desktop module with persistent project state,native-east-asia-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for East Asian War and Strategic Tradition.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-east-asia,East Asian War and Strategic Tradition,research workflow software,local-first web application or desktop module with persistent project state,native-east-asia-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for East Asian War and Strategic Tradition.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-east-asia,East Asian War and Strategic Tradition,research workflow software,local-first web application or desktop module with persistent project state,native-east-asia-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for East Asian War and Strategic Tradition.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-east-asia,East Asian War and Strategic Tradition,research workflow software,local-first web application or desktop module with persistent project state,native-east-asia-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for East Asian War and Strategic Tradition.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-mideast,Ottoman Palestine and Early Zionism,research workflow software,local-first web application or desktop module with persistent project state,native-mideast-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Ottoman Palestine and Early Zionism.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-mideast,Ottoman Palestine and Early Zionism,research workflow software,local-first web application or desktop module with persistent project state,native-mideast-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Ottoman Palestine and Early Zionism.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-mideast,Ottoman Palestine and Early Zionism,research workflow software,local-first web application or desktop module with persistent project state,native-mideast-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Ottoman Palestine and Early Zionism.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-mideast,Ottoman Palestine and Early Zionism,research workflow software,local-first web application or desktop module with persistent project state,native-mideast-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Ottoman Palestine and Early Zionism.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-mongol,Mongol Empire Military Systems,research workflow software,local-first web application or desktop module with persistent project state,native-mongol-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Mongol Empire Military Systems.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-mongol,Mongol Empire Military Systems,research workflow software,local-first web application or desktop module with persistent project state,native-mongol-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Mongol Empire Military Systems.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-mongol,Mongol Empire Military Systems,research workflow software,local-first web application or desktop module with persistent project state,native-mongol-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Mongol Empire Military Systems.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-mongol,Mongol Empire Military Systems,research workflow software,local-first web application or desktop module with persistent project state,native-mongol-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Mongol Empire Military Systems.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-western,Western Political Thought and the Ideal State,research workflow software,local-first web application or desktop module with persistent project state,native-western-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Western Political Thought and the Ideal State.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-western,Western Political Thought and the Ideal State,research workflow software,local-first web application or desktop module with persistent project state,native-western-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Western Political Thought and the Ideal State.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-western,Western Political Thought and the Ideal State,research workflow software,local-first web application or desktop module with persistent project state,native-western-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Western Political Thought and the Ideal State.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-western,Western Political Thought and the Ideal State,research workflow software,local-first web application or desktop module with persistent project state,native-western-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Western Political Thought and the Ideal State.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-red-team-proper-handoff-archive-2026-04-11-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
