project_id,product_name,project_kind,build_mode,instrument_count,acceptance_test_count,package_operational_slice_built,full_underlying_system_complete,engine_href,runner_href
native-ddianalysis,Directorate Analysis Method,structured analysis room,analytic instrument build,4,4,yes,no,project_engines/native-ddianalysis/engine_spec.json,runner.html?project=native-ddianalysis
native-etanalysis,Emerging Technology Analysis,structured analysis room,analytic instrument build,4,4,yes,no,project_engines/native-etanalysis/engine_spec.json,runner.html?project=native-etanalysis
native-fwanalysis,Foreign Warning Analysis,structured analysis room,analytic instrument build,4,4,yes,no,project_engines/native-fwanalysis/engine_spec.json,runner.html?project=native-fwanalysis
native-icanalysis,Intelligence Community Analysis,structured analysis room,analytic instrument build,4,4,yes,no,project_engines/native-icanalysis/engine_spec.json,runner.html?project=native-icanalysis
native-portfolio-index,Full Project Catalogue,archive / packet router,source governance build,4,4,yes,no,project_engines/native-portfolio-index/engine_spec.json,runner.html?project=native-portfolio-index
native-psanalysis,Political Strategy Analysis,structured analysis room,analytic instrument build,4,4,yes,no,project_engines/native-psanalysis/engine_spec.json,runner.html?project=native-psanalysis
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",software operating environment,software or application build,4,4,yes,no,project_engines/personal-os/engine_spec.json,runner.html?project=personal-os
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,structured analysis room,analytic instrument build,4,4,yes,no,project_engines/row8/engine_spec.json,runner.html?project=row8
mb-muranoos-lossless-room-master-handoff-v1,Room Master (constitution),master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-lossless-room-master-handoff-v1/engine_spec.json,runner.html?project=mb-muranoos-lossless-room-master-handoff-v1
mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-os-lossless-synthesis-room-handoff/engine_spec.json,runner.html?project=mb-murano-os-lossless-synthesis-room-handoff
mb-comparative-genocide-systems-lab-handoff-v1-0,Comparative Genocide Systems Lab,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-comparative-genocide-systems-lab-handoff-v1-0/engine_spec.json,runner.html?project=mb-comparative-genocide-systems-lab-handoff-v1-0
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-trancheii-handoff-2026-04-13/engine_spec.json,runner.html?project=mb-muranoos-red-team-trancheii-handoff-2026-04-13
mb-redteamlab-proper-handoff-package-2026-04-14,Earliest pack; high-standard 3-column delta map,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-redteamlab-proper-handoff-package-2026-04-14/engine_spec.json,runner.html?project=mb-redteamlab-proper-handoff-package-2026-04-14
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),master-bundle artifact / archive router,manuscript and publication system,4,4,yes,no,project_engines/mb-rfp-handoff-ch01-02-done/engine_spec.json,runner.html?project=mb-rfp-handoff-ch01-02-done
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,archive / packet router,source governance build,4,4,yes,no,project_engines/red-team-lab/engine_spec.json,runner.html?project=red-team-lab
mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-briefingforgeroom-handoff-pass4-done/engine_spec.json,runner.html?project=mb-briefingforgeroom-handoff-pass4-done
mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-ci-ct-do-handoff-v1-1/engine_spec.json,runner.html?project=mb-ci-ct-do-handoff-v1-1
mb-comparative-rhetoric-final,Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total),master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-comparative-rhetoric-final/engine_spec.json,runner.html?project=mb-comparative-rhetoric-final
mb-fractal-keep-handoff-v1,Fractal Keep,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-fractal-keep-handoff-v1/engine_spec.json,runner.html?project=mb-fractal-keep-handoff-v1
mb-infragard-handoff,InfraGard preparatory note (minimal),master-bundle artifact / archive router,software or application build,4,5,yes,no,project_engines/mb-infragard-handoff/engine_spec.json,runner.html?project=mb-infragard-handoff
mb-insinuationengineroom-handoff-done,Insinuation Engine,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-insinuationengineroom-handoff-done/engine_spec.json,runner.html?project=mb-insinuationengineroom-handoff-done
mb-internal-operating-support-001,Internal Operating Support Packet 001,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-001/engine_spec.json,runner.html?project=mb-internal-operating-support-001
mb-internal-operating-support-002,Internal Operating Support Packet 002,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-002/engine_spec.json,runner.html?project=mb-internal-operating-support-002
mb-internal-operating-support-005,Internal Operating Support Packet 005,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-005/engine_spec.json,runner.html?project=mb-internal-operating-support-005
mb-internal-operating-support-006,Internal Operating Support Packet 006,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-006/engine_spec.json,runner.html?project=mb-internal-operating-support-006
mb-internal-operating-support-009,Internal Operating Support Packet 009,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-009/engine_spec.json,runner.html?project=mb-internal-operating-support-009
mb-internal-operating-support-010,Internal Operating Support Packet 010,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-010/engine_spec.json,runner.html?project=mb-internal-operating-support-010
mb-internal-operating-support-013,Internal Operating Support Packet 013,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-013/engine_spec.json,runner.html?project=mb-internal-operating-support-013
mb-internal-operating-support-014,Internal Operating Support Packet 014,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-014/engine_spec.json,runner.html?project=mb-internal-operating-support-014
mb-internal-operating-support-017,Internal Operating Support Packet 017,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-017/engine_spec.json,runner.html?project=mb-internal-operating-support-017
mb-internal-operating-support-018,Internal Operating Support Packet 018,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-018/engine_spec.json,runner.html?project=mb-internal-operating-support-018
mb-internal-operating-support-021,Internal Operating Support Packet 021,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-021/engine_spec.json,runner.html?project=mb-internal-operating-support-021
mb-internal-operating-support-022,Internal Operating Support Packet 022,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-022/engine_spec.json,runner.html?project=mb-internal-operating-support-022
mb-internal-operating-support-025,Internal Operating Support Packet 025,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-025/engine_spec.json,runner.html?project=mb-internal-operating-support-025
mb-internal-operating-support-026,Internal Operating Support Packet 026,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-026/engine_spec.json,runner.html?project=mb-internal-operating-support-026
mb-internal-operating-support-029,Internal Operating Support Packet 029,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-029/engine_spec.json,runner.html?project=mb-internal-operating-support-029
mb-internal-operating-support-030,Internal Operating Support Packet 030,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-030/engine_spec.json,runner.html?project=mb-internal-operating-support-030
mb-internal-operating-support-033,Internal Operating Support Packet 033,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-033/engine_spec.json,runner.html?project=mb-internal-operating-support-033
mb-internal-operating-support-034,Internal Operating Support Packet 034,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-internal-operating-support-034/engine_spec.json,runner.html?project=mb-internal-operating-support-034
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11
mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-continuation-handoff-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-red-team-continuation-handoff-2026-04-11
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-continuation-handoff-2026-04-14/engine_spec.json,runner.html?project=mb-muranoos-red-team-continuation-handoff-2026-04-14
mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-fresh-handoff-2026-04-16/engine_spec.json,runner.html?project=mb-muranoos-red-team-fresh-handoff-2026-04-16
mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-handoff-execution-archive-2026-04-15/engine_spec.json,runner.html?project=mb-muranoos-red-team-handoff-execution-archive-2026-04-15
mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18,"Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine)",master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18/engine_spec.json,runner.html?project=mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-handoff-package-ready-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-red-team-handoff-package-ready-2026-04-11
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14/engine_spec.json,runner.html?project=mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-lab-handoff-package-2026-04-17/engine_spec.json,runner.html?project=mb-muranoos-red-team-lab-handoff-package-2026-04-17
mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-phase-ii-handoff-2026-04-15/engine_spec.json,runner.html?project=mb-muranoos-red-team-phase-ii-handoff-2026-04-15
mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11
mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-phaseii-handoff-2026-04-14/engine_spec.json,runner.html?project=mb-muranoos-red-team-phaseii-handoff-2026-04-14
mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-proper-handoff-2026-04-14/engine_spec.json,runner.html?project=mb-muranoos-red-team-proper-handoff-2026-04-14
mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-proper-handoff-2026-04-15/engine_spec.json,runner.html?project=mb-muranoos-red-team-proper-handoff-2026-04-15
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-proper-handoff-archive-2026-04-13/engine_spec.json,runner.html?project=mb-muranoos-red-team-proper-handoff-archive-2026-04-13
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-proper-handoff-archive-2026-04-15/engine_spec.json,runner.html?project=mb-muranoos-red-team-proper-handoff-archive-2026-04-15
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-proper-handoff-package-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-red-team-proper-handoff-package-2026-04-11
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-proper-handoff-packet-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-red-team-proper-handoff-packet-2026-04-11
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-proper-handoff-pass-02-done/engine_spec.json,runner.html?project=mb-muranoos-red-team-proper-handoff-pass-02-done
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-proper-handoff-pass1-2026-04-15/engine_spec.json,runner.html?project=mb-muranoos-red-team-proper-handoff-pass1-2026-04-15
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-proper-handoff-zip-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-red-team-proper-handoff-zip-2026-04-11
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14/engine_spec.json,runner.html?project=mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14/engine_spec.json,runner.html?project=mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15/engine_spec.json,runner.html?project=mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-red-team-tranche1-handoff-package-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-red-team-tranche1-handoff-package-2026-04-11
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-redteam-rc1-2026-04-14/engine_spec.json,runner.html?project=mb-muranoos-redteam-rc1-2026-04-14
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-redteamlab-handoff-package-v1/engine_spec.json,runner.html?project=mb-muranoos-redteamlab-handoff-package-v1
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-redteamlab-proper-handoff-package-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-redteamlab-proper-handoff-package-2026-04-11
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,master-bundle artifact / archive router,source governance build,4,4,yes,no,project_engines/mb-wargaming-handoff-pass1/engine_spec.json,runner.html?project=mb-wargaming-handoff-pass1
native-applied-history-lab,Applied History Lab,archive / packet router,source governance build,4,4,yes,no,project_engines/native-applied-history-lab/engine_spec.json,runner.html?project=native-applied-history-lab
native-emt,Emergency Triage Simulator,operational simulation / planning tool,source governance build,4,3,yes,no,project_engines/native-emt/engine_spec.json,runner.html?project=native-emt
native-habitat,Volunteer Build-Day Coordination,operational simulation / planning tool,source governance build,4,3,yes,no,project_engines/native-habitat/engine_spec.json,runner.html?project=native-habitat
native-master-bundle-pages,Master Bundle Pages,archive / packet router,source governance build,4,4,yes,no,project_engines/native-master-bundle-pages/engine_spec.json,runner.html?project=native-master-bundle-pages
native-pharm,Vaccine Distribution Planner,operational simulation / planning tool,source governance build,4,3,yes,no,project_engines/native-pharm/engine_spec.json,runner.html?project=native-pharm
native-respite,Recovery Respite Facility Operations,operational simulation / planning tool,source governance build,4,3,yes,no,project_engines/native-respite/engine_spec.json,runner.html?project=native-respite
native-uscri,Refugee Resettlement Resource Allocation,operational simulation / planning tool,source governance build,4,3,yes,no,project_engines/native-uscri/engine_spec.json,runner.html?project=native-uscri
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",public project blueprint,source governance build,4,3,yes,no,project_engines/project-hardening/engine_spec.json,runner.html?project=project-hardening
mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),master-bundle artifact / archive router,analytic instrument build,4,4,yes,no,project_engines/mb-ci-red-cell-handoff/engine_spec.json,runner.html?project=mb-ci-red-cell-handoff
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-glass-hearth-muranoos-handoff-package-2026-04-15/engine_spec.json,runner.html?project=mb-glass-hearth-muranoos-handoff-package-2026-04-15
mb-murano-chamber-handoff,Chamber of Refractions,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-chamber-handoff/engine_spec.json,runner.html?project=mb-murano-chamber-handoff
mb-murano-chamber-of-record-handoff,Chamber of Record,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-chamber-of-record-handoff/engine_spec.json,runner.html?project=mb-murano-chamber-of-record-handoff
mb-murano-codex-prism-handoff-v1,Codex Prism,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-codex-prism-handoff-v1/engine_spec.json,runner.html?project=mb-murano-codex-prism-handoff-v1
mb-murano-house-of-light-and-doom-handoff-v1,House of Light and Doom,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-house-of-light-and-doom-handoff-v1/engine_spec.json,runner.html?project=mb-murano-house-of-light-and-doom-handoff-v1
mb-murano-os-annealed-refraction-chamber-handoff-done,Annealed Refraction Chamber,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-os-annealed-refraction-chamber-handoff-done/engine_spec.json,runner.html?project=mb-murano-os-annealed-refraction-chamber-handoff-done
mb-murano-os-glass-station-handoff,Glass Station,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-os-glass-station-handoff/engine_spec.json,runner.html?project=mb-murano-os-glass-station-handoff
mb-murano-os-handoff-2026,Doctrine Forge Codex,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-os-handoff-2026/engine_spec.json,runner.html?project=mb-murano-os-handoff-2026
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-os-lossless-study-room-handoff/engine_spec.json,runner.html?project=mb-murano-os-lossless-study-room-handoff
mb-murano-os-prism-foundry-handoff,Prism Foundry,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-os-prism-foundry-handoff/engine_spec.json,runner.html?project=mb-murano-os-prism-foundry-handoff
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-os-prism-scriptorium-handoff-v1/engine_spec.json,runner.html?project=mb-murano-os-prism-scriptorium-handoff-v1
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-os-rhetorium-proper-handoff-done-v1/engine_spec.json,runner.html?project=mb-murano-os-rhetorium-proper-handoff-done-v1
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-os-warrant-chamber-handoff-v1/engine_spec.json,runner.html?project=mb-murano-os-warrant-chamber-handoff-v1
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-prismatic-agora-handoff-v1-0-done/engine_spec.json,runner.html?project=mb-murano-prismatic-agora-handoff-v1-0-done
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-reflexive-control-chamber-pass3/engine_spec.json,runner.html?project=mb-murano-reflexive-control-chamber-pass3
mb-murano-room-handoff-v1,Room template v1,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-room-handoff-v1/engine_spec.json,runner.html?project=mb-murano-room-handoff-v1
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-murano-speechcraft-studio-handoff/engine_spec.json,runner.html?project=mb-murano-speechcraft-studio-handoff
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14/engine_spec.json,runner.html?project=mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15/engine_spec.json,runner.html?project=mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13/engine_spec.json,runner.html?project=mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11
mb-muranoos-glassworksofcorrespondence-handoff-v0-1,Glassworks of Correspondence,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-glassworksofcorrespondence-handoff-v0-1/engine_spec.json,runner.html?project=mb-muranoos-glassworksofcorrespondence-handoff-v0-1
mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-handoff-pack-v3-1/engine_spec.json,runner.html?project=mb-muranoos-handoff-pack-v3-1
mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-handoff-pass3-done/engine_spec.json,runner.html?project=mb-muranoos-handoff-pass3-done
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0/engine_spec.json,runner.html?project=mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-prism-chamber-murano-ready-package-2026-04-14/engine_spec.json,runner.html?project=mb-muranoos-prism-chamber-murano-ready-package-2026-04-14
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-script-atelier-handoff-package-v0-2026-04-17/engine_spec.json,runner.html?project=mb-muranoos-script-atelier-handoff-package-v0-2026-04-17
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-the-interval-handoff-v0-1/engine_spec.json,runner.html?project=mb-muranoos-the-interval-handoff-v0-1
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,master-bundle artifact / archive router,software or application build,4,4,yes,no,project_engines/mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11/engine_spec.json,runner.html?project=mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11
