project_id,product_name,component_runs,package_verifiable_runs,instrumented_runs_needing_capture,source_or_passage_gated_runs,strongest_next_proof_action
mb-internal-operating-support-018,Internal Operating Support Packet 018,7,0,7,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-internal-operating-support-021,Internal Operating Support Packet 021,7,0,7,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-internal-operating-support-022,Internal Operating Support Packet 022,7,0,7,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-internal-operating-support-025,Internal Operating Support Packet 025,7,0,7,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-internal-operating-support-026,Internal Operating Support Packet 026,7,0,7,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-internal-operating-support-029,Internal Operating Support Packet 029,7,0,7,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-internal-operating-support-030,Internal Operating Support Packet 030,7,0,7,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-internal-operating-support-033,Internal Operating Support Packet 033,7,0,7,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-internal-operating-support-034,Internal Operating Support Packet 034,7,0,7,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-chamber-handoff,Chamber of Refractions,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-chamber-of-record-handoff,Chamber of Record,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-codex-prism-handoff-v1,Codex Prism,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-house-of-light-and-doom-handoff-v1,House of Light and Doom,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-os-annealed-refraction-chamber-handoff-done,Annealed Refraction Chamber,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-os-glass-station-handoff,Glass Station,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-os-handoff-2026,Doctrine Forge Codex,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-os-prism-foundry-handoff,Prism Foundry,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-room-handoff-v1,Room template v1,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-glassworksofcorrespondence-handoff-v0-1,Glassworks of Correspondence,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,7,0,7,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18,"Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine)",17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,17,0,17,3,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-redteamlab-proper-handoff-package-2026-04-14,Earliest pack; high-standard 3-column delta map,17,0,17,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),17,0,17,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,17,0,17,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
native-applied-history-lab,Applied History Lab,17,0,17,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
native-emt,Emergency Triage Simulator,17,0,17,3,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary."
native-habitat,Volunteer Build-Day Coordination,17,0,17,3,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary."
native-master-bundle-pages,Master Bundle Pages,17,0,17,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
native-pharm,Vaccine Distribution Planner,17,0,17,3,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary."
native-respite,Recovery Respite Facility Operations,17,0,17,3,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary."
native-uscri,Refugee Resettlement Resource Allocation,17,0,17,3,"Capture a live or simulated run for replay transcript; preserve fixture, trace, output, acceptance result, and claim boundary."
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",3,0,3,3,"Capture a live or simulated run for source-to-output bridge record; preserve fixture, trace, output, acceptance result, and claim boundary."
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,17,0,17,3,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary."
