execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,package_verification_result,next_strengthening_action,claim_allowed_now
PER-3BC0243049C9,PC-B3CEB2C8046E,mb-internal-operating-support-001,Internal Operating Support Packet 001,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-2EE77AA34AD3,PC-4DD0F816A131,mb-internal-operating-support-001,Internal Operating Support Packet 001,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B1D6981123A8,PC-83EA993CAA66,mb-internal-operating-support-001,Internal Operating Support Packet 001,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3026496687CB,PC-89C1DCE99610,mb-internal-operating-support-001,Internal Operating Support Packet 001,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-1BBE392C0457,PC-6688145EBCFD,mb-internal-operating-support-001,Internal Operating Support Packet 001,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4F14C8EBF3FF,PC-2DFC73A18E34,mb-internal-operating-support-001,Internal Operating Support Packet 001,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-CBBD4E4919E0,PC-DCA1B5DDDF49,mb-internal-operating-support-002,Internal Operating Support Packet 002,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-67FA116432B8,PC-60B1E7EBBF73,mb-internal-operating-support-002,Internal Operating Support Packet 002,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-5310CFC05B99,PC-0EBC272D1204,mb-internal-operating-support-002,Internal Operating Support Packet 002,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-58B6FABEF0A4,PC-D08DCA28906A,mb-internal-operating-support-002,Internal Operating Support Packet 002,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-CC3DF9D0EDAD,PC-98F1DD5035F2,mb-internal-operating-support-002,Internal Operating Support Packet 002,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-E9F59D8C0662,PC-44CB63CB18DE,mb-internal-operating-support-002,Internal Operating Support Packet 002,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D77A51B01F92,PC-C220605978AB,mb-internal-operating-support-002,Internal Operating Support Packet 002,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-2E56F099596F,PC-03991944F699,mb-internal-operating-support-003,Internal Operating Support Packet 003,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4CC247CA5094,PC-C87CAE7E09EF,mb-internal-operating-support-003,Internal Operating Support Packet 003,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-EDBE6D718BE1,PC-F0225FD878D2,mb-internal-operating-support-003,Internal Operating Support Packet 003,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-168866D2650D,PC-34F8726DD0ED,mb-internal-operating-support-003,Internal Operating Support Packet 003,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-84A23876D294,PC-65D723C158E8,mb-internal-operating-support-003,Internal Operating Support Packet 003,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-97A86CA3F52C,PC-055332A55530,mb-internal-operating-support-003,Internal Operating Support Packet 003,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3356427C2C12,PC-97619285CE1C,mb-internal-operating-support-003,Internal Operating Support Packet 003,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-FB0302434C92,PC-BE78E729892E,mb-internal-operating-support-004,Internal Operating Support Packet 004,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8A25D754BD41,PC-1B91BD899749,mb-internal-operating-support-004,Internal Operating Support Packet 004,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-2973AE1D9567,PC-C1CDDD98153A,mb-internal-operating-support-004,Internal Operating Support Packet 004,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-82EA6F977E9E,PC-3887DDA724E1,mb-internal-operating-support-004,Internal Operating Support Packet 004,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AB4AD4689BA3,PC-C357F0A588EB,mb-internal-operating-support-004,Internal Operating Support Packet 004,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-CE18DCFB35AA,PC-AE18696F5EC0,mb-internal-operating-support-004,Internal Operating Support Packet 004,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-FD1A644B37D2,PC-54A8383C9974,mb-internal-operating-support-004,Internal Operating Support Packet 004,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D3633D97F374,PC-0279ED43D533,mb-internal-operating-support-005,Internal Operating Support Packet 005,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F88C9D9FBFE4,PC-0EE12F7ADE15,mb-internal-operating-support-005,Internal Operating Support Packet 005,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-5ABB932D65B8,PC-5FD793647136,mb-internal-operating-support-005,Internal Operating Support Packet 005,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3796E5620B32,PC-71C593A4B8CA,mb-internal-operating-support-005,Internal Operating Support Packet 005,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-6CEB0833037C,PC-8471ECA56F1D,mb-internal-operating-support-005,Internal Operating Support Packet 005,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F59E450480C1,PC-054140F6CB4B,mb-internal-operating-support-005,Internal Operating Support Packet 005,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-5F3F1083B5BE,PC-78959EE77B5C,mb-internal-operating-support-005,Internal Operating Support Packet 005,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-972288CEFA59,PC-2529D6975016,mb-internal-operating-support-006,Internal Operating Support Packet 006,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-998B1C288720,PC-3A60D329270D,mb-internal-operating-support-006,Internal Operating Support Packet 006,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-6C1F62278136,PC-F46C4CE48DB4,mb-internal-operating-support-006,Internal Operating Support Packet 006,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-42D928D8E166,PC-76F88AE6B8B9,mb-internal-operating-support-006,Internal Operating Support Packet 006,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-E8573E7F9189,PC-DC71AF287F86,mb-internal-operating-support-006,Internal Operating Support Packet 006,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-DF5DAA889E3F,PC-27D1EE083E6B,mb-internal-operating-support-006,Internal Operating Support Packet 006,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-433AC4C7E854,PC-BF97301380E0,mb-internal-operating-support-006,Internal Operating Support Packet 006,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BD2DE20FED3B,PC-ECA7A02252F5,mb-internal-operating-support-007,Internal Operating Support Packet 007,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D85FBB1D3BF3,PC-A174BACDC35E,mb-internal-operating-support-007,Internal Operating Support Packet 007,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AC75C1779E0D,PC-69E69181533E,mb-internal-operating-support-007,Internal Operating Support Packet 007,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C0C2A75A75D5,PC-B8488F5D5CCC,mb-internal-operating-support-007,Internal Operating Support Packet 007,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-C122B3E9CE2B,PC-2D52D6B56799,mb-internal-operating-support-007,Internal Operating Support Packet 007,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-59A53F597DF2,PC-B752AE7F3708,mb-internal-operating-support-007,Internal Operating Support Packet 007,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-341FDA1E6717,PC-423D8D986301,mb-internal-operating-support-007,Internal Operating Support Packet 007,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-83572304DB74,PC-0543CE758A3D,mb-internal-operating-support-008,Internal Operating Support Packet 008,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BBCD55E4E799,PC-8615AA23A597,mb-internal-operating-support-008,Internal Operating Support Packet 008,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F44546BBCCC1,PC-8FE13E035B85,mb-internal-operating-support-008,Internal Operating Support Packet 008,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-C2D0444ED3E4,PC-8FF1A0884B51,mb-internal-operating-support-008,Internal Operating Support Packet 008,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F60948D6D67D,PC-D345D42AE3BD,mb-internal-operating-support-008,Internal Operating Support Packet 008,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-2FD2FDF3A571,PC-76A97EA6B1A7,mb-internal-operating-support-008,Internal Operating Support Packet 008,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-9936EA336FAE,PC-15B8BFFF94E6,mb-internal-operating-support-008,Internal Operating Support Packet 008,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8F578270942B,PC-2F289C059554,mb-internal-operating-support-009,Internal Operating Support Packet 009,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-2F57C5E3EF28,PC-5CCA681C10B6,mb-internal-operating-support-009,Internal Operating Support Packet 009,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-09844E152700,PC-59CDDCEC8FBF,mb-internal-operating-support-009,Internal Operating Support Packet 009,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-16DE20D048E1,PC-D0C0C05F7922,mb-internal-operating-support-009,Internal Operating Support Packet 009,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B2C3DF71E5CC,PC-E3A74B958C6E,mb-internal-operating-support-009,Internal Operating Support Packet 009,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-CBCF83B36C40,PC-F8AE8FA4C4E1,mb-internal-operating-support-009,Internal Operating Support Packet 009,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-CCE75C8BA040,PC-6B96691EF6DD,mb-internal-operating-support-009,Internal Operating Support Packet 009,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-7E7797BCCBF1,PC-A0F8A8B31CF8,mb-internal-operating-support-010,Internal Operating Support Packet 010,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D0DB5371F79E,PC-F98CFD742165,mb-internal-operating-support-010,Internal Operating Support Packet 010,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-325012E522D7,PC-51BECAD5D47E,mb-internal-operating-support-010,Internal Operating Support Packet 010,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-97BCD4A0F6D2,PC-8581C31F66B6,mb-internal-operating-support-010,Internal Operating Support Packet 010,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A1552155D513,PC-234CD6AF4D14,mb-internal-operating-support-010,Internal Operating Support Packet 010,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-27B899AAF3DA,PC-121EC62329FA,mb-internal-operating-support-010,Internal Operating Support Packet 010,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-63E501EDD8E1,PC-E74903237244,mb-internal-operating-support-010,Internal Operating Support Packet 010,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4AEF03FFEA66,PC-54564622BB56,mb-internal-operating-support-011,Internal Operating Support Packet 011,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-DB9037E9222A,PC-D4A4FC7F09F8,mb-internal-operating-support-011,Internal Operating Support Packet 011,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-13F7032D0F02,PC-7841114E5361,mb-internal-operating-support-011,Internal Operating Support Packet 011,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-91067A4AAD35,PC-2C6960CB5BF2,mb-internal-operating-support-011,Internal Operating Support Packet 011,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-1AEC63C7F730,PC-BC96403F0B5D,mb-internal-operating-support-011,Internal Operating Support Packet 011,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D7FC8DEAE107,PC-DFF191F6AA13,mb-internal-operating-support-011,Internal Operating Support Packet 011,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-1FF8A1F7F90A,PC-FD4A6DD218ED,mb-internal-operating-support-011,Internal Operating Support Packet 011,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B0933BE5BEDE,PC-C2B1FDF95F3E,mb-internal-operating-support-012,Internal Operating Support Packet 012,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-9AB33EB8109F,PC-FC3DEE00CBB7,mb-internal-operating-support-012,Internal Operating Support Packet 012,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A5917948BB85,PC-FDF26B786F74,mb-internal-operating-support-012,Internal Operating Support Packet 012,packet promotion decision record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-B6228A362327,PC-3BF27489B1E1,mb-internal-operating-support-012,Internal Operating Support Packet 012,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-52A5FB1F0428,PC-A4246D94BC9E,mb-internal-operating-support-012,Internal Operating Support Packet 012,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-0AA30FF4E857,PC-3D7156117785,mb-internal-operating-support-012,Internal Operating Support Packet 012,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3F0A87D271AA,PC-DC9D552D7C1D,mb-internal-operating-support-012,Internal Operating Support Packet 012,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-318AF9B062CD,PC-F59432FCFE63,mb-internal-operating-support-013,Internal Operating Support Packet 013,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-EEBB11826C02,PC-C8B45D309DCC,mb-internal-operating-support-013,Internal Operating Support Packet 013,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-FE17D259E2FF,PC-772F6616BC2F,mb-internal-operating-support-013,Internal Operating Support Packet 013,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-02AC40DDCB7A,PC-165B8ED0E30A,mb-internal-operating-support-013,Internal Operating Support Packet 013,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-EEC913268B23,PC-2AB72067F729,mb-internal-operating-support-013,Internal Operating Support Packet 013,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-E1D25A39CC99,PC-78A751321E2D,mb-internal-operating-support-013,Internal Operating Support Packet 013,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8877860D5C2E,PC-2FAC741C8985,mb-internal-operating-support-013,Internal Operating Support Packet 013,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F758A4E9ED97,PC-28B9083ED11A,mb-internal-operating-support-014,Internal Operating Support Packet 014,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-037B66ACFEB1,PC-005940DD8F51,mb-internal-operating-support-014,Internal Operating Support Packet 014,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8EC2FB0C65E9,PC-2ADF8BC73AA3,mb-internal-operating-support-014,Internal Operating Support Packet 014,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-5DC563882B9B,PC-8DADFCD4DEAE,mb-internal-operating-support-014,Internal Operating Support Packet 014,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-092748DAEECA,PC-6CAE84D17F35,mb-internal-operating-support-014,Internal Operating Support Packet 014,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-610941379F59,PC-5917DDE60B7A,mb-internal-operating-support-014,Internal Operating Support Packet 014,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-0FC0932D05EA,PC-04758A7699B5,mb-internal-operating-support-014,Internal Operating Support Packet 014,packet promotion decision record,instrumented proof run awaiting live capture,"Capture a live or simulated run for packet promotion decision record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
