project_id,project_title,product_name,project_kind,final_object_type,runtime_target,operational_end_state,build_tranche,priority_score,proof_tier,component_count,core_modules,source_strategy,source_requirement,source_gap,test_suite,current_build_status,proof_to_full_build_gap,first_full_build,next_implementation_steps,claim_boundary
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface","Frozen ""Durable Analytical Core""; 12/13-field models per surface",master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,Glass Scriptorium,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-os-glass-station-handoff,Glass Station,Glass Station,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-glassworksofcorrespondence-handoff-v0-1,Glassworks of Correspondence,Glassworks of Correspondence,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-house-of-light-and-doom-handoff-v1,House of Light and Doom,House of Light and Doom,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,Human Terrain & Statecraft,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,research workflow software,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,Introduces Vivarium codename; contradiction-graph table,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,Judgment/status pass; L-01..L-04 non-blocking limitations,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""","Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,Leanest blueprint-only; only with named rollback doc,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,Lossless Study Room,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),Lossless Synthesis (Magnum Opus Scriptorium),master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to test retrieval as scholarly warrant rather than as fluent search. The proof must show corpus boundary, retrieved passage, evidence score, negative-space finding, abstention case, and claim boundary.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,Mashup Intelligence Room,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
native-mongol,Mongol Empire Military Systems,Mongol Empire Military Systems,research workflow software,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands","Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,Only one WITHOUT the 802 KB nested archive; Build 02 scope,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine","Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to make the operating environment professionally legible: rooms, instruments, records, agents, review gates, and export limits should map to recognized research, organizational, or human-computer workflow principles.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,Only one with 07_Derivative_Handoff/; richest SQL DDL,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,master-bundle artifact / archive router,research workflow software module,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.",T2 platform module,56.7,source-backed-proof-build,17,state model | instrument action | before/after trace | export gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",Title-level routing can strengthen project planning and proof design. Public claims require project evidence or passage-level source confirmation.,"passage-level close reading still required before quotation, page-specific citation, or strong literature-positioning claim",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,source-backed proof build; needs source-to-output capture and close-read strengthening,Bind at least one close-read source to one output-changing component and capture the source-to-output trace.,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,"This is a full-build plan, not a claim that the full operational system has already been completed."
