fixture_id,project_id,product_name,object_family,operationalization_score,first_run_action,expected_output,falsifier,kit_href,completion_status
NOF-01B39AA5898C,mb-counter-idiom-lab-proper-handoff-done,Counter-Idiom Lab,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-counter-idiom-lab-proper-handoff-done/index.html,kit_built_execution_not_yet_captured
NOF-7245156D6FC1,mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-foreign-affairs-lexicon-handoff-v1/index.html,kit_built_execution_not_yet_captured
NOF-9CD33ABE645D,mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-georgetown-ic-handoff-done/index.html,kit_built_execution_not_yet_captured
NOF-C2C2CE0C8127,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-gotham-lossless-replacement-archive-2026-04-15/index.html,kit_built_execution_not_yet_captured
NOF-F9C4D5D46B6C,mb-internal-operating-support-003,Internal Operating Support Packet 003,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-003/index.html,kit_built_execution_not_yet_captured
NOF-1873023BDBFE,mb-internal-operating-support-004,Internal Operating Support Packet 004,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-004/index.html,kit_built_execution_not_yet_captured
NOF-67E2F9C27EA5,mb-internal-operating-support-007,Internal Operating Support Packet 007,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-007/index.html,kit_built_execution_not_yet_captured
NOF-0A38DEDD3AB2,mb-internal-operating-support-008,Internal Operating Support Packet 008,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-008/index.html,kit_built_execution_not_yet_captured
NOF-A9A6C5F7A0CC,mb-internal-operating-support-011,Internal Operating Support Packet 011,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-011/index.html,kit_built_execution_not_yet_captured
NOF-9271BAA350BB,mb-internal-operating-support-012,Internal Operating Support Packet 012,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-012/index.html,kit_built_execution_not_yet_captured
NOF-DBD31625D5FE,mb-internal-operating-support-015,Internal Operating Support Packet 015,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-015/index.html,kit_built_execution_not_yet_captured
NOF-31283186934C,mb-internal-operating-support-016,Internal Operating Support Packet 016,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-016/index.html,kit_built_execution_not_yet_captured
NOF-D994F58E0066,mb-internal-operating-support-019,Internal Operating Support Packet 019,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-019/index.html,kit_built_execution_not_yet_captured
NOF-5733465C93C1,mb-internal-operating-support-020,Internal Operating Support Packet 020,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-020/index.html,kit_built_execution_not_yet_captured
NOF-738E4D9197CD,mb-internal-operating-support-023,Internal Operating Support Packet 023,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-023/index.html,kit_built_execution_not_yet_captured
NOF-2AC387720614,mb-internal-operating-support-024,Internal Operating Support Packet 024,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-024/index.html,kit_built_execution_not_yet_captured
NOF-6BCB4E4AB461,mb-internal-operating-support-027,Internal Operating Support Packet 027,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-027/index.html,kit_built_execution_not_yet_captured
NOF-F50972B8D2A7,mb-internal-operating-support-028,Internal Operating Support Packet 028,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-028/index.html,kit_built_execution_not_yet_captured
NOF-A1B0C87F66ED,mb-internal-operating-support-031,Internal Operating Support Packet 031,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-031/index.html,kit_built_execution_not_yet_captured
NOF-9EBD34E65119,mb-internal-operating-support-032,Internal Operating Support Packet 032,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-032/index.html,kit_built_execution_not_yet_captured
NOF-66ADC384B8D3,mb-internal-operating-support-035,Internal Operating Support Packet 035,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-035/index.html,kit_built_execution_not_yet_captured
NOF-E7FA9D487C2E,mb-internal-operating-support-036,Internal Operating Support Packet 036,source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-036/index.html,kit_built_execution_not_yet_captured
NOF-7AE41E9EFD53,mb-sophisticated-expression-lexicon-handoff,"50-entry curated arsenal (of planned 1,000)",source/archive governance,52,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-sophisticated-expression-lexicon-handoff/index.html,kit_built_execution_not_yet_captured
NOF-32F51C938371,mb-ic-analyst-portfolio-handoff-pass1,IC analyst portfolio build kit; skill taxonomy S01-S26,source/archive governance,50,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-ic-analyst-portfolio-handoff-pass1/index.html,kit_built_execution_not_yet_captured
NOF-46D1E8ACE053,mb-individual-democratic-dialectic-final-handoff-done,IDDD Bibliographic Inventory,source/archive governance,50,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-individual-democratic-dialectic-final-handoff-done/index.html,kit_built_execution_not_yet_captured
NOF-67095A73B91E,mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,source/archive governance,50,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-ukraine-handoff-packet/index.html,kit_built_execution_not_yet_captured
NOF-71275A8E2587,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-briefingforgeroom-handoff-pass4-done/index.html,kit_built_execution_not_yet_captured
NOF-293A81D956B4,mb-comparative-genocide-systems-lab-handoff-v1-0,Comparative Genocide Systems Lab,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-comparative-genocide-systems-lab-handoff-v1-0/index.html,kit_built_execution_not_yet_captured
NOF-56276E4A0755,mb-comparative-rhetoric-final,Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total),source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-comparative-rhetoric-final/index.html,kit_built_execution_not_yet_captured
NOF-FCB6F61C7481,mb-fractal-keep-handoff-v1,Fractal Keep,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-fractal-keep-handoff-v1/index.html,kit_built_execution_not_yet_captured
NOF-E65411D77A13,mb-infragard-handoff,InfraGard preparatory note (minimal),software/app,47,"Execute the workflow, preserve state, export or display the result, and record acceptance checks.","A visible result record containing input summary, action trace, output artifact, error state if any, and claim boundary.","The fixture fails if the workflow cannot be repeated, if output is not inspectable, or if the page only describes a system without demonstrating the operation.",fixture_kits/mb-infragard-handoff/index.html,kit_built_execution_not_yet_captured
NOF-C9F553CD4875,mb-insinuationengineroom-handoff-done,Insinuation Engine,software/app,47,"Execute the workflow, preserve state, export or display the result, and record acceptance checks.","A visible result record containing input summary, action trace, output artifact, error state if any, and claim boundary.","The fixture fails if the workflow cannot be repeated, if output is not inspectable, or if the page only describes a system without demonstrating the operation.",fixture_kits/mb-insinuationengineroom-handoff-done/index.html,kit_built_execution_not_yet_captured
NOF-1BE141E372B5,mb-internal-operating-support-001,Internal Operating Support Packet 001,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-001/index.html,kit_built_execution_not_yet_captured
NOF-957D81AF9514,mb-internal-operating-support-002,Internal Operating Support Packet 002,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-002/index.html,kit_built_execution_not_yet_captured
NOF-ABEFDD24093A,mb-internal-operating-support-005,Internal Operating Support Packet 005,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-005/index.html,kit_built_execution_not_yet_captured
NOF-15EDC9ADFBDF,mb-internal-operating-support-006,Internal Operating Support Packet 006,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-006/index.html,kit_built_execution_not_yet_captured
NOF-A2CC8E566660,mb-internal-operating-support-009,Internal Operating Support Packet 009,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-009/index.html,kit_built_execution_not_yet_captured
NOF-B864DD92F03A,mb-internal-operating-support-010,Internal Operating Support Packet 010,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-010/index.html,kit_built_execution_not_yet_captured
NOF-C7D494CE5B65,mb-internal-operating-support-013,Internal Operating Support Packet 013,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-013/index.html,kit_built_execution_not_yet_captured
NOF-5CBEDD08174C,mb-internal-operating-support-014,Internal Operating Support Packet 014,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-014/index.html,kit_built_execution_not_yet_captured
NOF-3CE1E690653E,mb-internal-operating-support-017,Internal Operating Support Packet 017,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-017/index.html,kit_built_execution_not_yet_captured
NOF-9CF227775883,mb-internal-operating-support-018,Internal Operating Support Packet 018,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-018/index.html,kit_built_execution_not_yet_captured
NOF-E79E5ED0BFC7,mb-internal-operating-support-021,Internal Operating Support Packet 021,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-021/index.html,kit_built_execution_not_yet_captured
NOF-E08D5838F8C6,mb-internal-operating-support-022,Internal Operating Support Packet 022,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-022/index.html,kit_built_execution_not_yet_captured
NOF-392478563DEC,mb-internal-operating-support-025,Internal Operating Support Packet 025,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-025/index.html,kit_built_execution_not_yet_captured
NOF-C24E3D008E83,mb-internal-operating-support-026,Internal Operating Support Packet 026,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-026/index.html,kit_built_execution_not_yet_captured
NOF-6ECA4FD6288B,mb-internal-operating-support-029,Internal Operating Support Packet 029,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-029/index.html,kit_built_execution_not_yet_captured
NOF-99A4CB09B06F,mb-internal-operating-support-030,Internal Operating Support Packet 030,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-030/index.html,kit_built_execution_not_yet_captured
NOF-FE562DD32C3C,mb-internal-operating-support-033,Internal Operating Support Packet 033,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-033/index.html,kit_built_execution_not_yet_captured
NOF-41092B378A8E,mb-internal-operating-support-034,Internal Operating Support Packet 034,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-internal-operating-support-034/index.html,kit_built_execution_not_yet_captured
NOF-EBBEB109814D,mb-redteamlab-proper-handoff-package-2026-04-14,Earliest pack; high-standard 3-column delta map,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-redteamlab-proper-handoff-package-2026-04-14/index.html,kit_built_execution_not_yet_captured
NOF-0810176EB7B6,mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),manuscript/publication,47,"Recover the argument skeleton, apply the project register, attach sources or source gaps, and produce a revision-ready section packet.","A manuscript unit with argument backbone, prose target, source boundary, continuity check, and revision instruction.","The fixture fails if the text is only summarized, if source gaps are hidden, or if the argument role is not preserved.",fixture_kits/mb-rfp-handoff-ch01-02-done/index.html,kit_built_execution_not_yet_captured
NOF-A89B4D74E34D,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/mb-wargaming-handoff-pass1/index.html,kit_built_execution_not_yet_captured
NOF-D1A0C091C69E,native-applied-history-lab,Applied History Lab,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/native-applied-history-lab/index.html,kit_built_execution_not_yet_captured
NOF-1A1391EE95C1,native-emt,Emergency Triage Simulator,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/native-emt/index.html,kit_built_execution_not_yet_captured
NOF-057AF5C755FA,native-habitat,Volunteer Build-Day Coordination,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/native-habitat/index.html,kit_built_execution_not_yet_captured
NOF-4C1B73B876DE,native-master-bundle-pages,Master Bundle Pages,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/native-master-bundle-pages/index.html,kit_built_execution_not_yet_captured
NOF-1C90BCDE8039,native-pharm,Vaccine Distribution Planner,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/native-pharm/index.html,kit_built_execution_not_yet_captured
NOF-DD44C5F3BAB5,native-respite,Recovery Respite Facility Operations,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/native-respite/index.html,kit_built_execution_not_yet_captured
NOF-E97EFF37D855,native-uscri,Refugee Resettlement Resource Allocation,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/native-uscri/index.html,kit_built_execution_not_yet_captured
NOF-7FF80F1D65FB,red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,source/archive governance,47,"Classify the item, assign authority status, detect duplicate or supersession risk, route it to a project purpose, and set its claim ceiling.","A promotion record with identity, provenance, authority decision, route, source boundary, and next build action.","The fixture fails if an item can advance without identity, authority, route, and claim-ceiling fields.",fixture_kits/red-team-lab/index.html,kit_built_execution_not_yet_captured
