project_id,product_name,project_class,final_object_type,owner_lane,closure_lane,production_state,production_complete,public_proof_surface_operational,harness_executes,regression_case_count,residual_required_slots,residual_present_slots,residual_missing_slots,residual_missing_files,blocking_gate_count,blocking_gates,blocking_gate_names,exclusion_reason,next_production_action
native-london,Colonial Archive Explorer,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-master-bundle-pages,Master Bundle Pages,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-mideast,Ottoman Palestine and Early Zionism,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-mongol,Mongol Empire Military Systems,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-peace,Track II Diplomacy and Peacebuilding,portfolio_project,portfolio room or research surface,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-pharm,Vaccine Distribution Planner,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-psanalysis,Political Strategy Analysis,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,live_case_calibration,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-respite,Recovery Respite Facility Operations,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-russia,Russia,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-russia-history-room,Russia Historical Context Room,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-russia-security-desk,Russia Security Desk,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-trilogy-showcase,Book Trilogy Showcase,manuscript_or_publication,manuscript or editorial governance system,active_non_overlap,manuscript_editorial_completion,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-trilogy-showcase-atlas,Book Trilogy Atlas,software_or_instrument,analytic method or human-AI evaluation module,active_non_overlap,manuscript_editorial_completion,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-uscri,Refugee Resettlement Resource Allocation,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-war-theory,War Theory and Strategic Culture,portfolio_project,portfolio room or research surface,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-wargaming,Alliance Crisis Wargaming,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
native-western,Western Political Thought and the Ideal State,software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,source_or_evidence_system,source governance or packet-routing system,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",software_or_instrument,research workflow software module,active_non_overlap,runtime_deployment_validation,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,portfolio_project,research project or professional workbench,active_non_overlap,publication_readiness_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,software_or_instrument,retrieval or evidence-evaluation platform,active_non_overlap,runtime_deployment_validation,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
russia-desk,Russia Source-To-Judgment Desk,portfolio_project,regional analytic workstation,active_non_overlap,runtime_deployment_validation,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
trilogy,Book Trilogy Manuscript Governance System,manuscript_or_publication,manuscript governance and chapter-upgrade system,active_non_overlap,manuscript_editorial_completion,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
wargaming,Wargaming - theater-level alliance-crisis wargame workbench,portfolio_project,research project or professional workbench,active_non_overlap,source_verification_external_review,production_complete,yes,yes,yes,3,4,4,0,,0,,,,"Maintain regression, reviewer, and deployment evidence; no blocking action recorded."
