proof_capsule_id,project_id,product_name,component,capsule_stage,capture_requirement,evidence_to_capture,claim_blocked_until_capture,next_build_step
PC-B010EA75F5BE,critical-functions-observatory,Critical Functions Observatory - defensive UAS / critical-infrastructure research lab,Critical Functions Observatory - defensive UAS / critical-infrastructure research lab Proof Boundary,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-50D1D7127FEF,mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]","50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G] / technique_lines.csv",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-EE459B765847,mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]","50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G] / Interagency Roles",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-B2775F3AA5B8,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth Handoff Identity,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-80B163599ABB,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth Room Task Model,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-CB5BD0287D3D,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth Data Schema And Persistence Plan,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-010FD4CC7AA9,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth Interface And Instrument Plane,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-5221FD100B4C,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth Integration Path,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-7E98531259D4,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth Proof Boundary,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-8AB7F17C65E2,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth Next Build Test,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-DE6921137189,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / README.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-E55E7C53185A,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / READING_ORDER_AND_USAGE.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-289BF5EC0E38,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / Glass_Hearth_Room_Charter.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-8BB478ED860D,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / Room_Level_Experience_Architecture.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-D0C8A0FB5816,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / Glass_Hearth_Object_Schema.json,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-90802362D0A1,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / Tranche_Plan.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-4261E4A207B1,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / File_Change_Map.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-67C7D8585B5E,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / Repo_Aware_Integration_Plan.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-DDEC7470F3E1,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / Backend_Build_Order.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-F45A7EE7A645,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Glass Hearth / Frontend_Build_Order.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-AF247CBF018D,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs Handoff Identity,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-A15289923C99,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs Room Task Model,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-7B6F3AC04159,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs Data Schema And Persistence Plan,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-576F8E9D1127,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs Interface And Instrument Plane,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-22A637E429B7,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs Integration Path,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-201690928ED7,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs Proof Boundary,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-08E7FCEFFA12,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs Next Build Test,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-586738A5F2A8,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs / Trauma != Destiny; Appearance != Morality; Redemption != Death,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-B7EA8BFD4754,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs / White Rose,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-88F773DB428D,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs / The Azrael,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-AC68BCCB916C,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs / Branch B,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-5B4F5EE16430,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs / Upload the,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-A8B96B5266E4,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs / Paste the,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-DEE2E471738C,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs / Issue Proofs,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-A0DC0F7927C3,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs / Narrative and Narration,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-F69AEFC5AC4C,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass Handoff Identity,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-C2DA3B220A59,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass Room Task Model,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-DB099079B156,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass Data Schema And Persistence Plan,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-0D8E9856BB72,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass Interface And Instrument Plane,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-278F7C743C00,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass Integration Path,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-3E86F644EED7,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass Next Build Test,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-08BA50336644,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass / backend/frontend,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-CB4F823684AA,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass / docs/01_product_spec.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-C22779A2F7EF,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass / docs/04_engine_behaviors.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-49A1657064B9,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass / docs/08_sample_flow_berlin_tolkien.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-8C30CFDCCD82,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass / README.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-A8007778409E,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass / 02_screen_map.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-5F57B485416A,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass / 04_engine_behaviors.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-E3AC1870AA3B,mb-hearthglass-handoff-v1,HearthGlass,HearthGlass / hearthglass_preview.html,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-A98E1B92761F,mb-ic-analyst-portfolio-handoff-pass1,IC analyst portfolio build kit; skill taxonomy S01-S26,IC analyst portfolio build kit; skill taxonomy S01-S26 Handoff Identity,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-E9D1765B8E73,mb-ic-analyst-portfolio-handoff-pass1,IC analyst portfolio build kit; skill taxonomy S01-S26,IC analyst portfolio build kit; skill taxonomy S01-S26 Room Task Model,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-033316C66C41,mb-ic-analyst-portfolio-handoff-pass1,IC analyst portfolio build kit; skill taxonomy S01-S26,IC analyst portfolio build kit; skill taxonomy S01-S26 Data Schema And Persistence Plan,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-A671679C44B0,mb-ic-analyst-portfolio-handoff-pass1,IC analyst portfolio build kit; skill taxonomy S01-S26,IC analyst portfolio build kit; skill taxonomy S01-S26 Interface And Instrument Plane,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-E0273D8B5B7F,mb-ic-analyst-portfolio-handoff-pass1,IC analyst portfolio build kit; skill taxonomy S01-S26,IC analyst portfolio build kit; skill taxonomy S01-S26 Proof Boundary,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
