passage_contract_id,project_id,product_name,source_candidate,priority,locator_status,public_file_label,extension,collection_hint,match_score,matched_tokens,source_role,project_specific_application,output_it_must_change,test_or_check_it_must_govern,proof_capsules_to_update,proof_artifacts_to_update,field_to_update,passage_note_required,claim_unlocked_after_close_read,blocked_claim_type,required_close_read_output,next_project_update,public_claim_allowed_now
PCU-2AB13F192CCF,cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,normal,candidate_file_found,(Handbooks of Sociology and Social Research) Giuseppe Caforio - Handbook of the Sociology of the Military - Springer (2006) PDOC.pdf,.pdf,Kindle/PDF source library candidate,186.0,"caforio, giuseppe, military, pdoc, social, sociology, springer",method authority,"Use (Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC as method authority for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is state model.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-E2BA9EF991FA | PC-C459DFF03739 | PC-BD6DF94827B1,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-C4B0CD9FB792,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Peace Education From the Grassroots as method authority for Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #....","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-DF0A67F64852 | PC-521977180804 | PC-DEE2E471738C,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-52B8590C021B,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,The Nutritional Hierarchy of Importance Nutrient Timing PDOC,normal,candidate_file_found,The Nutritional Hierarchy of Importance Nutrient Timing PDOC.pdf,.pdf,Kindle/PDF source library candidate,176.0,"hierarchy, importance, nutrient, nutritional, pdoc, timing",evaluation standard,"Use The Nutritional Hierarchy of Importance Nutrient Timing PDOC as evaluation standard for Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #....","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,PC-DF0A67F64852 | PC-521977180804 | PC-DEE2E471738C,packet promotion decision record | packet promotion decision record | packet promotion decision record,acceptance_test and capture_requirement,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update acceptance_test and capture_requirement for Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-0C53590946DD,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Art and Fear as method authority for Briefing Forge Room (code-ready): Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Briefing-to-release proof: Briefing Forge Room (code-ready).","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-E8E9EECA040B | PC-E5384B6E8874 | PC-D9C8A366C181,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Briefing Forge Room (code-ready) and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-E701E186D315,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),Documents on the Rape of Nanking Timothy Brook,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook.pdf,.pdf,Kindle/PDF source library candidate,156.0,"brook, nanking, rape, timothy",method authority,"Use Art and Fear as method authority for Briefing Forge Room (code-ready): Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Briefing-to-release proof: Briefing Forge Room (code-ready).","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-E8E9EECA040B | PC-E5384B6E8874 | PC-D9C8A366C181,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Briefing Forge Room (code-ready) and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-93953818C267,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Art and Fear as method authority for Briefing Forge Room (code-ready): Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Briefing-to-release proof: Briefing Forge Room (code-ready).","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-E8E9EECA040B | PC-E5384B6E8874 | PC-D9C8A366C181,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Briefing Forge Room (code-ready) and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-84BA72632505,mb-russia-security-handoff-packet-done,CARE framework gray-zone counter-strategy + red-team critique,Deception Counterdeception and Counterintelligence Robert M. Clark et al,normal,candidate_file_found,Deception Counterdeception and Counterintelligence - Robert M. Clark et al.pdf,.pdf,Kindle/PDF source library candidate,166.0,"clark, counterdeception, counterintelligence, deception, robert",technical mechanism,"Use Deception Counterdeception and Counterintelligence Robert M. Clark et al as technical mechanism for CARE framework gray-zone counter-strategy + red-team critique: Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible. The immediate application target is item registry.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule",claim ceiling test: public claims cannot exceed built evidence,PC-EE2A9F7F67E7 | PC-EC32E7DACBC2 | PC-E56154F519C2,packet promotion decision record | packet promotion decision record | packet promotion decision record,operation_to_run and source_bound_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update operation_to_run and source_bound_test for CARE framework gray-zone counter-strategy + red-team critique and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-0CCEFFA773AD,mb-russia-security-handoff-packet-done,CARE framework gray-zone counter-strategy + red-team critique,Deception Counterdeception and Counterintelligence Robert M. Clark et al (2),normal,candidate_file_found,Deception Counterdeception and Counterintelligence - Robert M. Clark et al (2).pdf,.pdf,Kindle/PDF source library candidate,166.0,"clark, counterdeception, counterintelligence, deception, robert",counter-source or limitation,"Use Deception Counterdeception and Counterintelligence Robert M. Clark et al (2) as counter-source or limitation for CARE framework gray-zone counter-strategy + red-team critique: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is item registry.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",claim ceiling test: public claims cannot exceed built evidence,PC-EE2A9F7F67E7 | PC-EC32E7DACBC2 | PC-E56154F519C2,packet promotion decision record | packet promotion decision record | packet promotion decision record,claim_ceiling and claim_blocked_until_capture,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update claim_ceiling and claim_blocked_until_capture for CARE framework gray-zone counter-strategy + red-team critique and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-34B902475207,mb-russia-security-handoff-packet-done,CARE framework gray-zone counter-strategy + red-team critique,National Security and Counterintelligence in the Era of Cyber Espionage ( PDFDrive ) PDOC,normal,candidate_file_found,National Security and Counterintelligence in the Era of Cyber Espionage ( PDFDrive ) PDOC.pdf,.pdf,Kindle/PDF source library candidate,186.0,"counterintelligence, cyber, espionage, national, pdfdrive, pdoc, security",method authority,"Use Hybrid Intelligence for Image Analysis and Understanding as method authority for CARE framework gray-zone counter-strategy + red-team critique: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: CARE framework gray-zone counter-strategy + red-team critique.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-EE2A9F7F67E7 | PC-EC32E7DACBC2 | PC-E56154F519C2,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for CARE framework gray-zone counter-strategy + red-team critique and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-793EBFCCC596,mb-russia-security-handoff-packet-done,CARE framework gray-zone counter-strategy + red-team critique,National Security and Counterintelligence in the Era of Cyber Espionage Eugenie de Silva,normal,candidate_file_found,National Security and Counterintelligence in the Era of Cyber Espionage - Eugenie de Silva.pdf,.pdf,Kindle/PDF source library candidate,186.0,"counterintelligence, cyber, espionage, eugenie, national, security, silva",source-to-output bridge,"Use National Security and Counterintelligence in the Era of Cyber Espionage Eugenie de Silva as source-to-output bridge for CARE framework gray-zone counter-strategy + red-team critique: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: CARE framework gray-zone counter-strategy + red-team critique.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,PC-EE2A9F7F67E7 | PC-EC32E7DACBC2 | PC-E56154F519C2,packet promotion decision record | packet promotion decision record | packet promotion decision record,observable_output and public_claim_allowed_now,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update observable_output and public_claim_allowed_now for CARE framework gray-zone counter-strategy + red-team critique and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-E0704BA48B7B,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Art and Fear as method authority for CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203): Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Structured-analytic technique replay: CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLU....","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-EAEB58E41F48 | PC-EA41F1AE81AF | PC-DF8901136774,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203) and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-8BE2CFB78834,mb-sat-handoff-v1,Canonical SAT dedup: 106 techniques normalized across 11 catalogues,2aMassage Techniques and Effects Presentation PDOC,normal,candidate_file_found,2aMassage - Techniques - and - Effects - Presentation PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"2amassage, effects, pdoc, presentation, techniques",method authority,"Use 2aMassage Techniques and Effects Presentation PDOC as method authority for Canonical SAT dedup: 106 techniques normalized across 11 catalogues: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is item registry.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-FD8B5F68A0ED | PC-F135E11F354E | PC-DCB316FA44D0,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Canonical SAT dedup: 106 techniques normalized across 11 catalogues and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-D1735EF47CEE,mb-sat-handoff-v1,Canonical SAT dedup: 106 techniques normalized across 11 catalogues,2aMassage Techniques and Effects Presentation,normal,candidate_file_found,2aMassage - Techniques - and - Effects - Presentation.pdf,.pdf,Kindle/PDF source library candidate,156.0,"2amassage, effects, presentation, techniques",evaluation standard,"Use 2aMassage Techniques and Effects Presentation as evaluation standard for Canonical SAT dedup: 106 techniques normalized across 11 catalogues: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Structured-analytic technique replay: Canonical SAT dedup: 106 techniques normalized across 11 catalogues.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,PC-FD8B5F68A0ED | PC-F135E11F354E | PC-DCB316FA44D0,packet promotion decision record | packet promotion decision record | packet promotion decision record,acceptance_test and capture_requirement,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update acceptance_test and capture_requirement for Canonical SAT dedup: 106 techniques normalized across 11 catalogues and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-C0F7606E13B2,mb-sat-handoff-v1,Canonical SAT dedup: 106 techniques normalized across 11 catalogues,A Tradecraft Primer Structured Analytic Techniques,normal,candidate_file_found,A Tradecraft Primer Structured Analytic Techniques.pdf,.pdf,Kindle/PDF source library candidate,166.0,"analytic, primer, structured, techniques, tradecraft",source-to-output bridge,"Use A Tradecraft Primer Structured Analytic Techniques as source-to-output bridge for Canonical SAT dedup: 106 techniques normalized across 11 catalogues: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Structured-analytic technique replay: Canonical SAT dedup: 106 techniques normalized across 11 catalogues.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,PC-FD8B5F68A0ED | PC-F135E11F354E | PC-DCB316FA44D0,packet promotion decision record | packet promotion decision record | packet promotion decision record,observable_output and public_claim_allowed_now,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update observable_output and public_claim_allowed_now for Canonical SAT dedup: 106 techniques normalized across 11 catalogues and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-17F5997BC25C,mb-sat-handoff-v1,Canonical SAT dedup: 106 techniques normalized across 11 catalogues,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use 2aMassage Techniques and Effects Presentation PDOC as method authority for Canonical SAT dedup: 106 techniques normalized across 11 catalogues: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is item registry.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-FD8B5F68A0ED | PC-F135E11F354E | PC-DCB316FA44D0,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Canonical SAT dedup: 106 techniques normalized across 11 catalogues and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-BBCC8E9CF968,mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Libraries of the Mind as method authority for Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov): Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov).","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F7DF6A30D61B | PC-F2B96818CF95 | PC-E0E436DD9687,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov) and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-2DD5DA889566,mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,Cognitive Linguistics Basic Readings Dirk Geeraerts (2),normal,candidate_file_found,Cognitive Linguistics Basic Readings - Dirk Geeraerts (2).pdf,.pdf,Kindle/PDF source library candidate,176.0,"basic, cognitive, dirk, geeraerts, linguistics, readings",method authority,"Use Cognitive Linguistics Basic Readings Dirk Geeraerts (2) as method authority for Cognitive Firewalls Foundry: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is item registry.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-8A020B985B3B | PC-6E2A062DC85E | PC-338433665A61,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Cognitive Firewalls Foundry and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-698218630F72,mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Cognitive Linguistics Basic Readings Dirk Geeraerts (2) as method authority for Cognitive Firewalls Foundry: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is item registry.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-8A020B985B3B | PC-6E2A062DC85E | PC-338433665A61,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Cognitive Firewalls Foundry and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-C4624A8DAC2E,mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,Cognitive Linguistics Basic Readings Dirk Geeraerts,normal,candidate_file_found,Cognitive Linguistics Basic Readings - Dirk Geeraerts.pdf,.pdf,Kindle/PDF source library candidate,176.0,"basic, cognitive, dirk, geeraerts, linguistics, readings",method authority,"Use Cognitive Linguistics Basic Readings Dirk Geeraerts (2) as method authority for Cognitive Firewalls Foundry: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is item registry.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-8A020B985B3B | PC-6E2A062DC85E | PC-338433665A61,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Cognitive Firewalls Foundry and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
