project_id,closure_lane,slot_id,required_file,proves,status
native-atanalysis,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-atanalysis,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-atanalysis,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-atanalysis,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-cmanalysis,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-cmanalysis,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-cmanalysis,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-cmanalysis,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-cyanalysis,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-cyanalysis,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-cyanalysis,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-cyanalysis,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-ddianalysis,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-ddianalysis,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-ddianalysis,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-ddianalysis,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-etanalysis,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-etanalysis,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-etanalysis,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-etanalysis,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-fwanalysis,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-fwanalysis,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-fwanalysis,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-fwanalysis,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-hsanalysis,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-hsanalysis,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-hsanalysis,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-hsanalysis,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-icanalysis,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-icanalysis,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-icanalysis,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-icanalysis,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-psanalysis,live_case_calibration,live_case_runs,live_case_runs.csv,"Instrument was exercised on live or realistic cases, not only synthetic cases.",missing
native-psanalysis,live_case_calibration,calibration_record,calibration_record.json,Outputs were compared across cases and calibration behavior was recorded.,missing
native-psanalysis,live_case_calibration,failure_mode_note,failure_mode_note.md,Known failure modes were identified and tested.,missing
native-psanalysis,live_case_calibration,expert_review_note,expert_review_note.md,A qualified reviewer examined the calibration result.,missing
native-wargaming,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-wargaming,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-wargaming,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-wargaming,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
wargaming,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
wargaming,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
wargaming,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
wargaming,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
critical-functions-observatory,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
critical-functions-observatory,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
critical-functions-observatory,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
critical-functions-observatory,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-russia-security-handoff-packet-done,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-russia-security-handoff-packet-done,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-russia-security-handoff-packet-done,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-russia-security-handoff-packet-done,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-narrative-furnace-handoff-pack-2026-04-14,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-narrative-furnace-handoff-pack-2026-04-14,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-narrative-furnace-handoff-pack-2026-04-14,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-narrative-furnace-handoff-pack-2026-04-14,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-redteamlab-proper-handoff-zip-2026-04-14,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-redteamlab-proper-handoff-zip-2026-04-14,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-redteamlab-proper-handoff-zip-2026-04-14,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-redteamlab-proper-handoff-zip-2026-04-14,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-six-project-hardening-handoff-done-v1,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-six-project-hardening-handoff-done-v1,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-six-project-hardening-handoff-done-v1,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-six-project-hardening-handoff-done-v1,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-speechwriting-handoff-packet,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-speechwriting-handoff-packet,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-speechwriting-handoff-packet,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-speechwriting-handoff-packet,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-cognitive-firewalls-foundry-handoff-v1,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-cognitive-firewalls-foundry-handoff-v1,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-cognitive-firewalls-foundry-handoff-v1,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-cognitive-firewalls-foundry-handoff-v1,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-redteamlab-packet1-proper-handoff-done,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-redteamlab-packet1-proper-handoff-done,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-redteamlab-packet1-proper-handoff-done,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-redteamlab-packet1-proper-handoff-done,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
native-london,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
native-london,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
native-london,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
native-london,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-hearthglass-handoff-v1,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-hearthglass-handoff-v1,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-hearthglass-handoff-v1,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-hearthglass-handoff-v1,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-isc-symposium-command-room-handoff-pass3-done,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-isc-symposium-command-room-handoff-pass3-done,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-isc-symposium-command-room-handoff-pass3-done,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-isc-symposium-command-room-handoff-pass3-done,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-the-interval-chamber-of-refraction-handoff-v1,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-the-interval-chamber-of-refraction-handoff-v1,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-the-interval-chamber-of-refraction-handoff-v1,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-the-interval-chamber-of-refraction-handoff-v1,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-counter-idiom-lab-proper-handoff-done,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-counter-idiom-lab-proper-handoff-done,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-counter-idiom-lab-proper-handoff-done,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-counter-idiom-lab-proper-handoff-done,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-foreign-affairs-lexicon-handoff-v1,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-foreign-affairs-lexicon-handoff-v1,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-foreign-affairs-lexicon-handoff-v1,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-foreign-affairs-lexicon-handoff-v1,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-georgetown-ic-handoff-done,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-georgetown-ic-handoff-done,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-georgetown-ic-handoff-done,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-georgetown-ic-handoff-done,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-gotham-lossless-replacement-archive-2026-04-15,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-gotham-lossless-replacement-archive-2026-04-15,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-gotham-lossless-replacement-archive-2026-04-15,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-gotham-lossless-replacement-archive-2026-04-15,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-003,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-003,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-003,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-003,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-004,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-004,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-004,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-004,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-007,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-007,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-007,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-007,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-008,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-008,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-008,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-008,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-011,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-011,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-011,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-011,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-012,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-012,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-012,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-012,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-015,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-015,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-015,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-015,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-016,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-016,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-016,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-016,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-019,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-019,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-019,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-019,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-020,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-020,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-020,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-020,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-023,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-023,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-023,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-023,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-024,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-024,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-024,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-024,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-027,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-027,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-027,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-027,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-028,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-028,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-028,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-028,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-031,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-031,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-031,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-031,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-032,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-032,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-032,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-032,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-035,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-035,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-035,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-035,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-internal-operating-support-036,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-internal-operating-support-036,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-internal-operating-support-036,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-internal-operating-support-036,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-sophisticated-expression-lexicon-handoff,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-sophisticated-expression-lexicon-handoff,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-sophisticated-expression-lexicon-handoff,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-sophisticated-expression-lexicon-handoff,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-ic-analyst-portfolio-handoff-pass1,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-ic-analyst-portfolio-handoff-pass1,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-ic-analyst-portfolio-handoff-pass1,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-ic-analyst-portfolio-handoff-pass1,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-individual-democratic-dialectic-final-handoff-done,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-individual-democratic-dialectic-final-handoff-done,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-individual-democratic-dialectic-final-handoff-done,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-individual-democratic-dialectic-final-handoff-done,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-ukraine-handoff-packet,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-ukraine-handoff-packet,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-ukraine-handoff-packet,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-ukraine-handoff-packet,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-briefingforgeroom-handoff-pass4-done,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-briefingforgeroom-handoff-pass4-done,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-briefingforgeroom-handoff-pass4-done,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-briefingforgeroom-handoff-pass4-done,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
mb-comparative-genocide-systems-lab-handoff-v1-0,source_verification_external_review,source_verification_matrix,source_verification_matrix.csv,Every strengthened source claim has a verified source role and claim ceiling.,missing
mb-comparative-genocide-systems-lab-handoff-v1-0,source_verification_external_review,claim_warrant_notes,claim_warrant_notes.md,Claims are connected to source warrants rather than decorative bibliography.,missing
mb-comparative-genocide-systems-lab-handoff-v1-0,source_verification_external_review,quotation_integrity_check,quotation_integrity_check.md,No quotation or paraphrase is promoted without direct verification.,missing
mb-comparative-genocide-systems-lab-handoff-v1-0,source_verification_external_review,external_review_note,external_review_note.md,A reviewer or expert has examined the source use and recorded judgment.,missing
