operational_contract_id,project_id,product_name,final_object_type,object_family,build_mode,operationalization_score,operational_status,fully_operational,readiness_score,component_count,execution_ready_components,instrumented_or_better_components,package_verifiable_runs,instrumented_runs_needing_capture,source_applications,human_verified_source_integrations,remaining_gaps,next_operational_build,tests_required_for_full_standing,contract_href,claim_boundary
NOC-5D549A929647,native-aiosintnarr,AI OSINT Narrative Analysis,source governance or packet-routing system,source/archive governance,source governance build,91,near-operational proof package; not fully operational,no,87,17,17,17,17,0,6,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-aiosintnarr/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-65E836E8CA86,native-atanalysis,Analysis Tradecraft,analytic method or human-AI evaluation module,analytic instrument,analytic instrument build,91,near-operational proof package; not fully operational,no,84,17,17,17,17,0,5,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-atanalysis/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-9FB5A0E7F072,native-cmanalysis,Collection Management Analysis,analytic method or human-AI evaluation module,analytic instrument,analytic instrument build,91,near-operational proof package; not fully operational,no,84,17,17,17,17,0,5,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-cmanalysis/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-109C8A56F5FE,native-cyanalysis,Cyber Analysis,analytic method or human-AI evaluation module,analytic instrument,analytic instrument build,91,near-operational proof package; not fully operational,no,84,17,17,17,17,0,5,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-cyanalysis/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-0FA4B4CD60AE,native-ddianalysis,Directorate Analysis Method,analytic method or human-AI evaluation module,analytic instrument,analytic instrument build,91,near-operational proof package; not fully operational,no,84,17,17,17,17,0,5,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-ddianalysis/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-B16BE42C9310,native-etanalysis,Emerging Technology Analysis,analytic method or human-AI evaluation module,analytic instrument,analytic instrument build,91,near-operational proof package; not fully operational,no,84,17,17,17,17,0,5,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-etanalysis/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-65FFA12331FB,native-fwanalysis,Foreign Warning Analysis,analytic method or human-AI evaluation module,analytic instrument,analytic instrument build,91,near-operational proof package; not fully operational,no,84,17,17,17,17,0,5,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-fwanalysis/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-AB1843F0F61C,native-hsanalysis,Homeland Security Analysis,analytic method or human-AI evaluation module,analytic instrument,analytic instrument build,91,near-operational proof package; not fully operational,no,87,17,17,17,17,0,6,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-hsanalysis/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-10CC2563A2FC,native-icanalysis,Intelligence Community Analysis,analytic method or human-AI evaluation module,analytic instrument,analytic instrument build,91,near-operational proof package; not fully operational,no,84,17,17,17,17,0,5,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-icanalysis/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-CBE488BA9BCB,native-psanalysis,Political Strategy Analysis,analytic method or human-AI evaluation module,analytic instrument,analytic instrument build,91,near-operational proof package; not fully operational,no,84,17,17,17,17,0,5,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-psanalysis/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-67F2090B030D,native-wargaming,Alliance Crisis Wargaming,research project or professional workbench,source/archive governance,source governance build,91,near-operational proof package; not fully operational,no,87,17,17,17,17,0,6,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-wargaming/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-CB440FAAAC8B,regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",research workflow software module,software/app,software or application build,91,near-operational proof package; not fully operational,no,87,17,17,17,17,0,6,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/regional-studies/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-C1D9721D4EEF,wargaming,Wargaming - theater-level alliance-crisis wargame workbench,research project or professional workbench,source/archive governance,source governance build,91,near-operational proof package; not fully operational,no,87,17,17,17,17,0,6,0,human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/wargaming/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-FAD2589E1D8B,decision-advantage-system,Decision Advantage System - operating architecture for intelligence and security organizations,research workflow software module,software/app,software or application build,80,advanced prototype/specification; operational evidence incomplete,no,90,17,16,17,16,1,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | outside/user validation not yet recorded,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/decision-advantage-system/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-32F364ABC288,critical-functions-observatory,Critical Functions Observatory - defensive UAS / critical-infrastructure research lab,source governance or packet-routing system,source/archive governance,source governance build,78,advanced prototype/specification; operational evidence incomplete,no,89,17,15,17,15,2,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/critical-functions-observatory/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-888E27FCC3BE,mb-russia-security-handoff-packet-done,CARE framework gray-zone counter-strategy + red-team critique,source governance or packet-routing system,source/archive governance,source governance build,76,advanced prototype/specification; operational evidence incomplete,no,91,17,14,17,14,3,8,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-russia-security-handoff-packet-done/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-0CB306D76B40,mb-dialectic-engine-room-pass1-handoff,Dialectic Engine,source governance or packet-routing system,software/app,software or application build,74,advanced prototype/specification; operational evidence incomplete,no,88,17,13,17,13,4,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-dialectic-engine-room-pass1-handoff/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-DF53674B5145,native-russia-security-desk,Russia Security Desk,research workflow software module,software/app,software or application build,74,advanced prototype/specification; operational evidence incomplete,no,88,8,6,8,6,2,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-russia-security-desk/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-4B817F34B198,mb-narrative-furnace-handoff-pack-2026-04-14,Narrative Furnace,source governance or packet-routing system,source/archive governance,source governance build,72,advanced prototype/specification; operational evidence incomplete,no,88,17,12,17,12,5,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-narrative-furnace-handoff-pack-2026-04-14/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-F17662D2E2E6,mb-redteamlab-proper-handoff-zip-2026-04-14,Cumulative-patch consolidator (4 historical patch packs merged),source governance or packet-routing system,source/archive governance,source governance build,70,advanced prototype/specification; operational evidence incomplete,no,90,17,11,17,11,6,8,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-redteamlab-proper-handoff-zip-2026-04-14/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-4BB025AB66C5,mb-six-project-hardening-handoff-done-v1,52 MB cross-project governance pack; nested 55 MB original bundle preserved,source governance or packet-routing system,source/archive governance,source governance build,67,advanced prototype/specification; operational evidence incomplete,no,87,17,10,17,10,7,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-six-project-hardening-handoff-done-v1/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-42C5AD6DA085,mb-speechwriting-handoff-packet,"25×25 matrix framework (Warning labels populated, cell content NOT)",source governance or packet-routing system,source/archive governance,source governance build,67,advanced prototype/specification; operational evidence incomplete,no,87,17,10,17,10,7,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-speechwriting-handoff-packet/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-A3B2122E6551,mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,source governance or packet-routing system,source/archive governance,source governance build,61,mid-stage build candidate,no,88,17,6,17,6,11,7,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-cognitive-firewalls-foundry-handoff-v1/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-EC07F804E376,mb-redteamlab-packet1-proper-handoff-done,Most implementation-ready: .patch + full files + snapshot + SQL verification + validation,source governance or packet-routing system,source/archive governance,source governance build,56,mid-stage build candidate,no,87,17,4,17,4,13,7,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-redteamlab-packet1-proper-handoff-done/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-223E8AF9AB36,native-london,Colonial Archive Explorer,source governance or packet-routing system,source/archive governance,source governance build,56,mid-stage build candidate,no,85,17,4,17,4,13,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/native-london/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-F46B0A01F0E7,mb-hearthglass-handoff-v1,HearthGlass,source governance or packet-routing system,source/archive governance,source governance build,54,mid-stage build candidate,no,85,17,3,17,3,14,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-hearthglass-handoff-v1/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-C0E651AF5C35,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,source governance or packet-routing system,source/archive governance,source governance build,54,mid-stage build candidate,no,85,17,3,17,3,14,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-isc-symposium-command-room-handoff-pass3-done/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-3150CF43BC5D,mb-the-interval-chamber-of-refraction-handoff-v1,Interval Chamber of Refraction,source governance or packet-routing system,source/archive governance,source governance build,54,mid-stage build candidate,no,85,17,3,17,3,14,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-the-interval-chamber-of-refraction-handoff-v1/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-60850B06B011,mb-counter-idiom-lab-proper-handoff-done,Counter-Idiom Lab,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,17,2,17,2,15,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-counter-idiom-lab-proper-handoff-done/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-5AF6A00E3CE7,mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,17,2,17,2,15,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-foreign-affairs-lexicon-handoff-v1/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-DEC48603727A,mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,17,2,17,2,15,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-georgetown-ic-handoff-done/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-AD028971CC09,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,17,2,17,2,15,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-gotham-lossless-replacement-archive-2026-04-15/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-E152FB3C10C8,mb-internal-operating-support-003,Internal Operating Support Packet 003,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,7,1,7,1,6,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-internal-operating-support-003/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-6F63FC2351C4,mb-internal-operating-support-004,Internal Operating Support Packet 004,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,7,1,7,1,6,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-internal-operating-support-004/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-D2075DC0D6B2,mb-internal-operating-support-007,Internal Operating Support Packet 007,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,7,1,7,1,6,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-internal-operating-support-007/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-FA1F91CE54F3,mb-internal-operating-support-008,Internal Operating Support Packet 008,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,7,1,7,1,6,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-internal-operating-support-008/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-A179C9885A33,mb-internal-operating-support-011,Internal Operating Support Packet 011,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,7,1,7,1,6,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-internal-operating-support-011/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
NOC-86C512C4F802,mb-internal-operating-support-012,Internal Operating Support Packet 012,source governance or packet-routing system,source/archive governance,source governance build,52,mid-stage build candidate,no,84,7,1,7,1,6,6,0,live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",project_contracts/mb-internal-operating-support-012/index.html,"This is a full-build plan, not a claim that the full operational system has already been completed."
