project_id,product_name,final_object_type,owner_lane,exclusion_reason
native-iscproposals,Counterintelligence Surveillance Framework,research project or professional workbench,excluded_other_chat,CI / CT family
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,local scholarly retrieval and evidence-warrant software,excluded_other_chat,explicitly excluded by user ownership boundary
native-murano,MuranoOS Research Operating Environment,local research operating system / workstation builder,excluded_other_chat,explicitly excluded by user ownership boundary
native-poison-rag,Retrieval Integrity And Poison-RAG Evaluation Harness,adversarial retrieval-security evaluation platform,excluded_other_chat,explicitly excluded by user ownership boundary
native-portfolio-index,Full Project Catalogue,source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",research workflow software module,excluded_other_chat,MuranoOS / Murano internal rooms
planning,"Development Process - how projects move from idea to built, reviewed work",source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
poison-rag-defense-annex,Adversarial Evidence Corruption Technical Annex Harness,future-work technical evaluation architecture,excluded_other_chat,explicitly excluded by user ownership boundary
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
row10,Structured Human-AI Analyst Workstation,human-in-the-loop analytic workstation,excluded_other_chat,explicitly excluded by user ownership boundary
row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,retrieval or evidence-evaluation platform,excluded_other_chat,explicitly excluded by user ownership boundary
row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,retrieval or evidence-evaluation platform,excluded_other_chat,explicitly excluded by user ownership boundary
row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",source governance or packet-routing system,excluded_other_chat,explicitly excluded by user ownership boundary
row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),retrieval or evidence-evaluation platform,excluded_other_chat,Poison-RAG / defensive retrieval
row7,Nexus Research Pipeline,reusable research-pipeline software,excluded_other_chat,explicitly excluded by user ownership boundary
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,analytic method or human-AI evaluation module,excluded_other_chat,explicitly excluded by user ownership boundary
structured-analysis-toolkit,Structured Techniques Toolkit - authoring and refinement workspace for disciplined analytic instruments,retrieval or evidence-evaluation platform,excluded_other_chat,SAT Studio
warrant-chamber,Source & Evidence Review - tracking what supports each claim and what still needs review,research workflow software module,excluded_other_chat,explicitly excluded by user ownership boundary
