binding_id,project_id,product_name,assigned_source_candidate,bibliographic_status,bibliographic_note,required_action,claim_blocked_until_done
SB-9CBAAAF27861,mb-internal-operating-support-016,Internal Operating Support Packet 016,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-4889FC191C9F,mb-internal-operating-support-016,Internal Operating Support Packet 016,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-BC39686FB729,mb-internal-operating-support-017,Internal Operating Support Packet 017,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-4E4F8AE4FA60,mb-internal-operating-support-017,Internal Operating Support Packet 017,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-72DD6E625240,mb-internal-operating-support-017,Internal Operating Support Packet 017,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-3C6C27730841,mb-internal-operating-support-017,Internal Operating Support Packet 017,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-5D78927A0041,mb-internal-operating-support-017,Internal Operating Support Packet 017,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-CDA2293C7A1A,mb-internal-operating-support-017,Internal Operating Support Packet 017,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-F8A38C7E46EB,mb-internal-operating-support-018,Internal Operating Support Packet 018,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-CE2A89054DEE,mb-internal-operating-support-018,Internal Operating Support Packet 018,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-90956488FF26,mb-internal-operating-support-018,Internal Operating Support Packet 018,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-75019C2B1034,mb-internal-operating-support-018,Internal Operating Support Packet 018,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-FB57B4AD2CEC,mb-internal-operating-support-018,Internal Operating Support Packet 018,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-5E465DE2F246,mb-internal-operating-support-018,Internal Operating Support Packet 018,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-DEC4DD04638D,mb-internal-operating-support-019,Internal Operating Support Packet 019,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-7125503D83CB,mb-internal-operating-support-019,Internal Operating Support Packet 019,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-299B7936A14C,mb-internal-operating-support-019,Internal Operating Support Packet 019,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-344F8AEAADAF,mb-internal-operating-support-019,Internal Operating Support Packet 019,"God, Time, and Knowledge William Hasker",title-level candidate usable for routing only,"verify author, edition, and page or passage before citation","Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-A930F9882C33,mb-internal-operating-support-019,Internal Operating Support Packet 019,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-83B2E3130753,mb-internal-operating-support-019,Internal Operating Support Packet 019,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-CBEA7648F2B9,mb-internal-operating-support-019,Internal Operating Support Packet 019,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-C8BA1839D79D,mb-internal-operating-support-020,Internal Operating Support Packet 020,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-6413BDFB1A9F,mb-internal-operating-support-020,Internal Operating Support Packet 020,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-26F083D3AC04,mb-internal-operating-support-020,Internal Operating Support Packet 020,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-B0130181E1F0,mb-internal-operating-support-020,Internal Operating Support Packet 020,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-A39E2F2D047C,mb-internal-operating-support-020,Internal Operating Support Packet 020,"God, Time, and Knowledge William Hasker",title-level candidate usable for routing only,"verify author, edition, and page or passage before citation","Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-9A01EE43CA33,mb-internal-operating-support-020,Internal Operating Support Packet 020,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-E739A2A17EBF,mb-internal-operating-support-020,Internal Operating Support Packet 020,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-DA2BCAC9E8B3,mb-internal-operating-support-021,Internal Operating Support Packet 021,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-0C604F9E066F,mb-internal-operating-support-021,Internal Operating Support Packet 021,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-C845BE2A1819,mb-internal-operating-support-021,Internal Operating Support Packet 021,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-7BB713E367B7,mb-internal-operating-support-021,Internal Operating Support Packet 021,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-761F077F79AD,mb-internal-operating-support-021,Internal Operating Support Packet 021,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-C1D9554B9C05,mb-internal-operating-support-021,Internal Operating Support Packet 021,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-D634EC50EF80,mb-internal-operating-support-022,Internal Operating Support Packet 022,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-2C4C9828F248,mb-internal-operating-support-022,Internal Operating Support Packet 022,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-62674DE34D68,mb-internal-operating-support-022,Internal Operating Support Packet 022,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-9AC39855CCF3,mb-internal-operating-support-022,Internal Operating Support Packet 022,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-B1497F69A277,mb-internal-operating-support-022,Internal Operating Support Packet 022,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-A0A29A7736E7,mb-internal-operating-support-022,Internal Operating Support Packet 022,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-C43CEA15522D,mb-internal-operating-support-023,Internal Operating Support Packet 023,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-14A3AB95E77C,mb-internal-operating-support-023,Internal Operating Support Packet 023,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-EA8212034959,mb-internal-operating-support-023,Internal Operating Support Packet 023,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-AD1FEB760FD9,mb-internal-operating-support-023,Internal Operating Support Packet 023,"God, Time, and Knowledge William Hasker",title-level candidate usable for routing only,"verify author, edition, and page or passage before citation","Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-B2586BFD3FC6,mb-internal-operating-support-023,Internal Operating Support Packet 023,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-E2E0DBBAB7BB,mb-internal-operating-support-023,Internal Operating Support Packet 023,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-C6186E290024,mb-internal-operating-support-023,Internal Operating Support Packet 023,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-9ABA3397223D,mb-internal-operating-support-024,Internal Operating Support Packet 024,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-5C6979BF3301,mb-internal-operating-support-024,Internal Operating Support Packet 024,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-8EE9B0BA166E,mb-internal-operating-support-024,Internal Operating Support Packet 024,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-1EC2B4562001,mb-internal-operating-support-024,Internal Operating Support Packet 024,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-4B39A96A4918,mb-internal-operating-support-024,Internal Operating Support Packet 024,"God, Time, and Knowledge William Hasker",title-level candidate usable for routing only,"verify author, edition, and page or passage before citation","Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-753511F47820,mb-internal-operating-support-024,Internal Operating Support Packet 024,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-86DA8E865ED6,mb-internal-operating-support-024,Internal Operating Support Packet 024,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-A9782B26EDC1,mb-internal-operating-support-025,Internal Operating Support Packet 025,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-3F73C6CCB1DD,mb-internal-operating-support-025,Internal Operating Support Packet 025,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-28246375B019,mb-internal-operating-support-025,Internal Operating Support Packet 025,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-3909B248B6AC,mb-internal-operating-support-025,Internal Operating Support Packet 025,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-188F7F96988C,mb-internal-operating-support-025,Internal Operating Support Packet 025,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-9680A1FC7FFA,mb-internal-operating-support-025,Internal Operating Support Packet 025,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-974093334EBA,mb-internal-operating-support-026,Internal Operating Support Packet 026,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-AC5DCDCDF8DB,mb-internal-operating-support-026,Internal Operating Support Packet 026,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-EF815C65CD52,mb-internal-operating-support-026,Internal Operating Support Packet 026,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-215FE181E728,mb-internal-operating-support-026,Internal Operating Support Packet 026,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-FB8C6984CE6E,mb-internal-operating-support-026,Internal Operating Support Packet 026,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-03E10187AC54,mb-internal-operating-support-026,Internal Operating Support Packet 026,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-3A842CC6D87A,mb-internal-operating-support-027,Internal Operating Support Packet 027,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-CC41F7832BEF,mb-internal-operating-support-027,Internal Operating Support Packet 027,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-B2F2B3C277E7,mb-internal-operating-support-027,Internal Operating Support Packet 027,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-71A181845E28,mb-internal-operating-support-027,Internal Operating Support Packet 027,"God, Time, and Knowledge William Hasker",title-level candidate usable for routing only,"verify author, edition, and page or passage before citation","Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-C365C9E11A67,mb-internal-operating-support-027,Internal Operating Support Packet 027,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-732A820C4E3A,mb-internal-operating-support-027,Internal Operating Support Packet 027,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-8542DD784E77,mb-internal-operating-support-027,Internal Operating Support Packet 027,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-C6799D23329A,mb-internal-operating-support-028,Internal Operating Support Packet 028,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-70BC411AD073,mb-internal-operating-support-028,Internal Operating Support Packet 028,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-67550A36D0E5,mb-internal-operating-support-028,Internal Operating Support Packet 028,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-46F8CD8665CA,mb-internal-operating-support-028,Internal Operating Support Packet 028,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-179AB227BAC3,mb-internal-operating-support-028,Internal Operating Support Packet 028,"God, Time, and Knowledge William Hasker",title-level candidate usable for routing only,"verify author, edition, and page or passage before citation","Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-1344C1E05C82,mb-internal-operating-support-028,Internal Operating Support Packet 028,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-0997E87A91EB,mb-internal-operating-support-028,Internal Operating Support Packet 028,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-E55F45786E75,mb-internal-operating-support-029,Internal Operating Support Packet 029,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-FC7649BEE0B6,mb-internal-operating-support-029,Internal Operating Support Packet 029,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-352DA7818976,mb-internal-operating-support-029,Internal Operating Support Packet 029,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-52F8A5D315D2,mb-internal-operating-support-029,Internal Operating Support Packet 029,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-7F97522798F8,mb-internal-operating-support-029,Internal Operating Support Packet 029,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-712ED4CA7FDE,mb-internal-operating-support-029,Internal Operating Support Packet 029,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-3ACD1DAA2198,mb-internal-operating-support-030,Internal Operating Support Packet 030,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-E2F39BD6313F,mb-internal-operating-support-030,Internal Operating Support Packet 030,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-0044A8FCCA09,mb-internal-operating-support-030,Internal Operating Support Packet 030,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-0C8C93F8405C,mb-internal-operating-support-030,Internal Operating Support Packet 030,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-510D12165759,mb-internal-operating-support-030,Internal Operating Support Packet 030,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-228D41E9B18E,mb-internal-operating-support-030,Internal Operating Support Packet 030,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-15F910730123,mb-internal-operating-support-031,Internal Operating Support Packet 031,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-0A65B4B5AFA6,mb-internal-operating-support-031,Internal Operating Support Packet 031,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-20CFA48DB2E3,mb-internal-operating-support-031,Internal Operating Support Packet 031,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-E13D8A5029BA,mb-internal-operating-support-031,Internal Operating Support Packet 031,"God, Time, and Knowledge William Hasker",title-level candidate usable for routing only,"verify author, edition, and page or passage before citation","Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-FD146F97A6F8,mb-internal-operating-support-031,Internal Operating Support Packet 031,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-E5045454D21C,mb-internal-operating-support-031,Internal Operating Support Packet 031,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
