project_id,project,engine_file,source_role,source_use,candidate_title,candidate_author,candidate_routed_use,verification_limit,proof_step_supported,claim_boundary
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,expert system design,human-computer interaction and knowledge-work sources govern instrument usability.,Routledge Handbook of International Organization,Bob Reinalda,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,expert system design,human-computer interaction and knowledge-work sources govern instrument usability.,Hybrid Intelligence for Image Analysis and Understanding,Siddhartha Bhattacharyya & Indrajit Pan & Anirban Mukherjee & Paramartha Dutta,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,expert system design,human-computer interaction and knowledge-work sources govern instrument usability.,The Handbook of Communication Skills,Owen Hargie,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,governance boundary,privacy and release-governance sources govern what can become public.,The Oxford Handbook of Cyberpsychology,Alison Attrill-Smith & CHRIS FULLWOOD & MELANIE KEEP & Daria J. Kuss,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,governance boundary,privacy and release-governance sources govern what can become public.,Routledge Handbook of International Organization,Bob Reinalda,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,governance boundary,privacy and release-governance sources govern what can become public.,Hybrid Intelligence for Image Analysis and Understanding,Siddhartha Bhattacharyya & Indrajit Pan & Anirban Mukherjee & Paramartha Dutta,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-murano,MuranoOS Research Operating Environment,muranoos_source_engine.html,governance boundary,privacy and release-governance sources govern what can become public.,The Handbook of Communication Skills,Owen Hargie,"source basis for rooms, commands, persistence, organizational departments, and export boundaries.",metadata/title/category routing; close reading still required before citation or quotation.,Select a room and room contract. / Invoke one action through an instrument.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,tradecraft authority,"Heuer and structured analytic technique sources govern ACH, alternatives, diagnosticity, and bias control.",Psychology of Intelligence Analysis,Richards J. Heuer Jr.,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,tradecraft authority,"Heuer and structured analytic technique sources govern ACH, alternatives, diagnosticity, and bias control.",Psychology of Intelligence Analysis,Richard Heuer,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,tradecraft authority,"Heuer and structured analytic technique sources govern ACH, alternatives, diagnosticity, and bias control.",A Tradecraft Primer Structured Analytic Techniques,,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,tradecraft authority,"Heuer and structured analytic technique sources govern ACH, alternatives, diagnosticity, and bias control.",Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,Arpad Palfy,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,judgment limits,Kahneman and Tetlock-style judgment literature governs calibration and overconfidence checks.,Psychology of Intelligence Analysis,Richards J. Heuer Jr.,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,judgment limits,Kahneman and Tetlock-style judgment literature governs calibration and overconfidence checks.,Psychology of Intelligence Analysis,Richard Heuer,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,judgment limits,Kahneman and Tetlock-style judgment literature governs calibration and overconfidence checks.,A Tradecraft Primer Structured Analytic Techniques,,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,judgment limits,Kahneman and Tetlock-style judgment literature governs calibration and overconfidence checks.,Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,Arpad Palfy,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,human-AI assurance,"AI assurance sources govern when AI output should be accepted, rerun, narrowed, or blocked.",Psychology of Intelligence Analysis,Richards J. Heuer Jr.,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,human-AI assurance,"AI assurance sources govern when AI output should be accepted, rerun, narrowed, or blocked.",Psychology of Intelligence Analysis,Richard Heuer,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,human-AI assurance,"AI assurance sources govern when AI output should be accepted, rerun, narrowed, or blocked.",A Tradecraft Primer Structured Analytic Techniques,,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
row10,Analyst Assurance Workstation,analyst_workstation_source_engine.html,human-AI assurance,"AI assurance sources govern when AI output should be accepted, rerun, narrowed, or blocked.",Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,Arpad Palfy,"source basis for SAT selection, bias control, assumption checks, confidence gates, and human-AI delta proof.",metadata/title/category routing; close reading still required before citation or quotation.,Start with an AI answer and evidence set. / Choose a structured analytic technique or sequence.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,book-register authority,"strategy, democratic theory, and peace/conflict sources govern the three distinct book registers.",Genocide: A Comprehensive Introduction,Adam Jones,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,book-register authority,"strategy, democratic theory, and peace/conflict sources govern the three distinct book registers.",Carl von Clausewitz's On War,Hew Strachan,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,book-register authority,"strategy, democratic theory, and peace/conflict sources govern the three distinct book registers.",The Guatemalan Military Project: A Violence Called Democracy,Jennifer Schirmer,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,book-register authority,"strategy, democratic theory, and peace/conflict sources govern the three distinct book registers.","Hidden Genocides: Power, Knowledge, Memory",Alexander Laban Hinton & Thomas Lapointe & Douglas Irvin-Erickson,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,chapter architecture,"rhetoric and argument-structure sources govern opening, turn, closing image, and handoff.",Genocide: A Comprehensive Introduction,Adam Jones,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,chapter architecture,"rhetoric and argument-structure sources govern opening, turn, closing image, and handoff.",Carl von Clausewitz's On War,Hew Strachan,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,chapter architecture,"rhetoric and argument-structure sources govern opening, turn, closing image, and handoff.",The Guatemalan Military Project: A Violence Called Democracy,Jennifer Schirmer,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,chapter architecture,"rhetoric and argument-structure sources govern opening, turn, closing image, and handoff.","Hidden Genocides: Power, Knowledge, Memory",Alexander Laban Hinton & Thomas Lapointe & Douglas Irvin-Erickson,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,claim restraint,source and evidence ledgers govern what can be asserted in chapter prose.,Genocide: A Comprehensive Introduction,Adam Jones,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,claim restraint,source and evidence ledgers govern what can be asserted in chapter prose.,Carl von Clausewitz's On War,Hew Strachan,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,claim restraint,source and evidence ledgers govern what can be asserted in chapter prose.,The Guatemalan Military Project: A Violence Called Democracy,Jennifer Schirmer,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
trilogy,Book Trilogy,trilogy_source_engine.html,claim restraint,source and evidence ledgers govern what can be asserted in chapter prose.,"Hidden Genocides: Power, Knowledge, Memory",Alexander Laban Hinton & Thomas Lapointe & Douglas Irvin-Erickson,"source basis for book-specific registers, security restraint, democratic dialectic, and repair-after-violence claims.",metadata/title/category routing; close reading still required before citation or quotation.,Select canonical chapter and public book mapping. / Recover argument backbone and source role.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,domain ground,"Russia/Soviet/security-studies sources ground regime-security, military, and influence variables.",Putin Takes Crimea 2014: Grey-Zone Warfare Opens the Russia-Ukraine Conflict,Mark Galeotti,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,domain ground,"Russia/Soviet/security-studies sources ground regime-security, military, and influence variables.",Armies of Russia's War in Ukraine,Mark Galeotti,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,domain ground,"Russia/Soviet/security-studies sources ground regime-security, military, and influence variables.",Russian Grand Strategy: Rhetoric and Reality,Samuel Charap & Dara Massicot & Miranda Priebe & Alyssa Demus & Clint Reach & Mark Stalczynski & Eugeniu Han & Lynn E. Davis,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,domain ground,"Russia/Soviet/security-studies sources ground regime-security, military, and influence variables.",1601017 Conley KremlinPlaybook Web,,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,counter-source,rival interpretations prevent polished one-sided analysis.,Putin Takes Crimea 2014: Grey-Zone Warfare Opens the Russia-Ukraine Conflict,Mark Galeotti,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,counter-source,rival interpretations prevent polished one-sided analysis.,Armies of Russia's War in Ukraine,Mark Galeotti,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,counter-source,rival interpretations prevent polished one-sided analysis.,Russian Grand Strategy: Rhetoric and Reality,Samuel Charap & Dara Massicot & Miranda Priebe & Alyssa Demus & Clint Reach & Mark Stalczynski & Eugeniu Han & Lynn E. Davis,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,counter-source,rival interpretations prevent polished one-sided analysis.,1601017 Conley KremlinPlaybook Web,,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,tradecraft method,structured analysis sources govern confidence and uncertainty language.,Putin Takes Crimea 2014: Grey-Zone Warfare Opens the Russia-Ukraine Conflict,Mark Galeotti,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,tradecraft method,structured analysis sources govern confidence and uncertainty language.,Armies of Russia's War in Ukraine,Mark Galeotti,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,tradecraft method,structured analysis sources govern confidence and uncertainty language.,Russian Grand Strategy: Rhetoric and Reality,Samuel Charap & Dara Massicot & Miranda Priebe & Alyssa Demus & Clint Reach & Mark Stalczynski & Eugeniu Han & Lynn E. Davis,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
russia-desk,Russia Security Desk,russia_source_engine.html,tradecraft method,structured analysis sources govern confidence and uncertainty language.,1601017 Conley KremlinPlaybook Web,,"source basis for source-family variables, confidence effects, military adaptation, and bounded Russia judgments.",metadata/title/category routing; close reading still required before citation or quotation.,Select claim and source family. / Assign analytic variable and rival interpretation.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,records authority,archive and provenance practices govern identity and supersession.,Libraries of the Mind,William Marx,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,records authority,archive and provenance practices govern identity and supersession.,Intelligence and Information Policy for National Security: Key Terms and Concepts,Jan Goldman & Susan Maret,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,records authority,archive and provenance practices govern identity and supersession.,Art and Fear,David Bayles & Ted Orland,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,records authority,archive and provenance practices govern identity and supersession.,Building Imaginary Worlds,Mark J. P. Wolf,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,deduplication,evidence-ingest practices govern duplicate and derivative records.,Libraries of the Mind,William Marx,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,deduplication,evidence-ingest practices govern duplicate and derivative records.,Intelligence and Information Policy for National Security: Key Terms and Concepts,Jan Goldman & Susan Maret,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,deduplication,evidence-ingest practices govern duplicate and derivative records.,Art and Fear,David Bayles & Ted Orland,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,deduplication,evidence-ingest practices govern duplicate and derivative records.,Building Imaginary Worlds,Mark J. P. Wolf,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,project routing,portfolio and research-governance rules govern whether an artifact becomes public work.,Libraries of the Mind,William Marx,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,project routing,portfolio and research-governance rules govern whether an artifact becomes public work.,Intelligence and Information Policy for National Security: Key Terms and Concepts,Jan Goldman & Susan Maret,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,project routing,portfolio and research-governance rules govern whether an artifact becomes public work.,Art and Fear,David Bayles & Ted Orland,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
master-bundle-atlas,Master Bundle Atlas,master_bundle_source_engine.html,project routing,portfolio and research-governance rules govern whether an artifact becomes public work.,Building Imaginary Worlds,Mark J. P. Wolf,"source basis for packet identity, extraction state, authority, routing, and next-action decisions.",metadata/title/category routing; close reading still required before citation or quotation.,Identify packet and version signal. / Extract role-bearing substance.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-capstone-quantitative,Quantitative Capstone Future-Work Branch,quant_capstone_source_engine.html,experimental design,"methods sources govern condition balance, reliability, null, ambiguous, and disconfirmation rules.",Deception: Counterdeception and Counterintelligence,Robert M. Clark & William L. Mitchell,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare condition family and scoring dimension. / Apply reliability and ambiguity rules.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-capstone-quantitative,Quantitative Capstone Future-Work Branch,quant_capstone_source_engine.html,experimental design,"methods sources govern condition balance, reliability, null, ambiguous, and disconfirmation rules.",The Oxford Handbook of AI Governance,Justin B. Bullock & Yu-Che Chen & Johannes Himmelreich & Valerie M. Hudson & Anton Korinek & Matthew M. Young & Baobao Zhang,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare condition family and scoring dimension. / Apply reliability and ambiguity rules.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-capstone-quantitative,Quantitative Capstone Future-Work Branch,quant_capstone_source_engine.html,experimental design,"methods sources govern condition balance, reliability, null, ambiguous, and disconfirmation rules.",The Palgrave Handbook of Malicious Use of AI and Psychological Security,Evgeny Pashentsev,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare condition family and scoring dimension. / Apply reliability and ambiguity rules.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-capstone-quantitative,Quantitative Capstone Future-Work Branch,quant_capstone_source_engine.html,experimental design,"methods sources govern condition balance, reliability, null, ambiguous, and disconfirmation rules.","Artificial Intelligence, Management and Trust",Mariusz Sołtysik & Magda Gawłowska & Bartlomiej Sniezynski & Artur Gunia,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare condition family and scoring dimension. / Apply reliability and ambiguity rules.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-capstone-quantitative,Quantitative Capstone Future-Work Branch,quant_capstone_source_engine.html,AI-evaluation frame,AI assurance and retrieval-security sources govern conditions and measurement surfaces.,Deception: Counterdeception and Counterintelligence,Robert M. Clark & William L. Mitchell,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare condition family and scoring dimension. / Apply reliability and ambiguity rules.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
native-capstone-quantitative,Quantitative Capstone Future-Work Branch,quant_capstone_source_engine.html,AI-evaluation frame,AI assurance and retrieval-security sources govern conditions and measurement surfaces.,The Oxford Handbook of AI Governance,Justin B. Bullock & Yu-Che Chen & Johannes Himmelreich & Valerie M. Hudson & Anton Korinek & Matthew M. Young & Baobao Zhang,"source basis for mixed-speed poisoning, authority-wrapper attacks, omission attacks, and review-burden proof.",metadata/title/category routing; close reading still required before citation or quotation.,Declare condition family and scoring dimension. / Apply reliability and ambiguity rules.,May strengthen proof design and source-utilization plan; may not be treated as passage-level warrant without close-read record.
