capture_id,execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,capture_type,fixture_hash,operation_hash,expected_output_hash,acceptance_hash,falsifier_hash,acceptance_result,simulated_observation,source_gate,claim_after_capture,next_live_capture_step
PCS-A70AD4300E11,PER-1D8D0B3DADBD,PC-894CC0FA8655,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,2c964c50cbb31089,5a21c9e3afbd7460,1d2dc464c47fee02,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C6C755A0E7BE,PER-34FDA51B67F5,PC-BA06A32ECD7A,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,source-update capture required,d097504ad866fa38,e6be1ed3cdd393b4,dce72243d37b86a4,827a5da2cf53f8bf,a88588f11de0b86a,PASS_WITH_SOURCE_UPDATE_GATE,"Package proof exists for packet promotion decision record, but the linked source update must revise the proof capsule before stronger claims are released.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim package proof with a source-update gate; stronger citation or literature claims remain blocked until close-read update is recorded.,Complete the linked source close-read update for packet promotion decision record; then capture a live runtime trace only if making operational or user-ready claims.
PCS-FA2884FC414A,PER-FFADB7E29EB9,PC-B9AB091CF309,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,ba959727c1e3c3ca,9adc9275ea9204a2,c9b9e748bfcdc691,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-63407B7BA278,PER-575B6D19AEA6,PC-55C4842C4F6A,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,e76f1a5ec2870b08,98e6ecb12bd058c2,93f07ddb57543d72,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-97C86EBF691D,PER-679ECFAFD93F,PC-C38D4F0718B3,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,b839f48f617f1702,0811df84587b0533,cf9362a4d96572ff,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-69A26607BE5D,PER-EBC81EF337E6,PC-5939342DECD7,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,d5883c86a3f699b2,943165a3717f5a23,f22e01c679749d61,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-D95E9887C073,PER-6BDE99F0585E,PC-373694603F9D,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,047cb4209e9a46a8,fb8273c475a81193,1a5154dc47b3490a,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-221212567BAC,PER-0993B1C0F838,PC-A2F43ACDED2D,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,source-update capture required,2568866f43ba4178,b804e42a7b0903f4,935265c858232c97,827a5da2cf53f8bf,a88588f11de0b86a,PASS_WITH_SOURCE_UPDATE_GATE,"Package proof exists for packet promotion decision record, but the linked source update must revise the proof capsule before stronger claims are released.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim package proof with a source-update gate; stronger citation or literature claims remain blocked until close-read update is recorded.,Complete the linked source close-read update for packet promotion decision record; then capture a live runtime trace only if making operational or user-ready claims.
PCS-5368235157F0,PER-47CB96471888,PC-0758DC56A919,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,55ad73befa59e3d3,18ee948dfa9cf565,fa90ed7f5144f031,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-11EDE548F168,PER-D2A0C1FE3CE6,PC-624E0ECB541F,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,ce078b6690ea330c,02e81b4953c8221d,c12c0b47ef486715,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-4A3C72A98BC2,PER-D9AF5B284D87,PC-00A3C632C7F6,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,0d810570d4556898,5699b25875fdd634,4bdaf177578c932e,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-7CB788DC85D0,PER-A120FB75017A,PC-2B54B8FB50D9,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,ccbe744ef19ca10e,61cf297d28f0dd24,1124aae4ed910e3d,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-799CA46E84FC,PER-DD061D8F3BF0,PC-7C61F0AF8F80,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,b13f408974c17b35,ac22b121a1105233,c3df6b75983e5084,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-EFC4233166DA,PER-788B34C65DE6,PC-AB51B5E9221F,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,ced6847c2991f9ec,af5f39aa710ea278,7520415af5c7cfa6,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-23A343843249,PER-881129BB3A43,PC-AC25224C5501,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,9512994a045b4b13,37dba587c5206a97,6440609d34adea93,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-5C8D63690B4D,PER-6F4460E22B9E,PC-C4FB165496C7,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,source-update capture required,9dfc6d342f3bab24,af5f39aa710ea278,5308e92b0c659b38,827a5da2cf53f8bf,a88588f11de0b86a,PASS_WITH_SOURCE_UPDATE_GATE,"Package proof exists for packet promotion decision record, but the linked source update must revise the proof capsule before stronger claims are released.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim package proof with a source-update gate; stronger citation or literature claims remain blocked until close-read update is recorded.,Complete the linked source close-read update for packet promotion decision record; then capture a live runtime trace only if making operational or user-ready claims.
PCS-4CFF8E14EF6B,PER-CCA42FBB86A7,PC-7578493AF907,mb-isc-symposium-command-room-handoff-pass3-done,ISC Symposium Command,packet promotion decision record,deterministic simulated capture,96642dffe6b4b159,a9e8efbe8f37b6b3,ca8cf87cc0c72ffe,827a5da2cf53f8bf,a88588f11de0b86a,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected packet promotion decision record, acceptance decision, falsifier check, and claim boundary for ISC Symposium Command.","Complete 4 close-read contract(s), update 12 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-2E34F222443A,PER-84F2C508678E,PC-5B535575C654,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,14cf30161bcbdee6,4d99553cc2426bef,0af16ebf4dd9a891,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-0255997CA941,PER-823A4450DB22,PC-2F1E756E9CE1,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,aa27d44c38dc8797,7726a40d20ba7934,c3a57530a6d66acf,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-F391E1FA5AA2,PER-35FDB27B1E39,PC-BB0BE18E4B27,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,d948838ca4c6345d,1aac71ea9e8e42e7,73074a9be1deea0e,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-DC70B9E7B95C,PER-21B32D97D754,PC-59DE85564FCB,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,029e2053586e8661,ba89cb77d673be2b,73e3df36d755a7f8,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-9DD693A08A5F,PER-802BA0E56EAD,PC-3ED0715010E1,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,4280d7655b537694,3a39a3e26b55d0e2,9170ca0a3d1d0f28,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-040A36CEEF91,PER-6B7DECEE163B,PC-08F89E982494,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,c198c196072c6820,482d6fa2bc0c3a91,8fa87014681e9fa3,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-48B2DB7859C4,PER-8A38D5A48E44,PC-A518FE8B057D,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,5865623092a13a05,3bb45051e089f6d9,66e6a6c88177dd6f,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-13DCBC9422AA,PER-B81F597A6AFB,PC-3520C1C08722,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,2568866f43ba4178,36ee7394f71c04d8,935265c858232c97,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-941F77DF8448,PER-03ECD21327B9,PC-17E8D61B377C,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,53cb25dfa0312230,4e6ac869fc27e7ae,d7ba4c0e878c24cd,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-690215D2736C,PER-58A8E7F4B69B,PC-3EABF9C7EE64,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,55ad73befa59e3d3,18ee948dfa9cf565,fa90ed7f5144f031,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-B1A19CCA5443,PER-E9C154111AE5,PC-78F97B71442F,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,0d810570d4556898,4633ad7d86cdb442,4bdaf177578c932e,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-9D2A76698299,PER-65FF7A9A37A3,PC-350362F46B1B,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,ccbe744ef19ca10e,ee8e8237fc7f6849,1124aae4ed910e3d,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C5FDF9217404,PER-3E1116959C92,PC-9106B6163699,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,b13f408974c17b35,e8dc220091066287,c3df6b75983e5084,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-051DA8EEEB5C,PER-C0FA0A94B7CF,PC-8CF841DCD56F,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,ced6847c2991f9ec,af5f39aa710ea278,7520415af5c7cfa6,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-B9A3F67CA241,PER-884F73849165,PC-FAAA5B81F46C,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,9512994a045b4b13,37dba587c5206a97,6440609d34adea93,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-8A2491C5B5AA,PER-193E073E8D57,PC-585C764B5E10,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,9dfc6d342f3bab24,af5f39aa710ea278,5308e92b0c659b38,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-12B28EEBDC11,PER-33CF669685D6,PC-3CC971088491,mb-murano-chamber-handoff,Chamber of Refractions,state transition proof record,deterministic simulated capture,96642dffe6b4b159,8d864d515ef95853,ca8cf87cc0c72ffe,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Refractions.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-D4A50C0FCB6E,PER-F54458B27489,PC-D3710E20887C,mb-murano-chamber-of-record-handoff,Chamber of Record,state transition proof record,deterministic simulated capture,28b1cfbec51d24b7,b9f4a2bbcf29419d,716b1eeccb81b880,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Record.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-33D4D8889642,PER-316955C0A6A8,PC-FC87C288E7C6,mb-murano-chamber-of-record-handoff,Chamber of Record,state transition proof record,deterministic simulated capture,e088448e79d4fde2,e9e0662d7acd8478,f9d1b40da8a79597,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Record.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-D59FA7D5BA40,PER-3AC13070066A,PC-E48F987FB255,mb-murano-chamber-of-record-handoff,Chamber of Record,state transition proof record,deterministic simulated capture,5798c828abb131ee,2a070e22f535ae3b,73fd084e1c5a5c1f,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Record.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-0B7C579C0239,PER-23DFD0E2661D,PC-DB2DD5355406,mb-murano-chamber-of-record-handoff,Chamber of Record,state transition proof record,deterministic simulated capture,d76830126c868047,5c20ad3c71019312,049047fde3cfa480,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Chamber of Record.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
