project_id,product_name,capture_records,simulated_captures,package_receipts,source_update_gates,live_capture_still_required,strongest_next_capture_action
mb-internal-operating-support-012,Internal Operating Support Packet 012,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-015,Internal Operating Support Packet 015,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-016,Internal Operating Support Packet 016,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-019,Internal Operating Support Packet 019,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-020,Internal Operating Support Packet 020,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-023,Internal Operating Support Packet 023,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-024,Internal Operating Support Packet 024,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-027,Internal Operating Support Packet 027,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-028,Internal Operating Support Packet 028,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-031,Internal Operating Support Packet 031,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-032,Internal Operating Support Packet 032,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-035,Internal Operating Support Packet 035,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-internal-operating-support-036,Internal Operating Support Packet 036,7,6,0,1,7,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-redteamlab-proper-handoff-zip-2026-04-14,Cumulative-patch consolidator (4 historical patch packs merged),17,6,8,3,9,"Capture a real live runtime trace for packet promotion decision record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
native-iscproposals,Counterintelligence Surveillance Framework,17,6,8,3,9,"Capture a real live runtime trace for implementation scenario trace; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]",17,5,9,3,8,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-narrative-furnace-handoff-pack-2026-04-14,Narrative Furnace,17,5,9,3,8,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
isc-proposals,Counterintelligence Surveillance Framework - Beyond Surveillance Maximalism: a Smart Surveillance Scaling (S3) proposal,11,4,4,3,7,"Capture a real live runtime trace for implementation scenario trace; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
mb-ci-handoff-package,32 interdisciplinary frameworks attributed to specific thinkers,17,4,10,3,7,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-dialectic-engine-room-pass1-handoff,Dialectic Engine,17,4,10,3,7,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,9,4,2,3,7,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,9,4,2,3,7,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-russia-security-handoff-packet-done,CARE framework gray-zone counter-strategy + red-team critique,17,3,11,3,6,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-sat-handoff-v1,Canonical SAT dedup: 106 techniques normalized across 11 catalogues,17,3,11,3,6,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",3,3,0,0,3,"Capture a real live runtime trace for source-to-output bridge record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
critical-functions-observatory,Critical Functions Observatory - defensive UAS / critical-infrastructure research lab,17,2,12,3,5,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",17,2,12,3,5,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,17,2,12,3,5,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-russia-security-desk,Russia Security Desk,8,2,3,3,5,Complete the linked source close-read update for state transition proof record; then capture a live runtime trace only if making operational or user-ready claims.
decision-advantage-system,Decision Advantage System - operating architecture for intelligence and security organizations,17,1,13,3,4,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
algorithmic-active-measures,Algorithmic Active Measures - data poisoning as counterintelligence tradecraft in AI-mediated intelligence analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
analytical-methodology,"Analytical Methodology - eleven discipline pages from a Georgetown Applied Intelligence curriculum, treating each analytical method as its own working surface",17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
analytical-methods,Structured Analytic Technique Studio,8,0,8,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
applied-history,Applied History - lab for using historical case study to inform contemporary policy,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
bias-atlas,Bias Atlas - cognitive-bias catalogue grounded in Heuer and Kahneman,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
capstone-orig,Qualitative Capstone - qualitative analysis of analyst response to AI-introduced corruption,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
cognitive-firewall-instruments,Cognitive Firewall Instruments - authoring defensive instruments against AI-mediated analytic corruption,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",11,0,8,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
genocide-lab,Comparative Genocide Lab - comparative analysis of mass political violence across ten canonical dimensions,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
historical-studies,"Historical Studies - eleven historical and operational case studies, including the manuscript Trilogy",10,0,10,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
master-bundle-atlas,Master Bundle Packet Promotion Atlas,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-capstone-handoff-package,Red Cell CI analysis of Russian cognitive deception; 12 COA dossiers,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-ci-career-conversation-handoff-done,Conversation capture with structured JSON handoff,17,0,14,3,3,Complete the linked source close-read update for packet promotion decision record; then capture a live runtime trace only if making operational or user-ready claims.
mb-cia-russian-ci-handoff-packet,Credential stack + 90-day plan + Competency Tracker CSV,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-ic-analytic-technique-compendium-bundle-v0-1-v1-3,13 snapshot workbooks; 11-phase build scaffold - AI-assisted methods,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-russia-intelligence-analysis-final-handoff,3-page Russia integrated-strategy assessment (V1-V4 convergence),17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
mb-russian-reference-handoff-final,100-item ranked bibliography with verification levels A/B/C × core/extended,17,0,14,3,3,Complete the linked source close-read update for packet promotion decision record; then capture a live runtime trace only if making operational or user-ready claims.
mb-visible-chat-handoff-package,Russian-studies bibliography + reflexive meta-analysis session,17,0,14,3,3,Complete the linked source close-read update for packet promotion decision record; then capture a live runtime trace only if making operational or user-ready claims.
native-africa,Colonial Encounter in Africa,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-aifailure-tax,AI Failure Taxonomy,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-aigov-nav,AI Governance Navigator,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-aiintel-cycle,AI Intelligence Cycle,17,0,14,3,3,Complete the linked source close-read update for source-to-output bridge record; then capture a live runtime trace only if making operational or user-ready claims.
native-aiknowledge-prod,AI Knowledge Production,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-aimodel-assess,AI Model Assessment,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-aiosintnarr,AI OSINT Narrative Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-aiprompt-eng,AI Prompt Engineering,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-aisatvis,AI Structured Analysis Visualization,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-aishared-instruments,AI Shared Instruments,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-amfp,Washington-Jefferson Era Foreign Policy,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-analyst-assurance-desk,Analyst Assurance Desk,8,0,5,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-atanalysis,Analysis Tradecraft,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-berlin,Berlin Occupation Zones and Refugee Crisis,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-capstone-defense,Cognitive Firewalls Capstone Defense,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-capstone-defense-noland,Cognitive Firewalls Defense Room,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-capstone-quantitative,Quantitative Capstone Workbench,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-cianalysis,Counterintelligence Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-cicc,ICC Complementarity Case Room,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-cmanalysis,Collection Management Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-coanalysis,Counterintelligence Operations Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-crusades,Crusades and Mediterranean Order,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-cyanalysis,Cyber Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-ddianalysis,Directorate Analysis Method,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-east-asia,East Asian War and Strategic Tradition,17,0,14,3,3,Complete the linked source close-read update for state transition proof record; then capture a live runtime trace only if making operational or user-ready claims.
native-etanalysis,Emerging Technology Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-fwanalysis,Foreign Warning Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-hsanalysis,Homeland Security Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-icanalysis,Intelligence Community Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,10,0,10,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-mideast,Ottoman Palestine and Early Zionism,17,0,14,3,3,Complete the linked source close-read update for state transition proof record; then capture a live runtime trace only if making operational or user-ready claims.
native-mongol,Mongol Empire Military Systems,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-murano,MuranoOS Research Operating Environment,11,0,11,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-peace,Track II Diplomacy and Peacebuilding,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-poison-rag,Retrieval Integrity And Poison-RAG Evaluation Harness,9,0,9,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-psanalysis,Political Strategy Analysis,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-russia,Russia,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-russia-history-room,Russia Historical Context Room,8,0,5,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-trilogy-showcase,Book Trilogy Showcase,11,0,11,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-trilogy-showcase-atlas,Book Trilogy Atlas,11,0,11,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-war-theory,War Theory and Strategic Culture,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-wargaming,Alliance Crisis Wargaming,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
native-western,Western Political Thought and the Ideal State,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",11,0,11,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
planning,"Development Process - how projects move from idea to built, reviewed work",17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
poison-rag-defense-annex,Adversarial Evidence Corruption Technical Annex Harness,9,0,9,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row10,Structured Human-AI Analyst Workstation,8,0,8,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),17,0,14,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,10,0,7,3,3,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row7,Nexus Research Pipeline,101,0,101,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
russia-desk,Russia Source-To-Judgment Desk,8,0,8,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
structured-analysis-toolkit,Structured Techniques Toolkit - authoring and refinement workspace for disciplined analytic instruments,8,0,8,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
trilogy,Book Trilogy Manuscript Governance System,11,0,11,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
wargaming,Wargaming - theater-level alliance-crisis wargame workbench,17,0,17,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
warrant-chamber,Source & Evidence Review - tracking what supports each claim and what still needs review,3,0,3,0,0,"Capture a live runtime trace only if making deployment, user-ready, or outside-validation claims."
