source_note_id,source_candidate,locator_status,public_file_label,extension,collection_hint,match_score,matched_tokens,extraction_status,pages_total,pages_scanned,scan_scope,extractor,top_terms,candidate_phrase_cues,concept_family,passage_contract_count,claim_boundary
SCN-B5CB6240FF13,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy,candidate_file_found,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance - Arpad Palfy.pdf,.pdf,Kindle/PDF source library candidate,206.0,"arpad, bridging, collection, data, governance, information, intelligence, palfy, processing",extracted,13,13,full_document_scan,PyMuPDF,"intelligence, information, management, knowledge, processing, collection, organizations, international, governance, arpad","knowledge management, international intelligence, intelligence information, arpad palfy, intelligence organizations, intelligence enterprise",intelligence-analysis method and warning,5,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-4DA2A157587F,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy (2),candidate_file_found,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance - Arpad Palfy (2).pdf,.pdf,Kindle/PDF source library candidate,206.0,"arpad, bridging, collection, data, governance, information, intelligence, palfy, processing",extracted,13,13,full_document_scan,PyMuPDF,"intelligence, information, management, knowledge, processing, collection, organizations, international, governance, arpad","knowledge management, international intelligence, intelligence information, arpad palfy, intelligence organizations, intelligence enterprise",intelligence-analysis method and warning,5,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-D2A46BDA0EBB,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance PDOC,candidate_file_found,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance - Arpad Palfy.pdf,.pdf,Kindle/PDF source library candidate,110.875,"bridging, collection, data, governance, information, intelligence, processing",extracted,13,13,full_document_scan,PyMuPDF,"intelligence, information, management, knowledge, processing, collection, organizations, international, governance, organization","knowledge management, international intelligence, intelligence information, arpad palfy, intelligence organizations, intelligence enterprise",intelligence-analysis method and warning,4,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-6C0E97FAAA29,Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,candidate_file_found,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance - Arpad Palfy.pdf,.pdf,Kindle/PDF source library candidate,186.0,"bridging, collection, data, governance, information, intelligence, processing",extracted,13,13,full_document_scan,PyMuPDF,"intelligence, information, management, knowledge, processing, collection, organizations, international, governance, organization","knowledge management, international intelligence, intelligence information, arpad palfy, intelligence organizations, intelligence enterprise",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-58BDB1D0019B,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),candidate_file_found,Brief Answers to the Big Questions by Stephen Hawking .epub,.epub,Local scholarly source library candidate,91.0,"answers, brief, hawking, questions, stephen",extracted,,27,epub_full_html_items,zipfile-epub-html,"black, space, universe, science, questions, years, earth, energy, light, future","black holes, answers questions, brief answers, general relativity, event horizon, gravitational waves",general source strengthening,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-799788BAD1F7,"Buffer Thinking in Chinese Foreign and Security Policy The Reasoning behind China's Policies toward North Korea, Taiwan, and Mongolia Yu Hua Chen",candidate_file_found,"Rethinking Chinese Foreign Policy - Security, Development, and Ideology - Hai Guo.epub",.epub,Bookshare source library candidate,40.25,"chinese, foreign, policy, security",extracted,,6,epub_full_html_items,zipfile-epub-html,"china, chinese, foreign, states, policy, international, world, economic, political, state","foreign policy, united states, china foreign, world order, foreign affairs, imperial court",security strategy and institutional constraint,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-D810043A0881,Building Imaginary Worlds,candidate_file_found,Building Imaginary Worlds - Mark J. P. Wolf.pdf,.pdf,Kindle/PDF source library candidate,146.0,"building, imaginary, worlds",extracted,537,120,capped_first_120_pages,PyMuPDF,"world, worlds, imaginary, primary, secondary, story, narrative, audience, media, fictional","primary world, imaginary worlds, secondary world, world building, secondary worlds, imaginary world","interpretive, narrative, or democratic-formation frame",0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-6C5F7E42EAB8,By Way of Deception,candidate_file_found,By Way of Deception - Victor Ostrovsky et al.pdf,.pdf,Kindle/PDF source library candidate,126.0,deception,extracted,274,120,capped_first_120_pages,PyMuPDF,"soviet, angleton, nosenko, intelligence, golitsyn, bagley, deception, division, information, counterintelligence","soviet division, soviet intelligence, united states, intelligence services, soviet union, counterintelligence staff",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-DB9DB8514BF6,Central and Eastern European Perspectives on International Relations Viatcheslav Morozov auth Russias Postcolonial Identity A Subaltern Empire in a Eurocentric World Palgrave Macmi,candidate_file_found,Central and Eastern European Perspectives on International Relations Viatcheslav Morozov auth - Russias Postcolonial Identity A Subaltern Empire in a Eurocentric World - Palgrav...,.pdf,Kindle/PDF source library candidate,285.944,"auth, central, eastern, empire, eurocentric, european, identity, international, morozov, palgrave, perspectives, postcolonial",extracted,218,120,capped_first_120_pages,PyMuPDF,"russia, postcolonial, russian, subaltern, identity, world, international, theory, political, western","postcolonial identity, russia postcolonial, foreign policy, world politics, international society, subaltern empire",Russia/security-domain grounding,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-EA0B98905919,Challenges in Intelligence Analysis: Lessons From 1300 BCE to the Present,candidate_file_found,Challenges in Intelligence Analysis Lessons From 1300 BCE to the Present - Timothy Walton.pdf,.pdf,Kindle/PDF source library candidate,156.0,"challenges, intelligence, lessons, present",extracted,310,120,capped_first_120_pages,PyMuPDF,"intelligence, challenges, analysts, information, german, british, germany, britain, world, military","challenges intelligence, recommended reading, united states, attempts challenges, decision making, questions further",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-0C64551CE9BC,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,candidate_file_found,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive - Sharon Kangisser Cohen et al.pdf,.pdf,Kindle/PDF source library candidate,226.0,"aftermath, archive, children, cohen, historical, holocaust, kangisser, kestenberg, psychological, sharon, studies",extracted,276,120,capped_first_120_pages,PyMuPDF,"children, child, holocaust, survivors, parents, jewish, kestenberg, postwar, interviews, family","child survivors, survivors holocaust, mental health, child survivor, holocaust survivors, holocaust child",security strategy and institutional constraint,9,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-C9CF078562AC,Civilization and Its Discontents,candidate_file_found,Civilization and Its Discontents - Sigmund Freud.pdf,.pdf,Kindle/PDF source library candidate,136.0,"civilization, discontents",extracted,79,79,full_document_scan,PyMuPDF,"culture, civilization, human, guilt, sense, itself, individual, happiness, sexual, conscience","sense guilt, outer world, external world, human beings, feelings guilt, pleasure principle",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-1FF8D9182BCA,Clausewitz in the Twenty-First Century,candidate_file_found,Clausewitz in the Twenty - First Century - Hew Strachan et al (2).pdf,.pdf,Kindle/PDF source library candidate,146.0,"century, clausewitz, twenty",extracted,329,120,capped_first_120_pages,PyMuPDF,"deterrence, policy, nuclear, states, united, weapons, military, purpose, actors, national","united states, nuclear weapons, twenty century, policy purpose, nonstate actors, deterrence twenty",security strategy and institutional constraint,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-FFB60255DF62,Cognitive Linguistics Basic Readings Dirk Geeraerts (2),candidate_file_found,Cognitive Linguistics Basic Readings - Dirk Geeraerts (2).pdf,.pdf,Kindle/PDF source library candidate,176.0,"basic, cognitive, dirk, geeraerts, linguistics, readings",extracted,493,120,capped_first_120_pages,PyMuPDF,"cognitive, linguistics, grammar, language, speci, structure, linguistic, meaning, semantic, grammatical","cognitive linguistics, cognitive grammar, ronald langacker, above table, speci cations, rough guide",general source strengthening,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-24877F702DBD,Cognitive Linguistics Dirk Geeraerts PDOC,candidate_file_found,Cognitive Linguistics - Dirk Geeraerts PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"cognitive, dirk, geeraerts, linguistics, pdoc",extracted,493,120,capped_first_120_pages,PyMuPDF,"cognitive, linguistics, grammar, language, speci, structure, linguistic, meaning, semantic, grammatical","cognitive linguistics, cognitive grammar, ronald langacker, above table, speci cations, rough guide",general source strengthening,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-0AA773700340,Computational Techniques for Intelligence Analysis: A Cognitive Approach,candidate_file_found,Computational Techniques for Intelligence Analysis A Cognitive Approach - Vincenzo Loia et al.pdf,.pdf,Kindle/PDF source library candidate,166.0,"approach, cognitive, computational, intelligence, techniques",extracted,53,53,full_document_scan,PyMuPDF,"intelligence, information, cognition, interview, informants, analysts, cognitive, department, process, approach","intelligence department, intelligence policing, evans jonathan, logic appropriateness, theoretical framework, intelligence national",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-BBBFB92090CC,Conflict Management and Peacebuilding Pillars of a New American Grand Strategy Dr. Volker C. Franke et al,candidate_file_found,Conflict Management and Peacebuilding Pillars of a New American Grand Strategy - Dr. Volker C. Franke et al.pdf,.pdf,Kindle/PDF source library candidate,206.0,"american, conflict, franke, grand, management, peacebuilding, pillars, strategy, volker",extracted,424,120,capped_first_120_pages,PyMuPDF,"power, states, military, world, united, security, national, global, american, international","united states, grand strategy, conflict management, national security, smart power, military forces",security strategy and institutional constraint,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-A4B305EA1E15,Cooking as a Chemical Reaction Culinary Science With Experiments Z. Sibel Ozilgen,candidate_file_found,Cooking as a Chemical Reaction Culinary Science With Experiments - Z. Sibel Ozilgen.pdf,.pdf,Kindle/PDF source library candidate,196.0,"chemical, cooking, culinary, experiments, ozilgen, reaction, science, sibel",extracted,296,120,capped_first_120_pages,PyMuPDF,"water, ebook777, ebooks, sugar, table, chemical, culinary, foods, cooking, temperature","ebooks ebook777, ebook777 ebooks, ebook777 cooking, cooking chemical, chemical reaction, science behind",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-26C32E34ADDA,"Corporate Security Management: Challenges, Risks, and Strategies",candidate_file_found,"Corporate Security Management Challenges, Risks, and Strategies - Marko Cabric.pdf",.pdf,Kindle/PDF source library candidate,176.0,"challenges, corporate, management, risks, security, strategies",extracted,243,120,capped_first_120_pages,PyMuPDF,"security, corporate, business, management, company, information, companies, product, people, processes","corporate security, security management, business continuity, private security, security companies, manned guarding",security strategy and institutional constraint,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-296FE3FE8670,Creating a Constitution Transcrip (2021 01 02 03 51 07 UTC),candidate_file_found,Creating a Constitution - Transcrip (2021 01 02 03 51 07 UTC).pdf,.pdf,Kindle/PDF source library candidate,146.0,"constitution, creating, transcrip",extracted,7,7,full_document_scan,PyMuPDF,"convention, really, constitution, people, going, government, state, states, debate, think","constitutional convention, national government, people really, confederation congress, federal convention, george washington",general source strengthening,2,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-B9FF410A03A5,Critical Thinking Skills,candidate_file_found,Critical Thinking Skills - Stella Cottrell (2).pdf,.pdf,Kindle/PDF source library candidate,146.0,"critical, skills, thinking",extracted,232,120,capped_first_120_pages,PyMuPDF,"critical, argument, thinking, skills, people, reasons, conclusion, author, arguments, passage","critical thinking, thinking skills, stella cottrell, skills palgrave, palgrave macmillan, cottrell critical",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-A49EC70BD460,Cultural Histories of Democracy Studies in Political Culture Since the 19th Century - Germany and Beyond Thomas Mergel,candidate_file_found,"God, Tsar, and People The Political Culture of Early Modern Russia - Daniel B. Rowland.pdf",.pdf,Kindle/PDF source library candidate,20.154,"culture, political",extracted,420,120,capped_first_120_pages,PyMuPDF,"timofeev, kurbskii, history, vremennik, ideas, muscovite, century, people, kliuchevskii, historians","fennell history, timofeev vremennik, ideas timofeev, sixteenth century, seventeenth century, history fennell",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-66BCF6EA5EAF,DAVID KAISER Cold War requisitions scientific manpower and the production of American physicists after World War II PDOC,candidate_file_found,DAVID KAISER Cold War requisitions scientific manpower and the production of American physicists after World War II PDOC.pdf,.pdf,Kindle/PDF source library candidate,226.0,"american, cold, david, kaiser, manpower, pdoc, physicists, production, requisitions, scientific, world",extracted,29,29,full_document_scan,PyMuPDF,"physics, physicists, manpower, american, students, graduate, science, scientific, training, department","graduate students, american physicists, scientific manpower, united states, training american, physics department",security strategy and institutional constraint,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-CABF10A5FAF2,Deception Counterdeception and Counterintelligence Robert M. Clark et al,candidate_file_found,Deception Counterdeception and Counterintelligence - Robert M. Clark et al.pdf,.pdf,Kindle/PDF source library candidate,166.0,"clark, counterdeception, counterintelligence, deception, robert",extracted,88,88,full_document_scan,PyMuPDF,"counterintelligence, intelligence, national, science, publishers, incorporated, foreign, strategic, security, century","science publishers, publishers incorporated, century counterintelligence, deady science, copyright science, rights reserved",intelligence-analysis method and warning,3,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-523D4902EF24,Deception Counterdeception and Counterintelligence Robert M. Clark et al (2),candidate_file_found,Deception Counterdeception and Counterintelligence - Robert M. Clark et al (2).pdf,.pdf,Kindle/PDF source library candidate,166.0,"clark, counterdeception, counterintelligence, deception, robert",extracted,88,88,full_document_scan,PyMuPDF,"counterintelligence, intelligence, national, science, publishers, incorporated, foreign, strategic, security, century","science publishers, publishers incorporated, century counterintelligence, deady science, copyright science, rights reserved",intelligence-analysis method and warning,2,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-20AD7B00DF57,Deception: Counterdeception and Counterintelligence,candidate_file_found,Deception Counterdeception and Counterintelligence - Robert M. Clark et al.pdf,.pdf,Kindle/PDF source library candidate,146.0,"counterdeception, counterintelligence, deception",extracted,88,88,full_document_scan,PyMuPDF,"counterintelligence, intelligence, national, science, publishers, incorporated, foreign, strategic, security, century","science publishers, publishers incorporated, century counterintelligence, deady science, copyright science, rights reserved",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-2DA924524CD2,Dialectic of Enlightenment Theodor W. Adorno et al,candidate_file_found,Dialectic of Enlightenment - Theodor W. Adorno et al (2).pdf,.pdf,Kindle/PDF source library candidate,156.0,"adorno, dialectic, enlightenment, theodor",extracted,203,120,capped_first_120_pages,PyMuPDF,"enlightenment, political, university, world, state, social, history, century, liberal, arendt","beyond common, common measure, political studies, twentieth century, studies enlightenment, second world","interpretive, narrative, or democratic-formation frame",1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-6D0C5AF761F4,Dialectic of Enlightenment Theodor W. Adorno et al (2),candidate_file_found,Dialectic of Enlightenment - Theodor W. Adorno et al (2).pdf,.pdf,Kindle/PDF source library candidate,156.0,"adorno, dialectic, enlightenment, theodor",extracted,203,120,capped_first_120_pages,PyMuPDF,"enlightenment, political, university, world, state, social, history, century, liberal, arendt","beyond common, common measure, political studies, twentieth century, studies enlightenment, second world","interpretive, narrative, or democratic-formation frame",1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-DF7017A6EA2D,Discourse of Race in Modern China Frank Dikotter Dikotter PDOC,candidate_file_found,Discourse of Race in Modern China - Frank Dikotter Dikotter PDOC.pdf,.pdf,Kindle/PDF source library candidate,186.0,"china, dikotter, discourse, frank, modern, pdoc, race",extracted,231,120,capped_first_120_pages,PyMuPDF,"china, racial, chinese, people, century, white, black, yellow, world, foreign","nineteenth century, liang qichao, united states, white black, symbolic universe, modern china",general source strengthening,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-7FC2976FCAF3,"Disinformation and Counternarratives in International Security Cognitive Competition Gustavo Díaz Matey, Pablo Moral",candidate_file_found,"Disinformation and Counternarratives in International Security - Cognitive Competition - Gustavo Díaz Matey, Pablo Moral.epub",.epub,Bookshare source library candidate,216.0,"cognitive, competition, counternarratives, disinformation, gustavo, international, matey, moral, pablo, security",extracted,,3,epub_full_html_items,zipfile-epub-html,"international, narratives, return, disinformation, https, political, information, cognitive, actors, state","social media, international relations, united nations, international order, disinformation campaigns, cognitive warfare",security strategy and institutional constraint,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-2EBD4AFD1FC0,Encyclopedia of Cryptography and Security,candidate_file_found,Encyclopedia of Cryptography and Security - Henk C. A. van Tilborg.pdf,.pdf,Kindle/PDF source library candidate,146.0,"cryptography, encyclopedia, security",extracted,697,120,capped_first_120_pages,PyMuPDF,"security, access, encryption, authentication, schemes, information, scheme, message, algorithm, computer","springer verlag, verlag berlin, notes computer, lecture notes, computer science, access control",technical/adversarial system mechanism,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-1E5B7114AEFE,Encyclopedia of GIS,candidate_file_found,Encyclopedia of GIS - Shashi Shekhar (4).pdf,.pdf,Kindle/PDF source library candidate,126.0,encyclopedia,extracted,1392,120,capped_first_120_pages,PyMuPDF,"university, spatial, query, information, arcgis, software, aggregate, geographic, autocorrelation, objects","spatial autocorrelation, state university, university minnesota, aggregate queries, computer science, minnesota minneapolis",security strategy and institutional constraint,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-35D72675FE8D,Encyclopedia of World History,candidate_file_found,Encyclopedia of World History - Marsha E. Ackermann et al.pdf,.pdf,Kindle/PDF source library candidate,146.0,"encyclopedia, history, world",extracted,3540,120,capped_first_120_pages,PyMuPDF,"world, houghton, mifflin, company, years, history, record, encyclopedia, contents, bibliographic","houghton mifflin, mifflin company, world history, encyclopedia world, bibliographic record, subject index",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-40D1E864C1A3,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",candidate_file_found,"Gancels Culinary Encyclopedia of Modern Cooking 1920 - Gancel, Joseph. [from old catalog].pdf",.pdf,Kindle/PDF source library candidate,196.0,"catalog, cooking, culinary, encyclopedia, gancel, gancels, joseph, modern",extracted,520,120,capped_first_120_pages,PyMuPDF,"sauce, cream, divers, sliced, chervil, around, crust, royal, cooked, green","culinary encyclopedia, sweet peppers, gancel culinary, grated cheese, english style, chaud froid",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-89879BAE1F37,"God, Time, and Knowledge William Hasker",candidate_file_found,"God, Time, and Knowledge - William Hasker.pdf",.pdf,Kindle/PDF source library candidate,156.0,"hasker, knowledge, time, william",extracted,224,120,capped_first_120_pages,PyMuPDF,"knowledge, middle, counterfactuals, world, foreknowledge, future, freedom, truth, counterfactual, power","middle knowledge, counterfactuals freedom, actual world, possible worlds, simple foreknowledge, truth counterfactual",general source strengthening,18,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-D74DDFF670E1,Handbook of Artificial Intelligence and Wearables: Applications and Case Studies,candidate_file_found,Handbook of Artificial Intelligence and Wearables Applications and Case Studies - Edited by Hemachandran K et al.pdf,.pdf,Kindle/PDF source library candidate,176.0,"applications, artificial, case, intelligence, studies, wearables",extracted,409,120,capped_first_120_pages,PyMuPDF,"wearables, smart, simulation, learning, university, india, model, machine, agents, yield","machine learning, smart wearables, woxsen university, hyderabad india, university hyderabad, artificial intelligence",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-6F4EF8D84E10,"Handbook of Attachment: Theory, Research, and Clinical Applications",candidate_file_found,"Handbook of Attachment Theory, Research, and Clinical Applications - Jude Cassidy et al.pdf",.pdf,Kindle/PDF source library candidate,156.0,"applications, attachment, clinical, theory",extracted,1090,120,capped_first_120_pages,PyMuPDF,"attachment, child, bowlby, theory, infant, mother, development, ainsworth, behavior, university","attachment theory, attachment figure, department psychology, child development, psychology university, attachment behavior",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-212F8372FD63,"Hidden Genocides: Power, Knowledge, Memory",candidate_file_found,"Hidden Genocides Power, Knowledge, Memory - Alexander Laban Hinton et al.pdf",.pdf,Kindle/PDF source library candidate,166.0,"genocides, hidden, knowledge, memory, power",extracted,353,120,capped_first_120_pages,PyMuPDF,"genocide, holocaust, human, rights, genocides, museum, canadian, colonial, canada, hidden","human rights, genocide studies, united states, canadian museum, museum human, hidden genocides","interpretive, narrative, or democratic-formation frame",0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-72A95A69B2B0,Historical Dictionary of Signals Intelligence,candidate_file_found,Historical Dictionary of Signals Intelligence - Nigel West.pdf,.pdf,Kindle/PDF source library candidate,156.0,"dictionary, historical, intelligence, signals",extracted,1324,120,capped_first_120_pages,PyMuPDF,"allen, altman, interview, london, robert, woody, paris, cinema, films, american","woody allen, robert altman, sight sound, sound london, robert aldrich, lindsay anderson",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-628CEFAAD740,Human Rights and War Through Civilian Eyes Thomas W Smith,candidate_file_found,Human Rights and War Through Civilian Eyes - Thomas W Smith.pdf,.pdf,Kindle/PDF source library candidate,176.0,"civilian, eyes, human, rights, smith, thomas",extracted,272,120,capped_first_120_pages,PyMuPDF,"rights, human, humanitarian, civilians, military, civilian, international, people, right, armed","human rights, rights norms, armed conflict, rights watch, modern warfare, norms modern",security strategy and institutional constraint,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-0BE6B0EE8873,Hybrid Intelligence for Image Analysis and Understanding,candidate_file_found,Hybrid Intelligence for Image Analysis and Understanding - Siddhartha Bhattacharyya et al.pdf,.pdf,Kindle/PDF source library candidate,156.0,"hybrid, image, intelligence, understanding",extracted,679,120,capped_first_120_pages,PyMuPDF,"image, figure, based, algorithm, table, proposed, different, images, algorithms, segmentation","image segmentation, class levels, bengal india, computer science, based algorithm, information technology",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-5A696F8A3509,Innovation and the Arms Race How the United States and the Soviet Union Develop New Military Technologies Matthew Evangelista,candidate_file_found,Innovation and the Arms Race How the United States and the Soviet Union Develop New Military Technologies - Matthew Evangelista.pdf,.pdf,Kindle/PDF source library candidate,236.0,"arms, develop, evangelista, innovation, matthew, military, race, soviet, states, technologies, union, united",extracted,317,120,capped_first_120_pages,PyMuPDF,"soviet, military, innovation, weapons, policy, states, technology, united, international, union","united states, soviet union, decision making, soviet military, weapons innovation, foreign policy",Russia/security-domain grounding,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-77C4E2894A31,Intelligence and Information Policy for National Security: Key Terms and Concepts,candidate_file_found,Intelligence and Information Policy for National Security Key Terms and Concepts - Jan Goldman et al.pdf,.pdf,Kindle/PDF source library candidate,186.0,"concepts, information, intelligence, national, policy, security, terms",extracted,672,120,capped_first_120_pages,PyMuPDF,"intelligence, information, security, national, accessed, policy, department, defense, terms, january","national security, accessed january, department defense, information policy, accessed february, united states",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-AE3FF654806B,Intelligence and Intelligence Analysis,candidate_file_found,Intelligence and Intelligence Analysis - Patrick F. Walsh (2).pdf,.pdf,Kindle/PDF source library candidate,126.0,intelligence,extracted,353,120,capped_first_120_pages,PyMuPDF,"intelligence, security, policing, national, practice, agencies, environment, police, areas, zealand","national security, policing intelligence, intelligence practice, security intelligence, intelligence capabilities, security environment",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-B527DF087E32,International Encyclopedia of Social & Behavioral Sciences,candidate_file_found,International Encyclopedia of Social & Behavioral Sciences - N. J. Smelser et al.pdf,.pdf,Kindle/PDF source library candidate,166.0,"behavioral, encyclopedia, international, sciences, social",extracted,755,120,capped_first_120_pages,PyMuPDF,"university, professor, department, social, economics, sociology, sciences, studies, international, assistant","professor department, social sciences, assistant professor, associate professor, state university, political science",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-542E99D0A9BF,Libraries of the Mind,candidate_file_found,Libraries of the Mind - William Marx.pdf,.pdf,Kindle/PDF source library candidate,136.0,"libraries, mind",extracted,127,120,capped_first_120_pages,PyMuPDF,"library, libraries, literature, mental, invisible, books, world, literary, order, however","invisible libraries, invisible library, mental libraries, ideal order, world library, twentieth century","interpretive, narrative, or democratic-formation frame",0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-1345FB341398,"Literacy as Involvement: The Acts of Writers, Readers, and Texts",candidate_file_found,"Literacy as Involvement The Acts of Writers, Readers, and Texts - Deborah Brandt.pdf",.pdf,Kindle/PDF source library candidate,176.0,"acts, involvement, literacy, readers, texts, writers",extracted,174,120,capped_first_120_pages,PyMuPDF,"literacy, writing, language, reading, literate, writer, involvement, social, writers, written","writing reading, writer reader, written language, literacy involvement, writers readers, reading writing",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-40561C11054E,National Security and Counterintelligence in the Era of Cyber Espionage Eugenie de Silva,candidate_file_found,National Security and Counterintelligence in the Era of Cyber Espionage - Eugenie de Silva.pdf,.pdf,Kindle/PDF source library candidate,186.0,"counterintelligence, cyber, espionage, eugenie, national, security, silva",extracted,338,120,capped_first_120_pages,PyMuPDF,"internet, information, cyber, security, global, digital, espionage, online, terrorism, terrorist","cyber espionage, civil society, mirror faces, national security, state actors, cyber attacks",intelligence-analysis method and warning,3,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-F15D6D6A930E,"National, European and Human Security: From Co-Existence to Convergence",candidate_file_found,"National, European and Human Security From Co - Existence to Convergence - Mary Martin et al.pdf",.pdf,Kindle/PDF source library candidate,176.0,"convergence, european, existence, human, national, security",extracted,235,120,capped_first_120_pages,PyMuPDF,"security, human, european, national, defence, military, french, german, forces, policy","human security, national security, armed forces, security policy, european union, security strategy",security strategy and institutional constraint,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
