source_depth_id,project_id,product_name,source_role,source_candidate,source_note_id,quote_candidate_id,utilization_depth_level,utilization_depth_score,depth_status_plain,locator_status,extraction_status,scan_scope,concept_family,concept_detail_cues,quote_candidate_status,artifact_to_change,test_to_update,not_maxed_out_because,next_close_read_action,public_claim_allowed_now
SUD-DA25CC33B2D0,mb-dialectic-engine-room-pass1-handoff,Dialectic Engine,counter-source or limitation,Dialectic of Enlightenment Theodor W. Adorno et al (2),SCN-6D0C5AF761F4,QCN-2DA924524CD2,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,"interpretive, narrative, or democratic-formation frame","beyond common, common measure, political studies, twentieth century, studies enlightenment, second world",duplicate_source_uses_canonical_quote_candidate,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-0F230E343FAC,mb-dialectic-engine-room-pass1-handoff,Dialectic Engine,source-to-output bridge,"Beyond Hegel and Dialectic Speculation, Cult, and Comedy William Desmond",SCN-2AB361F5B8B2,QCN-2AB361F5B8B2,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,"interpretive, narrative, or democratic-formation frame","speculative philosophy, dialectical mediation, thought thinking, dialectical middle, thinking itself, instrumental reason",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-85B5C1C369A0,mb-dialectic-engine-room-pass1-handoff,Dialectic Engine,close-read requirement,Dialectic of Enlightenment Theodor W. Adorno et al (2),SCN-6D0C5AF761F4,QCN-2DA924524CD2,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,"interpretive, narrative, or democratic-formation frame","beyond common, common measure, political studies, twentieth century, studies enlightenment, second world",duplicate_source_uses_canonical_quote_candidate,"close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-9E040C49BE5C,mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,method authority,Encyclopedia of GIS,SCN-1E5B7114AEFE,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"spatial autocorrelation, state university, university minnesota, aggregate queries, computer science, minnesota minneapolis",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-AE9C468148B5,mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,technical mechanism,Art and Fear,SCN-CEEF3457F411,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"outside world, conceptual worlds, fears yourself, academic world, fears others, every artist",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-DBE2A3283F25,mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,evaluation standard,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,SCN-0C64551CE9BC,QCN-0C64551CE9BC,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"child survivors, survivors holocaust, mental health, child survivor, holocaust survivors, holocaust child",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-521C45186B42,mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,counter-source or limitation,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,SCN-0C64551CE9BC,QCN-0C64551CE9BC,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"child survivors, survivors holocaust, mental health, child survivor, holocaust survivors, holocaust child",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-EE61AF70DC34,mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,source-to-output bridge,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,SCN-0C64551CE9BC,QCN-0C64551CE9BC,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"child survivors, survivors holocaust, mental health, child survivor, holocaust survivors, holocaust child",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-C5F59D522E00,mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,close-read requirement,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,SCN-0C64551CE9BC,QCN-0C64551CE9BC,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"child survivors, survivors holocaust, mental health, child survivor, holocaust survivors, holocaust child",candidate_short_excerpt_selected,"close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-0790A339DBB8,mb-fractal-keep-handoff-v1,Fractal Keep,method authority,Peace Education From the Grassroots,SCN-C901CF525F07,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"peace education, ebscohost printed, printed mcgill, mcgill subject, subject https, https ebsco",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-875657BA96B1,mb-fractal-keep-handoff-v1,Fractal Keep,technical mechanism,Building Imaginary Worlds,SCN-D810043A0881,QCN-D810043A0881,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,"interpretive, narrative, or democratic-formation frame","primary world, imaginary worlds, secondary world, world building, secondary worlds, imaginary world",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-8BF895EC7460,mb-fractal-keep-handoff-v1,Fractal Keep,evaluation standard,Building Imaginary Worlds,SCN-D810043A0881,QCN-D810043A0881,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,"interpretive, narrative, or democratic-formation frame","primary world, imaginary worlds, secondary world, world building, secondary worlds, imaginary world",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-ECC1A77CC94B,mb-fractal-keep-handoff-v1,Fractal Keep,counter-source or limitation,Libraries of the Mind,SCN-542E99D0A9BF,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,"interpretive, narrative, or democratic-formation frame","invisible libraries, invisible library, mental libraries, ideal order, world library, twentieth century",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-A39CB755A165,mb-fractal-keep-handoff-v1,Fractal Keep,source-to-output bridge,Encyclopedia of GIS,SCN-1E5B7114AEFE,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"spatial autocorrelation, state university, university minnesota, aggregate queries, computer science, minnesota minneapolis",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-90FBCFCBC75D,mb-fractal-keep-handoff-v1,Fractal Keep,close-read requirement,Routledge Handbook of Forest Ecology,SCN-BEAFDB7F35BD,QCN-BEAFDB7F35BD,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"north america, boreal forests, temperate forests, temperate forest, north american, northern temperate",candidate_short_excerpt_selected,"close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-0BB94AFFEF9D,mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,method authority,On the History of Film Style,SCN-7673360BE4C6,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"standard version, basic story, stylistic history, bardeche brasillach, version stylistic, defending defining",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-D14FA1E0ED21,mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,technical mechanism,Hybrid Intelligence for Image Analysis and Understanding,SCN-0BE6B0EE8873,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,intelligence-analysis method and warning,"image segmentation, class levels, bengal india, computer science, based algorithm, information technology",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-B5CBAA19E990,mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,evaluation standard,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,SCN-0C64551CE9BC,QCN-0C64551CE9BC,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"child survivors, survivors holocaust, mental health, child survivor, holocaust survivors, holocaust child",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-BBCAFCD913A3,mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,counter-source or limitation,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,SCN-0C64551CE9BC,QCN-0C64551CE9BC,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"child survivors, survivors holocaust, mental health, child survivor, holocaust survivors, holocaust child",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-1CDD8E1AF7DB,mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,source-to-output bridge,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,SCN-0C64551CE9BC,QCN-0C64551CE9BC,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"child survivors, survivors holocaust, mental health, child survivor, holocaust survivors, holocaust child",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-BBD8B8E4233A,mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,close-read requirement,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,SCN-0C64551CE9BC,QCN-0C64551CE9BC,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"child survivors, survivors holocaust, mental health, child survivor, holocaust survivors, holocaust child",candidate_short_excerpt_selected,"close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-F2AB43860C97,mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]",method authority,2aMassage Techniques and Effects Presentation PDOC,SCN-744D896D2B90,QCN-E2062223DA89,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,full_document_scan,general source strengthening,"massage techniques, massage therapy, qualities massage, massage application, techniques effects, effects massage",duplicate_source_uses_canonical_quote_candidate,"method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-28CD448101BB,mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]",technical mechanism,Intelligence and Information Policy for National Security: Key Terms and Concepts,SCN-77C4E2894A31,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,intelligence-analysis method and warning,"national security, accessed january, department defense, information policy, accessed february, united states",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-DC53B330E6E9,mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]",evaluation standard,A Tradecraft Primer Structured Analytic Techniques,SCN-7E0AC3CDB83C,QCN-7E0AC3CDB83C,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,full_document_scan,intelligence-analysis method and warning,"devil advocacy, value added, united states, assumptions check, competing hypotheses, impact probability",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-0592A804A22E,mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]",counter-source or limitation,A Tradecraft Primer Structured Analytic Techniques,SCN-7E0AC3CDB83C,QCN-7E0AC3CDB83C,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,full_document_scan,intelligence-analysis method and warning,"devil advocacy, value added, united states, assumptions check, competing hypotheses, impact probability",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-0B649D9FBF07,mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]",source-to-output bridge,A Tradecraft Primer Structured Analytic Techniques,SCN-7E0AC3CDB83C,QCN-7E0AC3CDB83C,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,full_document_scan,intelligence-analysis method and warning,"devil advocacy, value added, united states, assumptions check, competing hypotheses, impact probability",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-40F01076007A,mb-georgetown-technique-registry-master-50-bundle,"50-course Georgetown SSP registry; 7,500+ technique lines; capstone plug tags [SR/EP/IR/SC/G]",close-read requirement,A Tradecraft Primer Structured Analytic Techniques,SCN-7E0AC3CDB83C,QCN-7E0AC3CDB83C,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,full_document_scan,intelligence-analysis method and warning,"devil advocacy, value added, united states, assumptions check, competing hypotheses, impact probability",candidate_short_excerpt_selected,"close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-6F3AB3DA95CC,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,method authority,Art and Fear,SCN-CEEF3457F411,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"outside world, conceptual worlds, fears yourself, academic world, fears others, every artist",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-8957360BE3B7,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,technical mechanism,Encyclopedia of GIS,SCN-1E5B7114AEFE,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"spatial autocorrelation, state university, university minnesota, aggregate queries, computer science, minnesota minneapolis",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-AD8232FAC078,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,evaluation standard,Peace Education From the Grassroots,SCN-C901CF525F07,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"peace education, ebscohost printed, printed mcgill, mcgill subject, subject https, https ebsco",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-576E6BBCEDB5,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,counter-source or limitation,Routledge Handbook of Forest Ecology,SCN-BEAFDB7F35BD,QCN-BEAFDB7F35BD,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"north america, boreal forests, temperate forests, temperate forest, north american, northern temperate",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-3C775D38C310,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,source-to-output bridge,Encyclopedia of World History,SCN-35D72675FE8D,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"houghton mifflin, mifflin company, world history, encyclopedia world, bibliographic record, subject index",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
