close_read_task_id,project_id,product_name,source_role,source_candidate,quote_candidate_id,current_depth_level,required_action,output_to_update,test_to_update,completion_evidence_required
CRT-AEB8AADB7CC1,mb-internal-operating-support-008,Internal Operating Support Packet 008,close-read requirement,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-722E0B32FA75,mb-internal-operating-support-009,Internal Operating Support Packet 009,method authority,Peace Education From the Grassroots,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-17EAF06BC772,mb-internal-operating-support-009,Internal Operating Support Packet 009,technical mechanism,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-78FC39D9C2C4,mb-internal-operating-support-009,Internal Operating Support Packet 009,evaluation standard,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-FAA95A2374E9,mb-internal-operating-support-009,Internal Operating Support Packet 009,counter-source or limitation,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-4977E3DB7A8E,mb-internal-operating-support-009,Internal Operating Support Packet 009,source-to-output bridge,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-79A7D2B304EB,mb-internal-operating-support-009,Internal Operating Support Packet 009,close-read requirement,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-3EA8C5214552,mb-internal-operating-support-010,Internal Operating Support Packet 010,method authority,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2D639EFC2BD6,mb-internal-operating-support-010,Internal Operating Support Packet 010,technical mechanism,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-58EF0C2D9AA8,mb-internal-operating-support-010,Internal Operating Support Packet 010,evaluation standard,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-FFE810B44C57,mb-internal-operating-support-010,Internal Operating Support Packet 010,counter-source or limitation,Routledge Handbook of Forest Ecology,QCN-BEAFDB7F35BD,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-055042E78A2E,mb-internal-operating-support-010,Internal Operating Support Packet 010,source-to-output bridge,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-E1453BE170D9,mb-internal-operating-support-010,Internal Operating Support Packet 010,close-read requirement,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-AF1C93BAEC69,mb-internal-operating-support-011,Internal Operating Support Packet 011,method authority,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-AEC80278D858,mb-internal-operating-support-011,Internal Operating Support Packet 011,technical mechanism,Art and Fear,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-222C7FF742F2,mb-internal-operating-support-011,Internal Operating Support Packet 011,evaluation standard,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-1A401229654D,mb-internal-operating-support-011,Internal Operating Support Packet 011,counter-source or limitation,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-45A06481264B,mb-internal-operating-support-011,Internal Operating Support Packet 011,source-to-output bridge,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-F63DF2734165,mb-internal-operating-support-011,Internal Operating Support Packet 011,close-read requirement,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-366D6362CA3C,mb-internal-operating-support-012,Internal Operating Support Packet 012,method authority,Peace Education From the Grassroots,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-4522F7E32A5A,mb-internal-operating-support-012,Internal Operating Support Packet 012,technical mechanism,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-E765E4886891,mb-internal-operating-support-012,Internal Operating Support Packet 012,evaluation standard,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-DAB82631751E,mb-internal-operating-support-012,Internal Operating Support Packet 012,counter-source or limitation,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-797AF2F163BC,mb-internal-operating-support-012,Internal Operating Support Packet 012,source-to-output bridge,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-8FDA3027B5EC,mb-internal-operating-support-012,Internal Operating Support Packet 012,close-read requirement,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2BAAAC40A433,mb-internal-operating-support-013,Internal Operating Support Packet 013,method authority,Art and Fear,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-7EB45FC0456E,mb-internal-operating-support-013,Internal Operating Support Packet 013,technical mechanism,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-3E1F44169182,mb-internal-operating-support-013,Internal Operating Support Packet 013,evaluation standard,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-0A151679D8A9,mb-internal-operating-support-013,Internal Operating Support Packet 013,counter-source or limitation,Routledge Handbook of Forest Ecology,QCN-BEAFDB7F35BD,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-58C1FC41A995,mb-internal-operating-support-013,Internal Operating Support Packet 013,source-to-output bridge,Intelligence and Information Policy for National Security: Key Terms and Concepts,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-0207D768C508,mb-internal-operating-support-013,Internal Operating Support Packet 013,close-read requirement,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-436EC3952240,mb-internal-operating-support-014,Internal Operating Support Packet 014,method authority,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-FEE16043DE44,mb-internal-operating-support-014,Internal Operating Support Packet 014,technical mechanism,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-E9032823AEDD,mb-internal-operating-support-014,Internal Operating Support Packet 014,evaluation standard,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-D1FC3B407D13,mb-internal-operating-support-014,Internal Operating Support Packet 014,counter-source or limitation,Encyclopedia of World History,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-BE3283F5C94F,mb-internal-operating-support-014,Internal Operating Support Packet 014,source-to-output bridge,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-7B45FCC9830E,mb-internal-operating-support-014,Internal Operating Support Packet 014,close-read requirement,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-25D2B2641857,mb-internal-operating-support-015,Internal Operating Support Packet 015,method authority,Intelligence and Information Policy for National Security: Key Terms and Concepts,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-DD600107AC12,mb-internal-operating-support-015,Internal Operating Support Packet 015,technical mechanism,Art and Fear,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-971494E5EC44,mb-internal-operating-support-015,Internal Operating Support Packet 015,evaluation standard,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2DCF40E3B68E,mb-internal-operating-support-015,Internal Operating Support Packet 015,counter-source or limitation,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-DC946CC7998F,mb-internal-operating-support-015,Internal Operating Support Packet 015,source-to-output bridge,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-C33096DEFA33,mb-internal-operating-support-015,Internal Operating Support Packet 015,close-read requirement,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-82170FFF2AA2,mb-internal-operating-support-016,Internal Operating Support Packet 016,method authority,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-A724AB4CCC3C,mb-internal-operating-support-016,Internal Operating Support Packet 016,technical mechanism,Peace Education From the Grassroots,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-02B8A409C403,mb-internal-operating-support-016,Internal Operating Support Packet 016,evaluation standard,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-138EC948EA35,mb-internal-operating-support-016,Internal Operating Support Packet 016,counter-source or limitation,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-6EE97439694B,mb-internal-operating-support-016,Internal Operating Support Packet 016,source-to-output bridge,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-4123EB08178A,mb-internal-operating-support-016,Internal Operating Support Packet 016,close-read requirement,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",source test: metadata-routed sources require close reading before citation or quotation,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-D42DE65527E5,mb-internal-operating-support-017,Internal Operating Support Packet 017,method authority,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-DA2E997ED1FC,mb-internal-operating-support-017,Internal Operating Support Packet 017,technical mechanism,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-B38C85704242,mb-internal-operating-support-017,Internal Operating Support Packet 017,evaluation standard,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-CB1C11946F8B,mb-internal-operating-support-017,Internal Operating Support Packet 017,counter-source or limitation,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-A9AD110823F0,mb-internal-operating-support-017,Internal Operating Support Packet 017,source-to-output bridge,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-877FEAE78EEE,mb-internal-operating-support-017,Internal Operating Support Packet 017,close-read requirement,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-5D68780A34A8,mb-internal-operating-support-018,Internal Operating Support Packet 018,method authority,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-6BDF30482D61,mb-internal-operating-support-018,Internal Operating Support Packet 018,technical mechanism,Peace Education From the Grassroots,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-612A2FCE2D1A,mb-internal-operating-support-018,Internal Operating Support Packet 018,evaluation standard,On the History of Film Style,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-DFBABBF0E7A2,mb-internal-operating-support-018,Internal Operating Support Packet 018,counter-source or limitation,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-6187035018A9,mb-internal-operating-support-018,Internal Operating Support Packet 018,source-to-output bridge,On the History of Film Style,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-38B6884DB895,mb-internal-operating-support-018,Internal Operating Support Packet 018,close-read requirement,Encyclopedia of World History,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-37C7238FDB06,mb-internal-operating-support-019,Internal Operating Support Packet 019,method authority,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-99019BD915DF,mb-internal-operating-support-019,Internal Operating Support Packet 019,technical mechanism,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-EBE4D14719F0,mb-internal-operating-support-019,Internal Operating Support Packet 019,evaluation standard,"God, Time, and Knowledge William Hasker",QCN-89879BAE1F37,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
