quote_candidate_id,source_note_id,source_candidate,public_file_label,quote_candidate_status,canonical_quote_candidate_id,candidate_short_excerpt,candidate_excerpt_word_count,candidate_location,quote_scan_status,quote_scan_scope,quote_extractor,selection_basis,human_verification_status,claim_boundary
QCN-6C0E97FAAA29,SCN-6C0E97FAAA29,Bridging the Gap between Collection and Analysis: Intelligence Information Processing and Data Governance,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance - Arpad Palfy.pdf,duplicate_source_uses_canonical_quote_candidate,QCN-B5CB6240FF13,,0,,not_scanned_duplicate_public_label,,,Duplicate public source label; public package avoids repeating verbatim candidate excerpts.,not_human_verified,Use the canonical quote candidate only as a selection cue until a human verifies exact wording and citation location.
QCN-58BDB1D0019B,SCN-58BDB1D0019B,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),Brief Answers to the Big Questions by Stephen Hawking .epub,candidate_short_excerpt_selected,QCN-58BDB1D0019B,"If general relativity is correct and the energy density is positive, the surface area of the event horizon-the...",18,epub-item-20,scanned,epub_35_html_items,zip-html,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-799788BAD1F7,SCN-799788BAD1F7,"Buffer Thinking in Chinese Foreign and Security Policy The Reasoning behind China's Policies toward North Korea, Taiwan, and Mongolia Yu Hua Chen","Rethinking Chinese Foreign Policy - Security, Development, and Ideology - Hai Guo.epub",candidate_short_excerpt_selected,QCN-799788BAD1F7,Each approach underscores a core motivation behind China's diplomatic style and decision-making processes in foreign affairs: realism emphasizes...,18,epub-item-4,scanned,epub_18_html_items,zip-html,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-D810043A0881,SCN-D810043A0881,Building Imaginary Worlds,Building Imaginary Worlds - Mark J. P. Wolf.pdf,candidate_short_excerpt_selected,QCN-D810043A0881,"And since our own Primary World has become a highly mediated one, with much of what we know...",18,p.34,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 5; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-6C5F7E42EAB8,SCN-6C5F7E42EAB8,By Way of Deception,By Way of Deception - Victor Ostrovsky et al.pdf,candidate_short_excerpt_selected,QCN-6C5F7E42EAB8,"With the assistance of the CIA's Office of Security, which has responsibility for ferreting out moles, Angleton arranged...",18,p.65,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 5; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-DB9DB8514BF6,SCN-DB9DB8514BF6,Central and Eastern European Perspectives on International Relations Viatcheslav Morozov auth Russias Postcolonial Identity A Subaltern Empire in a Eurocentric World Palgrave Macmi,Central and Eastern European Perspectives on International Relations Viatcheslav Morozov auth - Russias Postcolonial Identity A Subaltern Empire in a Eurocentric World - Palgrav...,candidate_short_excerpt_selected,QCN-DB9DB8514BF6,"Russia's Postcolonial Identity A Subaltern Empire in a Eurocentric World Viatcheslav Morozov Professor of EU-Russia Studies, University of...",18,p.4,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 9; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-EA0B98905919,SCN-EA0B98905919,Challenges in Intelligence Analysis: Lessons From 1300 BCE to the Present,Challenges in Intelligence Analysis Lessons From 1300 BCE to the Present - Timothy Walton.pdf,candidate_short_excerpt_selected,QCN-EA0B98905919,"The perspective in Challenges in Intelligence Analysis: Lessons from 1300 BCE to the Present, therefore, is that what...",18,p.17,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-0C64551CE9BC,SCN-0C64551CE9BC,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive - Sharon Kangisser Cohen et al.pdf,candidate_short_excerpt_selected,QCN-0C64551CE9BC,Title: Children in the Holocaust and its aftermath: historical and psychological studies of the Kestenberg Archive / edited by...,18,p.4,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 11; score: 114.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-C9CF078562AC,SCN-C9CF078562AC,Civilization and Its Discontents,Civilization and Its Discontents - Sigmund Freud.pdf,candidate_short_excerpt_selected,QCN-C9CF078562AC,"But if mans sense of guilt goes back to the murder of the father, that was undoubtedly an...",18,p.66,scanned,first_79_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 4; score: 60.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-1FF8D9182BCA,SCN-1FF8D9182BCA,Clausewitz in the Twenty-First Century,Clausewitz in the Twenty - First Century - Hew Strachan et al (2).pdf,candidate_short_excerpt_selected,QCN-1FF8D9182BCA,"63 Waging Deterrence in the Twenty-first Century * Kevin Chilton, General, USAF Greg Weaver In recent years many national...",18,p.72,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-FFB60255DF62,SCN-FFB60255DF62,Cognitive Linguistics Basic Readings Dirk Geeraerts (2),Cognitive Linguistics Basic Readings - Dirk Geeraerts (2).pdf,candidate_short_excerpt_selected,QCN-FFB60255DF62,The four papers brought together in this group show how Cognitive Linguistics deals with the encyclopedic entrenchment of...,18,p.19,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-24877F702DBD,SCN-24877F702DBD,Cognitive Linguistics Dirk Geeraerts PDOC,Cognitive Linguistics - Dirk Geeraerts PDOC.pdf,candidate_short_excerpt_selected,QCN-24877F702DBD,The four papers brought together in this group show how Cognitive Linguistics deals with the encyclopedic entrenchment of...,18,p.19,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-0AA773700340,SCN-0AA773700340,Computational Techniques for Intelligence Analysis: A Cognitive Approach,Computational Techniques for Intelligence Analysis A Cognitive Approach - Vincenzo Loia et al.pdf,candidate_short_excerpt_selected,QCN-0AA773700340,Analysis The analysis will outline how the assessment and verification of information by analysts employed at Region Syd's...,18,p.33,scanned,first_53_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 74.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-BBBFB92090CC,SCN-BBBFB92090CC,Conflict Management and Peacebuilding Pillars of a New American Grand Strategy Dr. Volker C. Franke et al,Conflict Management and Peacebuilding Pillars of a New American Grand Strategy - Dr. Volker C. Franke et al.pdf,candidate_short_excerpt_selected,QCN-BBBFB92090CC,"Four symposium panels addressed the following topics: "" The Role of Peacebuilding and Conflict Management in a Future American...",18,p.9,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-A4B305EA1E15,SCN-A4B305EA1E15,Cooking as a Chemical Reaction Culinary Science With Experiments Z. Sibel Ozilgen,Cooking as a Chemical Reaction Culinary Science With Experiments - Z. Sibel Ozilgen.pdf,candidate_short_excerpt_selected,QCN-A4B305EA1E15,"Free ebooks = = > www. Ebook777. com Water in Culinary Transformations 55 The Science behind the Results During cooking, as...",18,p.73,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 64.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-26C32E34ADDA,SCN-26C32E34ADDA,"Corporate Security Management: Challenges, Risks, and Strategies","Corporate Security Management Challenges, Risks, and Strategies - Marko Cabric.pdf",candidate_short_excerpt_selected,QCN-26C32E34ADDA,Introduction xiv The concept of the book relies on the 5W1H argumentation model based on which we research...,18,p.15,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-296FE3FE8670,SCN-296FE3FE8670,Creating a Constitution Transcrip (2021 01 02 03 51 07 UTC),Creating a Constitution - Transcrip (2021 01 02 03 51 07 UTC).pdf,candidate_short_excerpt_selected,QCN-296FE3FE8670,He finally gets the Constitutional Convention and the other two delegates from New York do not like the...,18,p.5,scanned,first_7_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-B9FF410A03A5,SCN-B9FF410A03A5,Critical Thinking Skills,Critical Thinking Skills - Stella Cottrell (2).pdf,candidate_short_excerpt_selected,QCN-B9FF410A03A5,"O Stella Cottrell ( 2005 ), Critical Tllinkir ~ g Skills, Palgrave MacmiIlan Ltd Conclusion: should be well conclusion "" - - supported Reading...",18,p.69,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-A49EC70BD460,SCN-A49EC70BD460,Cultural Histories of Democracy Studies in Political Culture Since the 19th Century - Germany and Beyond Thomas Mergel,"God, Tsar, and People The Political Culture of Early Modern Russia - Daniel B. Rowland.pdf",candidate_short_excerpt_selected,QCN-A49EC70BD460,Kurbskii and the Historians 19 uchevskii was able then to proj ­ ect this awareness on to the rest...,18,p.41,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 5; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-66BCF6EA5EAF,SCN-66BCF6EA5EAF,DAVID KAISER Cold War requisitions scientific manpower and the production of American physicists after World War II PDOC,DAVID KAISER Cold War requisitions scientific manpower and the production of American physicists after World War II PDOC.pdf,candidate_short_excerpt_selected,QCN-66BCF6EA5EAF,"DAVID KAISER * Cold War requisitions, scientific manpower, and the production of American physicists after World War II HSPS...",18,p.1,scanned,first_29_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 10; score: 104.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-CABF10A5FAF2,SCN-CABF10A5FAF2,Deception Counterdeception and Counterintelligence Robert M. Clark et al,Deception Counterdeception and Counterintelligence - Robert M. Clark et al.pdf,candidate_short_excerpt_selected,QCN-CABF10A5FAF2,"While broadly a vision statement for the many ways in which counterintelligence should support national security, the strategy's...",18,p.38,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-523D4902EF24,SCN-523D4902EF24,Deception Counterdeception and Counterintelligence Robert M. Clark et al (2),Deception Counterdeception and Counterintelligence - Robert M. Clark et al (2).pdf,candidate_short_excerpt_selected,QCN-523D4902EF24,"While broadly a vision statement for the many ways in which counterintelligence should support national security, the strategy's...",18,p.38,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-20AD7B00DF57,SCN-20AD7B00DF57,Deception: Counterdeception and Counterintelligence,Deception Counterdeception and Counterintelligence - Robert M. Clark et al.pdf,duplicate_source_uses_canonical_quote_candidate,QCN-CABF10A5FAF2,,0,,not_scanned_duplicate_public_label,,,Duplicate public source label; public package avoids repeating verbatim candidate excerpts.,not_human_verified,Use the canonical quote candidate only as a selection cue until a human verifies exact wording and citation location.
QCN-2DA924524CD2,SCN-2DA924524CD2,Dialectic of Enlightenment Theodor W. Adorno et al,Dialectic of Enlightenment - Theodor W. Adorno et al (2).pdf,candidate_short_excerpt_selected,QCN-2DA924524CD2,"Much as the eighteenth-century Enlightenment thinkers ( and, such seventeenth-century precursors as Grotius, Pufendorf, and Locke ) had produced political...",18,p.57,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-6D0C5AF761F4,SCN-6D0C5AF761F4,Dialectic of Enlightenment Theodor W. Adorno et al (2),Dialectic of Enlightenment - Theodor W. Adorno et al (2).pdf,duplicate_source_uses_canonical_quote_candidate,QCN-2DA924524CD2,,0,,not_scanned_duplicate_public_label,,,Duplicate public source label; public package avoids repeating verbatim candidate excerpts.,not_human_verified,Use the canonical quote candidate only as a selection cue until a human verifies exact wording and citation location.
QCN-DF7017A6EA2D,SCN-DF7017A6EA2D,Discourse of Race in Modern China Frank Dikotter Dikotter PDOC,Discourse of Race in Modern China - Frank Dikotter Dikotter PDOC.pdf,candidate_short_excerpt_selected,QCN-DF7017A6EA2D,"The pervasiveness of racial discourse, moreover, indicates that the ' white peril ' was not merely a political weapon: racial...",18,p.66,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-7FC2976FCAF3,SCN-7FC2976FCAF3,"Disinformation and Counternarratives in International Security Cognitive Competition Gustavo Díaz Matey, Pablo Moral","Disinformation and Counternarratives in International Security - Cognitive Competition - Gustavo Díaz Matey, Pablo Moral.epub",candidate_short_excerpt_selected,QCN-7FC2976FCAF3,Disinformation and Counternarratives in International Security Cognitive Competition Edited by Gustavo D í az Matey and Pablo Moral,17,epub-item-22,scanned,epub_22_html_items,zip-html,Machine-selected by overlap with source/application terms; overlap terms: 10; score: 97.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-2EBD4AFD1FC0,SCN-2EBD4AFD1FC0,Encyclopedia of Cryptography and Security,Encyclopedia of Cryptography and Security - Henk C. A. van Tilborg.pdf,candidate_short_excerpt_selected,QCN-2EBD4AFD1FC0,""" Related-key cryptanalysis of 3-WAY, Biham-DES, CAST, DES-X, NewDES, RC2, and TEA. "" Interna - tional Conference on Information and Communica -...",18,p.76,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 75.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-1E5B7114AEFE,SCN-1E5B7114AEFE,Encyclopedia of GIS,Encyclopedia of GIS - Shashi Shekhar (4).pdf,candidate_short_excerpt_selected,QCN-1E5B7114AEFE,"Rockwell Scienti ﬁ c Company ( 2001 ) Aggregation ▶ Hierarchies and Level of Detail Aggregation Query, Spatial DONGHUI ZHANG College of...",18,p.50,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-35D72675FE8D,SCN-35D72675FE8D,Encyclopedia of World History,Encyclopedia of World History - Marsha E. Ackermann et al.pdf,candidate_short_excerpt_selected,QCN-35D72675FE8D,"Elsewhere, written history begins much later: in Greece, about 3, 500 years ago; in China, about 2, 000...",18,p.5,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 3; score: 52.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-40D1E864C1A3,SCN-40D1E864C1A3,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]","Gancels Culinary Encyclopedia of Modern Cooking 1920 - Gancel, Joseph. [from old catalog].pdf",candidate_short_excerpt_selected,QCN-40D1E864C1A3,"Calabrais, Hard, stuf. w. sal. anchovies, red and green peppers, breaded English style, fried, on capane, Bor - delaise...",18,p.48,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-89879BAE1F37,SCN-89879BAE1F37,"God, Time, and Knowledge William Hasker","God, Time, and Knowledge - William Hasker.pdf",candidate_short_excerpt_selected,QCN-89879BAE1F37,"I believe the proponents of middle knowledge accept this, which is why they claim that the agent brings...",18,p.55,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-D74DDFF670E1,SCN-D74DDFF670E1,Handbook of Artificial Intelligence and Wearables: Applications and Case Studies,Handbook of Artificial Intelligence and Wearables Applications and Case Studies - Edited by Hemachandran K et al.pdf,candidate_short_excerpt_selected,QCN-D74DDFF670E1,Handbook of Artificial Intelligence and Wearables: Applications and Case Studies presents a deep understanding of AI and its...,18,p.2,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 78.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-6F4EF8D84E10,SCN-6F4EF8D84E10,"Handbook of Attachment: Theory, Research, and Clinical Applications","Handbook of Attachment Theory, Research, and Clinical Applications - Jude Cassidy et al.pdf",candidate_short_excerpt_selected,QCN-6F4EF8D84E10,Cassidy serves as coeditor of the journal Attachment and Human Development and is on the editorial boards of...,18,p.8,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-212F8372FD63,SCN-212F8372FD63,"Hidden Genocides: Power, Knowledge, Memory","Hidden Genocides Power, Knowledge, Memory - Alexander Laban Hinton et al.pdf",candidate_short_excerpt_selected,QCN-212F8372FD63,"Is it a question of power making knowledge, as Roman Serbyn, the Ukrainian Canadian historian and onetime chair...",18,p.76,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 76.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-72A95A69B2B0,SCN-72A95A69B2B0,Historical Dictionary of Signals Intelligence,Historical Dictionary of Signals Intelligence - Nigel West.pdf,candidate_short_excerpt_selected,QCN-72A95A69B2B0,"' ' Robert Altman: Backgammon and Spinach, ' ' interview with Tom Milne and Richard Combs, in Sight and Sound ( London ), Sum -...",18,p.29,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 6; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-628CEFAAD740,SCN-628CEFAAD740,Human Rights and War Through Civilian Eyes Thomas W Smith,Human Rights and War Through Civilian Eyes - Thomas W Smith.pdf,candidate_short_excerpt_selected,QCN-628CEFAAD740,"Human Rights and the Norms of Modern Warfare 13 • freedom of peaceable assembly and association, and the freedom...",18,p.23,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 5; score: 68.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-0BE6B0EE8873,SCN-0BE6B0EE8873,Hybrid Intelligence for Image Analysis and Understanding,Hybrid Intelligence for Image Analysis and Understanding - Siddhartha Bhattacharyya et al.pdf,candidate_short_excerpt_selected,QCN-0BE6B0EE8873,Hybrid Intelligence for Image Analysis and Understanding Edited by Siddhartha Bhattacharyya RCC Institute of Information Technology India Indrajit...,18,p.31,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-5A696F8A3509,SCN-5A696F8A3509,Innovation and the Arms Race How the United States and the Soviet Union Develop New Military Technologies Matthew Evangelista,Innovation and the Arms Race How the United States and the Soviet Union Develop New Military Technologies - Matthew Evangelista.pdf,candidate_short_excerpt_selected,QCN-5A696F8A3509,Innovation and the Arms Race HOW THE UNITED STATES AND THE SOVIET UNION DEVELOP NEW MILITARY TECHNOLOGIES Matthew...,18,p.3,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 12; score: 121.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-77C4E2894A31,SCN-77C4E2894A31,Intelligence and Information Policy for National Security: Key Terms and Concepts,Intelligence and Information Policy for National Security Key Terms and Concepts - Jan Goldman et al.pdf,candidate_short_excerpt_selected,QCN-77C4E2894A31,Introduction and Overview Intelligence and Information Policy for National Security: Key Terms and Concepts Susan Maret This book...,18,p.12,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-AE3FF654806B,SCN-AE3FF654806B,Intelligence and Intelligence Analysis,Intelligence and Intelligence Analysis - Patrick F. Walsh (2).pdf,candidate_short_excerpt_selected,QCN-AE3FF654806B,"Pandemics, of whatever cause, also underscore the need for traditional intelligence actors ( national security and policing agencies ), and...",18,p.73,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-B527DF087E32,SCN-B527DF087E32,International Encyclopedia of Social & Behavioral Sciences,International Encyclopedia of Social & Behavioral Sciences - N. J. Smelser et al.pdf,candidate_short_excerpt_selected,QCN-B527DF087E32,"Jewell Associate Professor, Department of Sociology and Interim Director, Race & Ethnic Studies Institute Texas A & M University EDUCATION...",18,p.75,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 11; score: 116.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-542E99D0A9BF,SCN-542E99D0A9BF,Libraries of the Mind,Libraries of the Mind - William Marx.pdf,candidate_short_excerpt_selected,QCN-542E99D0A9BF,"The invisible, mental library of this early twentieth-century English academic effectively disappeared with his death: mental libraries die...",18,p.15,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 5; score: 64.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-1345FB341398,SCN-1345FB341398,"Literacy as Involvement: The Acts of Writers, Readers, and Texts","Literacy as Involvement The Acts of Writers, Readers, and Texts - Deborah Brandt.pdf",candidate_short_excerpt_selected,QCN-1345FB341398,"Specifically, making sense of print requires the fundamental realization that written language is about an involvement of writer...",18,p.45,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-40561C11054E,SCN-40561C11054E,National Security and Counterintelligence in the Era of Cyber Espionage Eugenie de Silva,National Security and Counterintelligence in the Era of Cyber Espionage - Eugenie de Silva.pdf,candidate_short_excerpt_selected,QCN-40561C11054E,"National Security and Counterintelligence in the Era of Cyber Espionage Eugenie de Silva University of Leicester, UK & Virginia...",18,p.2,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 9; score: 100.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-F15D6D6A930E,SCN-F15D6D6A930E,"National, European and Human Security: From Co-Existence to Convergence","National, European and Human Security From Co - Existence to Convergence - Mary Martin et al.pdf",candidate_short_excerpt_selected,QCN-F15D6D6A930E,The European Union and Human Security External interventions and missions Edited by Mary Martin and Mary Kaldor National...,18,p.3,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 7; score: 84.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-94CF71A25C6E,SCN-94CF71A25C6E,"No Place for Russia European Security Institutions Since 1989 Hill, William H","No Place for Russia - European Security Institutions Since 1989 - Hill, William H.epub",candidate_short_excerpt_selected,QCN-94CF71A25C6E,For two decent short treatments of how the issue played out in US-Russian relations and European security affairs...,18,epub-item-1,scanned,epub_22_html_items,zip-html,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-2F8509B26490,SCN-2F8509B26490,OceanofPDF.com Americas Strategic Blunders Intelligence Analysis and National Security Policy 1936 1991 Willard C Matthias PDOC,OceanofPDF.com Americas Strategic Blunders Intelligence Analysis and National Security Policy 1936 - 1991 - Willard C Matthias PDOC.pdf,duplicate_source_uses_canonical_quote_candidate,QCN-CFCD4FE754B5,,0,,not_scanned_duplicate_public_label,,,Duplicate public source label; public package avoids repeating verbatim candidate excerpts.,not_human_verified,Use the canonical quote candidate only as a selection cue until a human verifies exact wording and citation location.
QCN-F8E2A0AFDA24,SCN-F8E2A0AFDA24,OceanofPDF.com Security Assurances and Nuclear Nonproliferation Jeffrey W Knopf PDOC,OceanofPDF.com Security Assurances and Nuclear Nonproliferation - Jeffrey W Knopf PDOC.pdf,candidate_short_excerpt_selected,QCN-F8E2A0AFDA24,Extended nuclear deterrence commitments associated with some forms of positive security assurance encourage nuclear weapon states to main -...,18,p.23,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 8; score: 92.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
QCN-D131010788DF,SCN-D131010788DF,OceanofPDF.com The Sources of Military Doctrine France Britain and Germany Between the World Wars Barry R Posen PDOC,OceanofPDF.com The Sources of Military Doctrine France Britain and Germany Between the World Wars - Barry R Posen PDOC.pdf,candidate_short_excerpt_selected,QCN-D131010788DF,"BALANCE OF POWER THEORY AND MILITARY DOCTRINE Organization theory suggests a tendency toward offensive, stag ­ nant military doctrines...",18,p.59,scanned,first_80_pages,PyMuPDF,Machine-selected by overlap with source/application terms; overlap terms: 11; score: 116.0.,not_human_verified,"Candidate excerpt is a selection cue, not a release-ready quotation, until exact wording, page or location, and context are human verified."
