sequence,project_id,slug,project_name,status,instrument_count,acceptance_count,all_instruments_passed,all_acceptance_passed,package_workbench_built,package_operational_slice_built,full_underlying_system_complete,pass,receipt_sha256,url
97,native-london,native-london,Colonial Archive Explorer,acceptance_checked,4,4,True,True,True,True,False,True,e3f985b84a65ffc1b3b406ce5650e0bb3f8e21701e0404c3dfb8f4930609df92,room_project_workbenches/projects/native-london/index.html
98,analytical-methodology,analytical-methodology,"Analytical Methodology - eleven discipline pages from a Georgetown Applied Intelligence curriculum, treating each analytical method as its own working surface",acceptance_checked,4,4,True,True,True,True,False,True,c894b8985dc35b524bdacbf85985caf901f3c33f87c9f5c8fe27510254f015f3,room_project_workbenches/projects/analytical-methodology/index.html
99,capstone-orig,capstone-orig,Qualitative Capstone - qualitative analysis of analyst response to AI-introduced corruption,acceptance_checked,4,4,True,True,True,True,False,True,cda72ddb47f210ceb50a6607406406eed64b8cd3b438ed3fe7406d5c7a46fb24,room_project_workbenches/projects/capstone-orig/index.html
100,mb-ar-sat-room-handoff-v0-1,mb-ar-sat-room-handoff-v0-1,AR-SAT Room,acceptance_checked,4,4,True,True,True,True,False,True,8d712f261ad07afc7dc28ce5523f19ec11dc64b88b848bb0837f2870e8f6fd34,room_project_workbenches/projects/mb-ar-sat-room-handoff-v0-1/index.html
101,mb-cia-do-career-handoff-v1,mb-cia-do-career-handoff-v1,500-role ranked search universe (250 federal + 250 private),acceptance_checked,4,4,True,True,True,True,False,True,1530bdb60c5bc1735a0f5f46a6f2629e4ea2797ec310521648ad3224949c5d63,room_project_workbenches/projects/mb-cia-do-career-handoff-v1/index.html
102,mb-counter-idiom-lab-proper-handoff-done,mb-counter-idiom-lab-proper-handoff-done,Counter-Idiom Lab,acceptance_checked,4,4,True,True,True,True,False,True,24c269d16837cd5a5eeca31eb01f952bd6acbf04f573ddd1949e50650b08f993,room_project_workbenches/projects/mb-counter-idiom-lab-proper-handoff-done/index.html
103,mb-foreign-affairs-lexicon-handoff-v1,mb-foreign-affairs-lexicon-handoff-v1,400 coined IR terms - 30 shortlist - 20 canon - 10 mini-theories,acceptance_checked,4,4,True,True,True,True,False,True,3a1ebb096243a7c26b71218f7fef959eadb799c510e8c8c9782ff24b54a93e4b,room_project_workbenches/projects/mb-foreign-affairs-lexicon-handoff-v1/index.html
104,mb-georgetown-ic-handoff-done,mb-georgetown-ic-handoff-done,Agency-targeting scorecard; 25 citations; FY2024-2026 NIP/MIP figures,acceptance_checked,4,4,True,True,True,True,False,True,46659229c29ff223a97a94691bb13c4cf9239d6e129315c7994e0fa0363e601d,room_project_workbenches/projects/mb-georgetown-ic-handoff-done/index.html
105,mb-gotham-lossless-replacement-archive-2026-04-15,mb-gotham-lossless-replacement-archive-2026-04-15,Batman/Gotham 9-tier archive; canon hierarchy + Azrael rule + Issue #1-2 proofs,acceptance_checked,4,4,True,True,True,True,False,True,931a306f7d454067f20b4fd488f3516a12a75bc64f7c971775e4e76b6e81969f,room_project_workbenches/projects/mb-gotham-lossless-replacement-archive-2026-04-15/index.html
106,mb-ic-analyst-portfolio-handoff-pass1,mb-ic-analyst-portfolio-handoff-pass1,IC analyst portfolio build kit; skill taxonomy S01-S26,acceptance_checked,4,4,True,True,True,True,False,True,5ac946dce18a6c05a15c3227ebdaab64a2088bd6677f3ad95e4a6ff51b2a4b8a,room_project_workbenches/projects/mb-ic-analyst-portfolio-handoff-pass1/index.html
107,mb-individual-democratic-dialectic-final-handoff-done,mb-individual-democratic-dialectic-final-handoff-done,IDDD Bibliographic Inventory,acceptance_checked,4,4,True,True,True,True,False,True,a7277430962f0b10d4ea8560208f4d36109fda1a1e2605ca57a8388b539ec4bb,room_project_workbenches/projects/mb-individual-democratic-dialectic-final-handoff-done/index.html
108,mb-internal-operating-support-003,mb-internal-operating-support-003,Internal Operating Support Packet 003,acceptance_checked,4,4,True,True,True,True,False,True,104cf6668a2e311b15af8e3bd37d6bd2daf6cb346f3612a43cbb4a02dc71857f,room_project_workbenches/projects/mb-internal-operating-support-003/index.html
109,mb-internal-operating-support-004,mb-internal-operating-support-004,Internal Operating Support Packet 004,acceptance_checked,4,4,True,True,True,True,False,True,b0360c3f2ce786c88e6b1a1081544e74187f8d381288ca9552d899839f6c8ceb,room_project_workbenches/projects/mb-internal-operating-support-004/index.html
110,mb-internal-operating-support-007,mb-internal-operating-support-007,Internal Operating Support Packet 007,acceptance_checked,4,4,True,True,True,True,False,True,9dc59139239860f17fa29e99ea0a1d6ec394071c42ab04041992b23797f70e1e,room_project_workbenches/projects/mb-internal-operating-support-007/index.html
111,mb-internal-operating-support-008,mb-internal-operating-support-008,Internal Operating Support Packet 008,acceptance_checked,4,4,True,True,True,True,False,True,b344a41d6fb7acdfe0b081f23dc661c0e1b664239365c6605438d517b2c04486,room_project_workbenches/projects/mb-internal-operating-support-008/index.html
112,mb-internal-operating-support-011,mb-internal-operating-support-011,Internal Operating Support Packet 011,acceptance_checked,4,4,True,True,True,True,False,True,b0ea31f9c969ce40df36f909283613af0d017ce9872cb741c333d43f9f30953b,room_project_workbenches/projects/mb-internal-operating-support-011/index.html
113,mb-internal-operating-support-012,mb-internal-operating-support-012,Internal Operating Support Packet 012,acceptance_checked,4,4,True,True,True,True,False,True,03b79fbf261afc79c4444a0d3861d1ac312e63b776098dab9aea4e7e24f48a4f,room_project_workbenches/projects/mb-internal-operating-support-012/index.html
114,mb-internal-operating-support-015,mb-internal-operating-support-015,Internal Operating Support Packet 015,acceptance_checked,4,4,True,True,True,True,False,True,47c0bf2515736c1ac824c3fe7a8a50d3bff54031f2b7a9bb22214f6877facea6,room_project_workbenches/projects/mb-internal-operating-support-015/index.html
115,mb-internal-operating-support-016,mb-internal-operating-support-016,Internal Operating Support Packet 016,acceptance_checked,4,4,True,True,True,True,False,True,1e4784c8bc64ca4990c88b770bc3512c2618941f24753fe638107bc5ea079054,room_project_workbenches/projects/mb-internal-operating-support-016/index.html
116,mb-internal-operating-support-019,mb-internal-operating-support-019,Internal Operating Support Packet 019,acceptance_checked,4,4,True,True,True,True,False,True,f341b0cda880dfbf45994dd2dd04edfcb366dbfa6c7f595dbc282137b46ed698,room_project_workbenches/projects/mb-internal-operating-support-019/index.html
117,mb-internal-operating-support-020,mb-internal-operating-support-020,Internal Operating Support Packet 020,acceptance_checked,4,4,True,True,True,True,False,True,3ff2378793bd7a8c6cf744dbf33b0d70c825ef2ad28503fbd2904f1bd9db42c6,room_project_workbenches/projects/mb-internal-operating-support-020/index.html
118,mb-internal-operating-support-023,mb-internal-operating-support-023,Internal Operating Support Packet 023,acceptance_checked,4,4,True,True,True,True,False,True,9502f5d81e3071dced5d24a937c32a11141e87734ea85cd26516126d83338367,room_project_workbenches/projects/mb-internal-operating-support-023/index.html
119,mb-internal-operating-support-024,mb-internal-operating-support-024,Internal Operating Support Packet 024,acceptance_checked,4,4,True,True,True,True,False,True,22f157ac4b3d91b71bd4cc55896a61d9103c3cf110b3516b7ef2286bfbe9b72c,room_project_workbenches/projects/mb-internal-operating-support-024/index.html
120,mb-internal-operating-support-027,mb-internal-operating-support-027,Internal Operating Support Packet 027,acceptance_checked,4,4,True,True,True,True,False,True,12b88a6d80790021c5da13c6829d0c2560844a9fb34163b3304d29b4d94fddb2,room_project_workbenches/projects/mb-internal-operating-support-027/index.html
121,mb-internal-operating-support-028,mb-internal-operating-support-028,Internal Operating Support Packet 028,acceptance_checked,4,4,True,True,True,True,False,True,330a16217e6a90ab4ff9c6df9758acdc70e5080754c3c9ca46696d24ed486673,room_project_workbenches/projects/mb-internal-operating-support-028/index.html
122,mb-internal-operating-support-031,mb-internal-operating-support-031,Internal Operating Support Packet 031,acceptance_checked,4,4,True,True,True,True,False,True,34e77b4589341e9c150dbffcce54ae566029b958aa42c3209cd67201c7b7ae1c,room_project_workbenches/projects/mb-internal-operating-support-031/index.html
123,mb-internal-operating-support-032,mb-internal-operating-support-032,Internal Operating Support Packet 032,acceptance_checked,4,4,True,True,True,True,False,True,d8b983033c895fe35f2c30b7c79b2ef8142a779a862b2f7fb63ef14c9d7def37,room_project_workbenches/projects/mb-internal-operating-support-032/index.html
124,mb-internal-operating-support-035,mb-internal-operating-support-035,Internal Operating Support Packet 035,acceptance_checked,4,4,True,True,True,True,False,True,4b4c882d864f45a5135a65455a2819dc6e2a49c6552126292671e02ddfc7b2c4,room_project_workbenches/projects/mb-internal-operating-support-035/index.html
125,mb-internal-operating-support-036,mb-internal-operating-support-036,Internal Operating Support Packet 036,acceptance_checked,4,4,True,True,True,True,False,True,7cb4c9d6089788e272ce95e5a02fc38737aa1c6a5e5d3e002f433461344a8d9a,room_project_workbenches/projects/mb-internal-operating-support-036/index.html
126,mb-muranoos-culinary-atelier-handoff-package-2026-04-15,mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,acceptance_checked,4,4,True,True,True,True,False,True,3716316a85409e30381c0cac435f014dd7b161922de41a8c091da3097297ecfe,room_project_workbenches/projects/mb-muranoos-culinary-atelier-handoff-package-2026-04-15/index.html
127,mb-muranoos-redteam-tranche1-handoff-2026-04-15,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,acceptance_checked,4,4,True,True,True,True,False,True,2d82a44816c0efe3b46fc83aa8a409499e3515942d2d966f82922f745fe14a00,room_project_workbenches/projects/mb-muranoos-redteam-tranche1-handoff-2026-04-15/index.html
128,mb-sophisticated-expression-lexicon-handoff,mb-sophisticated-expression-lexicon-handoff,"50-entry curated arsenal (of planned 1,000)",acceptance_checked,4,4,True,True,True,True,False,True,b7b68a126a27cb2ff4320d58f149e21a60ccc31da508672bb6e42a71e4d2e0a1,room_project_workbenches/projects/mb-sophisticated-expression-lexicon-handoff/index.html
129,native-atanalysis,native-atanalysis,Analysis Tradecraft,acceptance_checked,4,4,True,True,True,True,False,True,8de8648b3b49072f61e09c8c4105a5e1149c04cd0e67f6d2894e6d5b9b9d3e93,room_project_workbenches/projects/native-atanalysis/index.html
130,native-cianalysis,native-cianalysis,Counterintelligence Analysis,acceptance_checked,4,4,True,True,True,True,False,True,cd49615bec9fe8e56c3874b5878ec83da69df71c5894c7c34d07bf68cc173e76,room_project_workbenches/projects/native-cianalysis/index.html
131,native-cmanalysis,native-cmanalysis,Collection Management Analysis,acceptance_checked,4,4,True,True,True,True,False,True,e791b4814d670d32b0d7d206103900f4f59c80439d01ca27d01ca70abf368bf5,room_project_workbenches/projects/native-cmanalysis/index.html
132,native-coanalysis,native-coanalysis,Counterintelligence Operations Analysis,acceptance_checked,4,4,True,True,True,True,False,True,837af512d6aa9f23262fb14e5d4187e72efb6d35c9113ac4e0eb94688aac0467,room_project_workbenches/projects/native-coanalysis/index.html
133,native-cyanalysis,native-cyanalysis,Cyber Analysis,acceptance_checked,4,4,True,True,True,True,False,True,4747810cb7bf836a1e99f7317db37cbabd9f8025be412a51a6a387aa62df9690,room_project_workbenches/projects/native-cyanalysis/index.html
134,native-ddianalysis,native-ddianalysis,Directorate Analysis Method,acceptance_checked,4,4,True,True,True,True,False,True,43121377fbdc3bfd54a17b779ba2b5696cc109dc7e09e279f65967da62180e05,room_project_workbenches/projects/native-ddianalysis/index.html
135,native-etanalysis,native-etanalysis,Emerging Technology Analysis,acceptance_checked,4,4,True,True,True,True,False,True,84e7f512f00c216ad16a7169bdcf22d6a934c1def718f0d0af2e2bbae18f3ce8,room_project_workbenches/projects/native-etanalysis/index.html
136,native-fwanalysis,native-fwanalysis,Foreign Warning Analysis,acceptance_checked,4,4,True,True,True,True,False,True,9bae807e3241d604f888779f2c456d5ee9a7167ae55c1c7678aa607aa42456d1,room_project_workbenches/projects/native-fwanalysis/index.html
137,native-icanalysis,native-icanalysis,Intelligence Community Analysis,acceptance_checked,4,4,True,True,True,True,False,True,c4690b609e5738afb1783bb8323eb066dde26efd4edb16c0dd26462f861506a1,room_project_workbenches/projects/native-icanalysis/index.html
138,native-portfolio-index,native-portfolio-index,Full Project Catalogue,acceptance_checked,4,4,True,True,True,True,False,True,7f644ab48e896861899fd8df919274c31ee751cde6cc4a226d6e00508e05c120,room_project_workbenches/projects/native-portfolio-index/index.html
139,native-psanalysis,native-psanalysis,Political Strategy Analysis,acceptance_checked,4,4,True,True,True,True,False,True,7576382ad0dae315e7d66fad061b129e93d78c805b5eca14c4c544444ed67922,room_project_workbenches/projects/native-psanalysis/index.html
140,personal-os,personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",acceptance_checked,4,4,True,True,True,True,False,True,dbc397a8af3a535d50947233c26c553421122d4559e9f848fb3dfd76425421b0,room_project_workbenches/projects/personal-os/index.html
141,row8,row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,acceptance_checked,4,4,True,True,True,True,False,True,0bd2457b3aa6ce0be50137ccdefd385319069129bd80b5f39d3b438b85acb5bd,room_project_workbenches/projects/row8/index.html
142,mb-muranoos-lossless-room-master-handoff-v1,mb-muranoos-lossless-room-master-handoff-v1,Room Master (constitution),acceptance_checked,4,4,True,True,True,True,False,True,5eca3dc38d423470a64ca187d11d1d0f5470a568c7aca9f15df0b188ce285ffe,room_project_workbenches/projects/mb-muranoos-lossless-room-master-handoff-v1/index.html
143,mb-murano-os-lossless-synthesis-room-handoff,mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),acceptance_checked,4,4,True,True,True,True,False,True,5c2bd293db519decf713add37ca898b388b2136d3083a2e3d11d820e53bcfc12,room_project_workbenches/projects/mb-murano-os-lossless-synthesis-room-handoff/index.html
144,mb-comparative-genocide-systems-lab-handoff-v1-0,mb-comparative-genocide-systems-lab-handoff-v1-0,Comparative Genocide Systems Lab,acceptance_checked,4,4,True,True,True,True,False,True,58911ccb8997690a417819582b298cacf3f847429cf28b84bad757e04dca70ee,room_project_workbenches/projects/mb-comparative-genocide-systems-lab-handoff-v1-0/index.html
145,mb-muranoos-red-team-trancheii-handoff-2026-04-13,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,acceptance_checked,4,4,True,True,True,True,False,True,4e04ee4d92e8301462dcd8286588abd05b0e81bf0b904e0c0b2d87f3e2bd9029,room_project_workbenches/projects/mb-muranoos-red-team-trancheii-handoff-2026-04-13/index.html
146,mb-redteamlab-proper-handoff-package-2026-04-14,mb-redteamlab-proper-handoff-package-2026-04-14,Earliest pack; high-standard 3-column delta map,acceptance_checked,4,4,True,True,True,True,False,True,8305338c7b3771df8a0c5378e0b413ff4f21bd93153b4d7580514541a776badb,room_project_workbenches/projects/mb-redteamlab-proper-handoff-package-2026-04-14/index.html
147,mb-rfp-handoff-ch01-02-done,mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),acceptance_checked,4,4,True,True,True,True,False,True,22eafb5153a39248194ebb1db7cdc864b821d46760560b9e651d35e48ec46517,room_project_workbenches/projects/mb-rfp-handoff-ch01-02-done/index.html
148,red-team-lab,red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,acceptance_checked,4,4,True,True,True,True,False,True,86f1df8c651cfd75f598b54289351386baa4749ee57809accb7aa43712dac1cf,room_project_workbenches/projects/red-team-lab/index.html
149,mb-briefingforgeroom-handoff-pass4-done,mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),acceptance_checked,4,4,True,True,True,True,False,True,4ec4dce426cd907a5ef60cbdc4dc0cc29beab7a78b54b0b02118350f06ab658c,room_project_workbenches/projects/mb-briefingforgeroom-handoff-pass4-done/index.html
150,mb-ci-ct-do-handoff-v1-1,mb-ci-ct-do-handoff-v1-1,"CI/CT DO tradecraft v1.1; SAT enumeration + 12 analyst templates (BLUF, ACH, ICD-203)",acceptance_checked,4,4,True,True,True,True,False,True,157920b8693e7377ab725e938377e7a27ec22fa9aab4111fe141ca9408c19430,room_project_workbenches/projects/mb-ci-ct-do-handoff-v1-1/index.html
151,mb-comparative-rhetoric-final,mb-comparative-rhetoric-final,Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total),acceptance_checked,4,4,True,True,True,True,False,True,d6cd8b4d1c9e49451f4fd0f279c0f297c306221d248301e98e6fc8886817e03a,room_project_workbenches/projects/mb-comparative-rhetoric-final/index.html
152,mb-fractal-keep-handoff-v1,mb-fractal-keep-handoff-v1,Fractal Keep,acceptance_checked,4,4,True,True,True,True,False,True,0a5c91d8261232ffa61bdccc7833c91fee75de9ab3c09b69844f0519d2e30df9,room_project_workbenches/projects/mb-fractal-keep-handoff-v1/index.html
153,mb-infragard-handoff,mb-infragard-handoff,InfraGard preparatory note (minimal),acceptance_checked,4,5,True,True,True,True,False,True,af9b76d6cc2b9a965fc6aace66c44ef523e7ed5a93abbac192836dfde92f801c,room_project_workbenches/projects/mb-infragard-handoff/index.html
154,mb-insinuationengineroom-handoff-done,mb-insinuationengineroom-handoff-done,Insinuation Engine,acceptance_checked,4,4,True,True,True,True,False,True,69484259b560aeb4787debac6bae712dd3fb5f653569d55f0b090b05233f89a8,room_project_workbenches/projects/mb-insinuationengineroom-handoff-done/index.html
155,mb-internal-operating-support-001,mb-internal-operating-support-001,Internal Operating Support Packet 001,acceptance_checked,4,4,True,True,True,True,False,True,559ef9ffc77c1d3abea45e43463f4dabfaebb1aad13a4831e180dd3c26c6afc0,room_project_workbenches/projects/mb-internal-operating-support-001/index.html
156,mb-internal-operating-support-002,mb-internal-operating-support-002,Internal Operating Support Packet 002,acceptance_checked,4,4,True,True,True,True,False,True,81a1aeb7ac2f22a60a37905a278c7ee913262a81c8cc02434a478792055e6096,room_project_workbenches/projects/mb-internal-operating-support-002/index.html
157,mb-internal-operating-support-005,mb-internal-operating-support-005,Internal Operating Support Packet 005,acceptance_checked,4,4,True,True,True,True,False,True,71eaadd2c56d1ab5bb3a12c3ef72dcb496cc8c8d8741f8782ac19ef1f30295d9,room_project_workbenches/projects/mb-internal-operating-support-005/index.html
158,mb-internal-operating-support-006,mb-internal-operating-support-006,Internal Operating Support Packet 006,acceptance_checked,4,4,True,True,True,True,False,True,e9ffa9adc4de57b3a0482ea532e0a69ee1738d55beccf49cd1e3ba0be825459d,room_project_workbenches/projects/mb-internal-operating-support-006/index.html
159,mb-internal-operating-support-009,mb-internal-operating-support-009,Internal Operating Support Packet 009,acceptance_checked,4,4,True,True,True,True,False,True,db20fa5724f3300db80585644cb7ffed6bc3862fe3250689ead3b6e22614a9ab,room_project_workbenches/projects/mb-internal-operating-support-009/index.html
160,mb-internal-operating-support-010,mb-internal-operating-support-010,Internal Operating Support Packet 010,acceptance_checked,4,4,True,True,True,True,False,True,774dd49ceddb82d83d98819ed752982d7c7bb7b86a6e42c267a2a4e71c7876ea,room_project_workbenches/projects/mb-internal-operating-support-010/index.html
161,mb-internal-operating-support-013,mb-internal-operating-support-013,Internal Operating Support Packet 013,acceptance_checked,4,4,True,True,True,True,False,True,e48d60313522428736c4a996ada433aa36e9c9baf9335301311ce313a739e2e8,room_project_workbenches/projects/mb-internal-operating-support-013/index.html
162,mb-internal-operating-support-014,mb-internal-operating-support-014,Internal Operating Support Packet 014,acceptance_checked,4,4,True,True,True,True,False,True,94d05fdd33765dd6ac03605efb47d725ad43e2b5fcb3cc9a2da37daafea6ccdc,room_project_workbenches/projects/mb-internal-operating-support-014/index.html
163,mb-internal-operating-support-017,mb-internal-operating-support-017,Internal Operating Support Packet 017,acceptance_checked,4,4,True,True,True,True,False,True,76892cabbd1e9fd6adbccb54cfc340747ca9cfc6f4afafbddde05e2eae03ebf5,room_project_workbenches/projects/mb-internal-operating-support-017/index.html
164,mb-internal-operating-support-018,mb-internal-operating-support-018,Internal Operating Support Packet 018,acceptance_checked,4,4,True,True,True,True,False,True,f4b0eae1fdecd73ff446f813457d1496edb6cdcb332d3a56b6a545281bca94e3,room_project_workbenches/projects/mb-internal-operating-support-018/index.html
165,mb-internal-operating-support-021,mb-internal-operating-support-021,Internal Operating Support Packet 021,acceptance_checked,4,4,True,True,True,True,False,True,e4323b0927f6d6dbc8825bc7e261d9939f2657c7d6f693d9ea098eba597119d2,room_project_workbenches/projects/mb-internal-operating-support-021/index.html
166,mb-internal-operating-support-022,mb-internal-operating-support-022,Internal Operating Support Packet 022,acceptance_checked,4,4,True,True,True,True,False,True,916c6c59e9ffa36822c33c714c3fbe74cb2a4324e40e48da299f0e6742c0694b,room_project_workbenches/projects/mb-internal-operating-support-022/index.html
167,mb-internal-operating-support-025,mb-internal-operating-support-025,Internal Operating Support Packet 025,acceptance_checked,4,4,True,True,True,True,False,True,ee8c66111704ac57627c001af324416fd8d91a97d9bc22617879f009821f1ec7,room_project_workbenches/projects/mb-internal-operating-support-025/index.html
168,mb-internal-operating-support-026,mb-internal-operating-support-026,Internal Operating Support Packet 026,acceptance_checked,4,4,True,True,True,True,False,True,d1741df7ae37b63a77c05ed3401dbc33a688f4ef11a98d4a800798f425205599,room_project_workbenches/projects/mb-internal-operating-support-026/index.html
169,mb-internal-operating-support-029,mb-internal-operating-support-029,Internal Operating Support Packet 029,acceptance_checked,4,4,True,True,True,True,False,True,cc5315045ac03d26bd8cf0622f419e1294baf40bf0d3f1bb551578baf55c754c,room_project_workbenches/projects/mb-internal-operating-support-029/index.html
170,mb-internal-operating-support-030,mb-internal-operating-support-030,Internal Operating Support Packet 030,acceptance_checked,4,4,True,True,True,True,False,True,ce4cd8808ffab389c3c3aed7c3e3d393586c5feb54ce4d7d13439abc5cc31cfc,room_project_workbenches/projects/mb-internal-operating-support-030/index.html
171,mb-internal-operating-support-033,mb-internal-operating-support-033,Internal Operating Support Packet 033,acceptance_checked,4,4,True,True,True,True,False,True,ff18b966fda3223d3a8848b2626f269643e03679601f2cddaefbf10a28bcac0d,room_project_workbenches/projects/mb-internal-operating-support-033/index.html
172,mb-internal-operating-support-034,mb-internal-operating-support-034,Internal Operating Support Packet 034,acceptance_checked,4,4,True,True,True,True,False,True,b07ced15b2ae95daa37899f143224dda4c219cb7550d1875b37800748ed6f2d9,room_project_workbenches/projects/mb-internal-operating-support-034/index.html
173,mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,acceptance_checked,4,4,True,True,True,True,False,True,bcda7968ded66cb23d8f79f0739de92467e8df906b18f46e756f6fd70a6b131b,room_project_workbenches/projects/mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11/index.html
174,mb-muranoos-red-team-continuation-handoff-2026-04-11,mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,acceptance_checked,4,4,True,True,True,True,False,True,35eb7f7553c7b9b890a521bb10b8e1ee48047f3e5cd716370ef30745832b1cc5,room_project_workbenches/projects/mb-muranoos-red-team-continuation-handoff-2026-04-11/index.html
175,mb-muranoos-red-team-continuation-handoff-2026-04-14,mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",acceptance_checked,4,4,True,True,True,True,False,True,1fb8fbde0d9337fd96629a0f20cfc126e1f7bbcf1dc288f231442c9e4fa4b39d,room_project_workbenches/projects/mb-muranoos-red-team-continuation-handoff-2026-04-14/index.html
176,mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,acceptance_checked,4,4,True,True,True,True,False,True,86679f0a1431c9f01bebae5812580020b859e069dbf1977e3362a6e26476e604,room_project_workbenches/projects/mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11/index.html
177,mb-muranoos-red-team-fresh-handoff-2026-04-16,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),acceptance_checked,4,4,True,True,True,True,False,True,b5286089a0a06ce6237f0d05a26b0c19a8af8529adb1ac1c847fd0af90d19c33,room_project_workbenches/projects/mb-muranoos-red-team-fresh-handoff-2026-04-16/index.html
178,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,acceptance_checked,4,4,True,True,True,True,False,True,af33525bcdc15dbde1be7296c336ae69cf673c49420af9e7fb94d335788195b0,room_project_workbenches/projects/mb-muranoos-red-team-handoff-execution-archive-2026-04-15/index.html
179,mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18,mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18,"Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine)",acceptance_checked,4,4,True,True,True,True,False,True,b59f4d89c978e0efb5f4857a0052b2d06158fad9d29beb660036858478156fb4,room_project_workbenches/projects/mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18/index.html
180,mb-muranoos-red-team-handoff-package-ready-2026-04-11,mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,acceptance_checked,4,4,True,True,True,True,False,True,249bb305acee7d2c7e0eb37c264c97ef163dce9c64993e6926f859ddfe944cc5,room_project_workbenches/projects/mb-muranoos-red-team-handoff-package-ready-2026-04-11/index.html
181,mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,acceptance_checked,4,4,True,True,True,True,False,True,bc7038e10d2da3faf721cfe556ed2fb30ecd4ee4d62908ec8e53c2d3c71a4764,room_project_workbenches/projects/mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14/index.html
182,mb-muranoos-red-team-lab-handoff-package-2026-04-17,mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",acceptance_checked,4,4,True,True,True,True,False,True,f28cd80e10d3bfc73046577546269be0230d2e05f823370e019f2dd560de9c99,room_project_workbenches/projects/mb-muranoos-red-team-lab-handoff-package-2026-04-17/index.html
183,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,acceptance_checked,4,4,True,True,True,True,False,True,33b62830d3284575fec2c67937e0738567c276fd60b168227f99991bff3f6588,room_project_workbenches/projects/mb-muranoos-red-team-phase-ii-handoff-2026-04-15/index.html
184,mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",acceptance_checked,4,4,True,True,True,True,False,True,fd06c1130393e0330f2c89780436b3919d45283c2d4403c9a787d233577e6036,room_project_workbenches/projects/mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11/index.html
185,mb-muranoos-red-team-phaseii-handoff-2026-04-14,mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,acceptance_checked,4,4,True,True,True,True,False,True,f9a6465c320cf63603b6d1182b8f624e79a3c85d0fb1b04387fcb429c411e887,room_project_workbenches/projects/mb-muranoos-red-team-phaseii-handoff-2026-04-14/index.html
186,mb-muranoos-red-team-proper-handoff-2026-04-14,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",acceptance_checked,4,4,True,True,True,True,False,True,f61a9cf1ee650e485745b52b9b5d6014293601d6b57519a2f3be3430a65c84de,room_project_workbenches/projects/mb-muranoos-red-team-proper-handoff-2026-04-14/index.html
