project_id,project_title,title,extension,route_score,routing_basis
mb-briefingforgeroom-handoff-pass4-done,Briefing Forge Room (code-ready),Forged in War PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-of-record-handoff,Chamber of Record,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-of-record-handoff,Chamber of Record,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-of-record-handoff,Chamber of Record,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-of-record-handoff,Chamber of Record,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-of-record-handoff,Chamber of Record,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-of-record-handoff,Chamber of Record,OceanofPDF.com The Mitrokhin Archive II Christopher Andrew PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-handoff,Chamber of Refractions,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-handoff,Chamber of Refractions,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-handoff,Chamber of Refractions,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-handoff,Chamber of Refractions,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-handoff,Chamber of Refractions,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-chamber-handoff,Chamber of Refractions,OceanofPDF.com The Mitrokhin Archive II Christopher Andrew PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),Central and Eastern European Perspectives on International Relations Viatcheslav Morozov auth Russias Postcolonial Identity A Subaltern Empire in a Eurocentric World Palgrave Macmi,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),Central and Eastern European Perspectives on International Relations Viatcheslav Morozov auth Russias Postcolonial Identity A Subaltern Empire in a Eurocentric World Palgrave Macmi,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-rfp-handoff-ch01-02-done,Chapter analysis pipeline: Chs 1 (Feklyunina) + 2 (Morozov),Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,OceanofPDF.com The Mitrokhin Archive II Christopher Andrew PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-codex-prism-handoff-v1,Codex Prism,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-codex-prism-handoff-v1,Codex Prism,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-codex-prism-handoff-v1,Codex Prism,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-codex-prism-handoff-v1,Codex Prism,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-codex-prism-handoff-v1,Codex Prism,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-codex-prism-handoff-v1,Codex Prism,OceanofPDF.com The Mitrokhin Archive II Christopher Andrew PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,Cognitive Linguistics Basic Readings Dirk Geeraerts,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,Cognitive Linguistics Basic Readings Dirk Geeraerts (2),.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,Cognitive Linguistics Dirk Geeraerts PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,Cognitive Linguistics Dirk Geeraerts PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-cognitive-firewalls-foundry-handoff-v1,Cognitive Firewalls Foundry,Cognitive Psychology Nick Braisby et al,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Artificial Intelligence in Creative Industries Psychological and Social Implications Caterina Moruzzi,.epub,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Artisan Sourdough made simple,.epub,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Artisan Sourdough made simple (2021 01 02 03 51 07 UTC),.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,10. 222057482 Step By Step Massage Therapy Protocols for Common Conditions 2012 PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,"A Comparative Sociology of World Religions Virtuosi, Priests, and Popular Religion Stephen Sharot",.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,A Small Corner of Hell Dispatches from Chechnya Anna Politkovskaya,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",Frank A. Stengel The Politics of Military Force (University of Michigan Press 2020) Introduction and references,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",Frank A. Stengel The Politics of Military Force (University of Michigan Press 2020) Introduction and references PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",Ingmar Bergman A Reference Guide Birgitta Steene,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",.pdf,6,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,Baking and Pastry Mastering the Art and Craft Culinary Institute Of America,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,Baking and Pastry Mastering the Art and Craft Culinary Institute Of America (2),.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,Cooking as a Chemical Reaction Culinary Science With Experiments Z. Sibel Ozilgen,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,Culinary Calculations 2nd edition,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy (2),.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-handoff-2026,Doctrine Forge Codex,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-handoff-2026,Doctrine Forge Codex,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-handoff-2026,Doctrine Forge Codex,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-handoff-2026,Doctrine Forge Codex,Military Operations Doctrine Division,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-handoff-2026,Doctrine Forge Codex,Military Operations Doctrine Division (2),.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-handoff-2026,Doctrine Forge Codex,Military Operations Doctrine Division (3),.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,Military Operations Doctrine Division,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,Military Operations Doctrine Division (2),.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,Military Operations Doctrine Division (3),.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,Handbook of War Studies III The Intrastate Dimension Manus I. Midlarsky,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,Michael Howard and the dimensions of military hist PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,Dod manual written materials v1,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,Dod manual written materials v1 PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,Putin Takes Crimea 2014 Grey Zone Warfare Opens the Russia Ukraine Conflict Mark Galeotti,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,A Tradecraft Primer Structured Analytic Techniques,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,A Tradecraft Primer Structured Analytic Techniques (2),.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,A Tradecraft Primer Structured Analytic Techniques PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,A Tradecraft Primer Structured Analytic Techniques PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,"Agency Beyond Confinement Rethinking the Relationship Between Agency and Structure in the Contemporary World Schneider, Luisa T., Dillema, Robbert, Rebughini, Paola",.epub,4,metadata/title keyword routing; close reading required before citation or quotation
mb-fractal-keep-handoff-v1,Fractal Keep,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-fractal-keep-handoff-v1,Fractal Keep,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-fractal-keep-handoff-v1,Fractal Keep,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-fractal-keep-handoff-v1,Fractal Keep,Beekeeping for Dummies David Wiscombe et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-fractal-keep-handoff-v1,Fractal Keep,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-fractal-keep-handoff-v1,Fractal Keep,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",Afghanistan Thomas Barfield,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",Culinary Reactions by simmon quellen field,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,The Putin Interviews Putin PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,The Putin Interviews Robert Scheer,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,(Praeger Security International) Richard D. Fisher Jr. China's Military Modernization Building for Regional and Global Reach Praeger (2008) PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,OceanofPDF.com The Mitrokhin Archive II Christopher Andrew PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-glass-station-handoff,Glass Station,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-glass-station-handoff,Glass Station,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-glass-station-handoff,Glass Station,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-glass-station-handoff,Glass Station,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-glass-station-handoff,Glass Station,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-murano-os-glass-station-handoff,Glass Station,OceanofPDF.com The Mitrokhin Archive II Christopher Andrew PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-hearthglass-handoff-v1,HearthGlass,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-hearthglass-handoff-v1,HearthGlass,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-hearthglass-handoff-v1,HearthGlass,Documents on the Rape of Nanking Timothy Brook PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-hearthglass-handoff-v1,HearthGlass,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-hearthglass-handoff-v1,HearthGlass,"Gancels Culinary Encyclopedia of Modern Cooking 1920 Gancel, Joseph. [from old catalog]",.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-hearthglass-handoff-v1,HearthGlass,OceanofPDF.com The Mitrokhin Archive II Christopher Andrew PDOC,.pdf,2,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,043 Historical Documents Harvard Classics PDOC,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,Documents on the Rape of Nanking Timothy Brook,.pdf,4,metadata/title keyword routing; close reading required before citation or quotation
